entry_time,exit_time,side,entry_price,exit_price,initial_sl,final_sl,tp,pnl_usd,equity,exit_type,gate,fgi,regime,bcd_conf,breakeven_locked,holding_candles,notional,leverage,actual_move_pct
2024-01-01T00:00:00+00:00,2024-01-01T16:00:00+00:00,SHORT,42369.8,42934.59,42934.59,42934.59,42068.97,-211.95,9788.05,SL,ACTIVE,65.0,bear,1.0,False,4,15000.0,15.0,-1.333
2024-01-01T16:00:00+00:00,2024-01-02T00:00:00+00:00,SHORT,43556.2,44136.8,44136.8,44136.8,43246.95,-211.95,9576.1,SL,ACTIVE,65.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2024-01-02T00:00:00+00:00,2024-01-02T08:00:00+00:00,LONG,45435.0,45757.59,44829.35,44829.35,45757.59,94.5,9670.6,TP,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,0.71
2024-01-02T08:00:00+00:00,2024-01-02T16:00:00+00:00,LONG,45486.8,44880.46,44880.46,44880.46,45809.76,-211.95,9458.65,SL,ADVISORY,71.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-02T16:00:00+00:00,2024-01-03T00:00:00+00:00,LONG,45073.2,45393.22,44472.37,44472.37,45393.22,94.5,9553.15,TP,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,0.71
2024-01-03T00:00:00+00:00,2024-01-03T08:00:00+00:00,LONG,45297.8,44693.98,44693.98,44693.98,45619.41,-211.95,9341.2,SL,ACTIVE,70.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-04T20:00:00+00:00,2024-01-05T04:00:00+00:00,LONG,44143.8,43555.36,43555.36,43555.36,44457.22,-211.95,9129.25,SL,ADVISORY,68.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-07T16:00:00+00:00,2024-01-08T00:00:00+00:00,LONG,44238.8,43649.1,43649.1,43649.1,44552.9,-211.95,8917.3,SL,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-08T08:00:00+00:00,2024-01-08T16:00:00+00:00,LONG,44637.2,47006.7,44042.19,44042.19,44954.12,784.25,9701.55,TRAIL_TP,ADVISORY,71.0,bull,1.0,False,2,15000.0,15.0,5.3084
2024-01-14T16:00:00+00:00,2024-01-15T00:00:00+00:00,SHORT,42665.8,42362.87,43234.54,43234.54,42362.87,94.5,9796.05,TP,ADVISORY,60.0,bear,1.0,False,2,15000.0,15.0,0.71
2024-01-15T00:00:00+00:00,2024-01-15T12:00:00+00:00,SHORT,42571.8,42269.54,43139.28,43139.28,42269.54,94.5,9890.55,TP,ADVISORY,52.0,bear,1.0,False,3,15000.0,15.0,0.71
