entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,regime,holding_candles,equity
2024-06-27T00:00:00+00:00,2024-06-27T08:00:00+00:00,SHORT,61027.1,61188.5,-51.67,TIME_EXIT_LOSS,bear,1,12996.15
2024-06-27T08:00:00+00:00,2024-06-27T16:00:00+00:00,SHORT,61188.5,61445.9,-75.1,TIME_EXIT_LOSS,bear,1,12921.05
2024-06-27T16:00:00+00:00,2024-06-28T00:00:00+00:00,SHORT,61445.9,61803.0,-99.17,TIME_EXIT_LOSS,bear,1,12821.88
2024-06-28T00:00:00+00:00,2024-06-28T12:00:00+00:00,SHORT,61803.0,61039.9,173.21,TRAIL_TP,bear,3,12995.09
2024-06-28T12:00:00+00:00,2024-06-28T20:00:00+00:00,SHORT,61039.9,60389.83,147.75,TP,bear,2,13142.84
2024-06-28T20:00:00+00:00,2024-06-29T04:00:00+00:00,SHORT,60429.8,61049.8,-165.9,TIME_EXIT_LOSS,bear,1,12976.94
2024-06-29T04:00:00+00:00,2024-06-29T12:00:00+00:00,SHORT,61049.8,61107.9,-26.28,TIME_EXIT_LOSS,bear,1,12950.66
2024-06-29T12:00:00+00:00,2024-06-30T04:00:00+00:00,SHORT,61107.9,61515.18,-111.97,HALF_RISK_SL,bear,4,12838.69
2024-06-30T04:00:00+00:00,2024-06-30T12:00:00+00:00,SHORT,61533.6,61722.4,-58.02,TIME_EXIT_LOSS,bear,1,12780.67
2024-06-30T12:00:00+00:00,2024-06-30T20:00:00+00:00,SHORT,61722.4,62545.16,-211.95,SL,bear,2,12568.72
2024-06-30T20:00:00+00:00,2024-07-01T04:00:00+00:00,SHORT,62766.0,63265.5,-131.37,TIME_EXIT_LOSS,neutral,1,12437.35
2024-07-01T04:00:00+00:00,2024-07-01T12:00:00+00:00,SHORT,63265.5,62591.72,147.75,TP,neutral,2,12585.1
2024-07-01T12:00:00+00:00,2024-07-02T08:00:00+00:00,SHORT,63119.9,62447.67,147.75,TP,neutral,5,12732.85
2024-07-02T08:00:00+00:00,2024-07-02T16:00:00+00:00,SHORT,62823.3,61944.0,197.95,TRAIL_TP,bear,2,12930.8
2024-07-02T16:00:00+00:00,2024-07-03T00:00:00+00:00,SHORT,61944.0,60983.5,220.59,TRAIL_TP,neutral,2,13151.39
2024-07-03T00:00:00+00:00,2024-07-03T08:00:00+00:00,SHORT,60983.5,60334.03,147.75,TP,bear,2,13299.14
2024-07-03T08:00:00+00:00,2024-07-03T16:00:00+00:00,SHORT,60384.9,59661.2,167.77,TRAIL_TP,bear,2,13466.91
2024-07-03T16:00:00+00:00,2024-07-04T00:00:00+00:00,SHORT,59661.2,60456.48,-211.95,SL,bear,2,13254.96
2024-07-04T00:00:00+00:00,2024-07-04T08:00:00+00:00,SHORT,59092.4,57748.4,329.16,TRAIL_TP,bear,2,13584.12
2024-07-04T08:00:00+00:00,2024-07-04T16:00:00+00:00,SHORT,57748.4,58518.19,-211.95,SL,bear,2,13372.17
2024-07-04T16:00:00+00:00,2024-07-05T00:00:00+00:00,SHORT,58267.0,55214.6,773.8,TRAIL_TP,bear,2,14145.97
2024-07-05T00:00:00+00:00,2024-07-05T08:00:00+00:00,SHORT,55214.6,54626.56,147.75,TP,bear,2,14293.72
2024-07-05T08:00:00+00:00,2024-07-05T16:00:00+00:00,SHORT,55458.9,56198.17,-211.95,SL,bear,2,14081.77
2024-07-05T16:00:00+00:00,2024-07-06T08:00:00+00:00,SHORT,56446.2,56822.41,-111.98,HALF_RISK_SL,bear,4,13969.79
2024-07-06T08:00:00+00:00,2024-07-06T16:00:00+00:00,SHORT,56713.2,57469.19,-211.95,SL,bear,2,13757.84
2024-07-06T16:00:00+00:00,2024-07-07T00:00:00+00:00,SHORT,57834.8,57943.9,-40.3,TIME_EXIT_LOSS,bear,1,13717.54
2024-07-07T00:00:00+00:00,2024-07-07T12:00:00+00:00,SHORT,57943.9,56806.2,282.52,TRAIL_TP,bear,3,14000.06
2024-07-07T12:00:00+00:00,2024-07-07T20:00:00+00:00,SHORT,56806.2,55830.9,245.53,TRAIL_TP,bear,2,14245.59
2024-07-07T20:00:00+00:00,2024-07-08T04:00:00+00:00,SHORT,55830.9,55236.3,147.75,TP,bear,2,14393.34
2024-07-08T04:00:00+00:00,2024-07-08T12:00:00+00:00,SHORT,55828.4,56572.59,-211.95,SL,bear,2,14181.39
2024-07-08T12:00:00+00:00,2024-07-08T20:00:00+00:00,SHORT,55736.8,56479.77,-211.95,SL,bear,2,13969.44
2024-07-08T20:00:00+00:00,2024-07-09T04:00:00+00:00,SHORT,56686.4,57442.03,-211.95,SL,bear,2,13757.49
2024-07-09T04:00:00+00:00,2024-07-09T12:00:00+00:00,SHORT,57102.5,57863.68,-211.95,SL,bear,2,13545.54
2024-07-09T12:00:00+00:00,2024-07-09T20:00:00+00:00,SHORT,57445.3,58211.05,-211.95,SL,bear,2,13333.59
2024-07-09T20:00:00+00:00,2024-07-10T04:00:00+00:00,SHORT,58023.2,58796.65,-211.95,SL,bear,2,13121.64
2024-07-10T04:00:00+00:00,2024-07-10T12:00:00+00:00,SHORT,58948.1,57658.0,316.28,TRAIL_TP,bear,2,13437.92
2024-07-10T12:00:00+00:00,2024-07-10T20:00:00+00:00,SHORT,57658.0,57707.0,-24.75,TIME_EXIT_LOSS,bear,1,13413.17
2024-07-10T20:00:00+00:00,2024-07-11T04:00:00+00:00,SHORT,57707.0,58168.1,-131.86,TIME_EXIT_LOSS,bear,1,13281.31
2024-07-11T04:00:00+00:00,2024-07-11T12:00:00+00:00,SHORT,58168.1,58943.48,-211.95,SL,bear,2,13069.36
2024-07-11T12:00:00+00:00,2024-07-12T00:00:00+00:00,SHORT,57382.8,56771.67,147.75,TP,bear,3,13217.11
2024-07-12T00:00:00+00:00,2024-07-12T08:00:00+00:00,SHORT,56887.6,57188.8,-91.42,TIME_EXIT_LOSS,bear,1,13125.69
2024-07-12T08:00:00+00:00,2024-07-12T16:00:00+00:00,SHORT,57188.8,57951.13,-211.95,SL,bear,2,12913.74
2024-07-12T16:00:00+00:00,2024-07-13T00:00:00+00:00,SHORT,57546.1,57792.4,-76.2,TIME_EXIT_LOSS,bear,1,12837.54
2024-07-13T00:00:00+00:00,2024-07-13T08:00:00+00:00,SHORT,57792.4,58562.77,-211.95,SL,bear,2,12625.59
2024-07-13T08:00:00+00:00,2024-07-13T16:00:00+00:00,SHORT,58513.9,58596.6,-33.2,TIME_EXIT_LOSS,neutral,1,12592.39
2024-07-13T16:00:00+00:00,2024-07-14T00:00:00+00:00,SHORT,58596.6,59377.69,-211.95,SL,bear,2,12380.44
2024-07-14T00:00:00+00:00,2024-07-14T08:00:00+00:00,LONG,59435.0,60079.0,150.53,TRAIL_TP,bull,2,12530.97
2024-07-14T08:00:00+00:00,2024-07-14T16:00:00+00:00,LONG,60079.0,59886.3,-60.11,TIME_EXIT_LOSS,bull,1,12470.86
2024-07-14T16:00:00+00:00,2024-07-15T00:00:00+00:00,LONG,59886.3,62617.3,672.05,TRAIL_TP,bull,2,13142.91
2024-07-15T00:00:00+00:00,2024-07-15T08:00:00+00:00,LONG,62617.3,62431.9,-56.41,TIME_EXIT_LOSS,bull,1,13086.5
2024-07-15T08:00:00+00:00,2024-07-15T16:00:00+00:00,LONG,62431.9,63309.9,198.95,TRAIL_TP,bull,2,13285.45
2024-07-15T16:00:00+00:00,2024-07-16T00:00:00+00:00,LONG,63309.9,64725.1,323.3,TRAIL_TP,bull,2,13608.75
2024-07-16T00:00:00+00:00,2024-07-16T08:00:00+00:00,LONG,64725.1,63862.31,-211.95,SL,bull,2,13396.8
2024-07-16T08:00:00+00:00,2024-07-16T16:00:00+00:00,LONG,63719.8,65125.2,318.84,TRAIL_TP,bull,2,13715.64
2024-07-16T16:00:00+00:00,2024-07-17T00:00:00+00:00,LONG,65125.2,65818.78,147.75,TP,bull,2,13863.39
2024-07-17T00:00:00+00:00,2024-07-17T08:00:00+00:00,LONG,65662.8,64787.51,-211.95,SL,bull,2,13651.44
2024-07-17T08:00:00+00:00,2024-07-17T16:00:00+00:00,LONG,64700.0,63837.55,-211.95,SL,bull,2,13439.49
2024-07-17T16:00:00+00:00,2024-07-18T12:00:00+00:00,LONG,64550.6,64120.37,-111.97,HALF_RISK_SL,bull,5,13327.52
2024-07-18T12:00:00+00:00,2024-07-19T00:00:00+00:00,LONG,63500.1,64298.0,176.48,TRAIL_TP,bull,3,13504.0
2024-07-19T00:00:00+00:00,2024-07-19T08:00:00+00:00,LONG,64298.0,63440.91,-211.95,SL,bull,2,13292.05
2024-07-19T08:00:00+00:00,2024-07-19T16:00:00+00:00,LONG,64095.2,67107.8,693.03,TRAIL_TP,bull,2,13985.08
2024-07-19T16:00:00+00:00,2024-07-20T00:00:00+00:00,LONG,67107.8,66213.25,-211.95,SL,bull,2,13773.13
2024-07-20T00:00:00+00:00,2024-07-20T08:00:00+00:00,LONG,66568.7,66445.9,-39.67,TIME_EXIT_LOSS,bull,1,13733.46
2024-07-20T08:00:00+00:00,2024-07-20T16:00:00+00:00,LONG,66445.9,67195.0,157.11,TRAIL_TP,bull,2,13890.57
2024-07-20T16:00:00+00:00,2024-07-21T00:00:00+00:00,LONG,67195.0,67145.8,-22.98,TIME_EXIT_LOSS,bull,1,13867.59
2024-07-21T00:00:00+00:00,2024-07-21T08:00:00+00:00,LONG,67145.8,66845.4,-79.11,TIME_EXIT_LOSS,bull,1,13788.48
2024-07-21T08:00:00+00:00,2024-07-21T16:00:00+00:00,LONG,66845.4,65954.35,-211.95,SL,bull,2,13576.53
2024-07-21T16:00:00+00:00,2024-07-22T00:00:00+00:00,LONG,67391.4,68109.12,147.75,TP,bull,2,13724.28
2024-07-22T00:00:00+00:00,2024-07-22T08:00:00+00:00,LONG,67847.3,66942.9,-211.95,SL,bull,2,13512.33
2024-07-22T08:00:00+00:00,2024-07-22T16:00:00+00:00,LONG,67479.1,68197.75,147.75,TP,bull,2,13660.08
2024-07-22T16:00:00+00:00,2024-07-23T00:00:00+00:00,LONG,68193.5,67284.48,-211.95,SL,bull,2,13448.13
2024-07-23T00:00:00+00:00,2024-07-23T08:00:00+00:00,LONG,67437.3,66538.36,-211.95,SL,bull,2,13236.18
2024-07-23T08:00:00+00:00,2024-07-23T16:00:00+00:00,LONG,66641.0,65752.68,-211.95,SL,bull,2,13024.23
2024-07-23T16:00:00+00:00,2024-07-24T08:00:00+00:00,LONG,65516.1,66345.7,177.94,TRAIL_TP,bull,4,13202.17
2024-07-24T08:00:00+00:00,2024-07-24T16:00:00+00:00,LONG,66345.7,65631.8,-173.4,TIME_EXIT_LOSS,bull,1,13028.77
2024-07-24T16:00:00+00:00,2024-07-25T00:00:00+00:00,LONG,65631.8,64756.93,-211.95,SL,bull,2,12816.82
2024-07-25T00:00:00+00:00,2024-07-25T08:00:00+00:00,SHORT,64074.0,64082.6,-14.01,TIME_EXIT_LOSS,neutral,1,12802.81
2024-07-25T08:00:00+00:00,2024-07-25T16:00:00+00:00,SHORT,64082.6,64936.82,-211.95,SL,neutral,2,12590.86
2024-07-25T16:00:00+00:00,2024-07-26T00:00:00+00:00,SHORT,64669.5,65531.54,-211.95,SL,neutral,2,12378.91
2024-07-26T00:00:00+00:00,2024-07-26T12:00:00+00:00,LONG,67014.0,67727.7,147.75,TP,bull,3,12526.66
2024-07-26T12:00:00+00:00,2024-07-27T04:00:00+00:00,LONG,67528.0,68247.17,147.75,TP,bull,4,12674.41
2024-07-27T04:00:00+00:00,2024-07-27T12:00:00+00:00,LONG,68013.6,68822.0,166.29,TRAIL_TP,bull,2,12840.7
2024-07-27T12:00:00+00:00,2024-07-27T20:00:00+00:00,LONG,68822.0,67904.6,-211.95,SL,bull,2,12628.75
2024-07-27T20:00:00+00:00,2024-07-28T04:00:00+00:00,LONG,67873.8,67517.7,-90.7,TIME_EXIT_LOSS,bull,1,12538.05
2024-07-28T04:00:00+00:00,2024-07-28T16:00:00+00:00,LONG,67517.7,68236.76,147.75,TP,bull,3,12685.8
2024-07-28T16:00:00+00:00,2024-07-29T00:00:00+00:00,LONG,68090.0,69323.1,259.65,TRAIL_TP,bull,2,12945.45
2024-07-29T00:00:00+00:00,2024-07-29T12:00:00+00:00,LONG,69323.1,68861.06,-111.97,HALF_RISK_SL,bull,3,12833.48
2024-07-29T12:00:00+00:00,2024-07-29T20:00:00+00:00,LONG,68067.2,67159.86,-211.95,SL,bull,2,12621.53
2024-07-29T20:00:00+00:00,2024-07-30T04:00:00+00:00,SHORT,66750.0,66914.0,-48.85,TIME_EXIT_LOSS,neutral,1,12572.68
2024-07-30T04:00:00+00:00,2024-07-30T12:00:00+00:00,SHORT,66914.0,66198.0,148.5,TRAIL_TP,neutral,2,12721.18
2024-07-30T12:00:00+00:00,2024-07-30T20:00:00+00:00,SHORT,66198.0,65492.99,147.75,TP,neutral,2,12868.93
2024-07-30T20:00:00+00:00,2024-07-31T04:00:00+00:00,SHORT,66159.3,66196.4,-20.41,TIME_EXIT_LOSS,neutral,1,12848.52
2024-07-31T04:00:00+00:00,2024-07-31T12:00:00+00:00,SHORT,66196.4,66354.5,-47.83,TIME_EXIT_LOSS,neutral,1,12800.69
2024-07-31T12:00:00+00:00,2024-07-31T20:00:00+00:00,SHORT,66354.5,64601.8,384.21,TRAIL_TP,neutral,2,13184.9
2024-07-31T20:00:00+00:00,2024-08-01T04:00:00+00:00,SHORT,64601.8,63913.79,147.75,TP,bear,2,13332.65
2024-08-01T04:00:00+00:00,2024-08-01T12:00:00+00:00,SHORT,64297.4,62892.6,315.73,TRAIL_TP,bear,2,13648.38
2024-08-01T12:00:00+00:00,2024-08-01T20:00:00+00:00,SHORT,62892.6,63730.96,-211.95,SL,bear,2,13436.43
2024-08-01T20:00:00+00:00,2024-08-02T04:00:00+00:00,SHORT,65328.9,64146.0,259.6,TRAIL_TP,neutral,2,13696.03
2024-08-02T04:00:00+00:00,2024-08-02T12:00:00+00:00,SHORT,64146.0,65001.07,-211.95,SL,bear,2,13484.08
2024-08-02T12:00:00+00:00,2024-08-02T20:00:00+00:00,SHORT,63393.5,61483.7,439.89,TRAIL_TP,bear,2,13923.97
2024-08-02T20:00:00+00:00,2024-08-03T04:00:00+00:00,SHORT,61483.7,61636.0,-49.16,TIME_EXIT_LOSS,bear,1,13874.81
2024-08-03T04:00:00+00:00,2024-08-03T12:00:00+00:00,SHORT,61636.0,60857.7,177.41,TRAIL_TP,bear,2,14052.22
2024-08-03T12:00:00+00:00,2024-08-03T20:00:00+00:00,SHORT,60857.7,60209.57,147.75,TP,bear,2,14199.97
2024-08-03T20:00:00+00:00,2024-08-04T12:00:00+00:00,SHORT,60684.6,59070.0,387.1,TRAIL_TP,bear,4,14587.07
2024-08-04T12:00:00+00:00,2024-08-04T20:00:00+00:00,SHORT,59070.0,58144.5,223.02,TRAIL_TP,bear,2,14810.09
2024-08-04T20:00:00+00:00,2024-08-05T04:00:00+00:00,SHORT,58144.5,52645.6,1406.6,TRAIL_TP,bear,2,16216.69
2024-08-05T04:00:00+00:00,2024-08-05T12:00:00+00:00,SHORT,52645.6,53347.37,-211.95,SL,bear,2,16004.74
2024-08-05T12:00:00+00:00,2024-08-05T20:00:00+00:00,SHORT,54289.8,55013.48,-211.95,SL,bear,2,15792.79
2024-08-05T20:00:00+00:00,2024-08-06T04:00:00+00:00,SHORT,54003.1,54722.96,-211.95,SL,bear,2,15580.84
2024-08-06T04:00:00+00:00,2024-08-06T12:00:00+00:00,SHORT,55979.1,55382.92,147.75,TP,bear,2,15728.59
2024-08-07T08:00:00+00:00,2024-08-07T16:00:00+00:00,SHORT,56938.0,54739.9,567.08,TRAIL_TP,neutral,2,16295.67
2024-08-07T16:00:00+00:00,2024-08-08T00:00:00+00:00,SHORT,54739.9,55469.58,-211.95,SL,bear,2,16083.72
2024-08-08T00:00:00+00:00,2024-08-08T08:00:00+00:00,SHORT,57031.7,57292.3,-80.54,TIME_EXIT_LOSS,neutral,1,16003.18
2024-08-08T08:00:00+00:00,2024-08-08T16:00:00+00:00,LONG,57292.3,59389.1,536.97,TRAIL_TP,bull,2,16540.15
2024-08-08T16:00:00+00:00,2024-08-09T00:00:00+00:00,LONG,59389.1,61327.0,477.46,TRAIL_TP,bull,2,17017.61
2024-08-09T00:00:00+00:00,2024-08-09T08:00:00+00:00,SHORT,61327.0,60633.5,157.62,TRAIL_TP,bear,2,17175.23
2024-08-09T08:00:00+00:00,2024-08-09T16:00:00+00:00,SHORT,60633.5,59987.75,147.75,TP,bear,2,17322.98
2024-08-09T16:00:00+00:00,2024-08-10T08:00:00+00:00,SHORT,60649.5,61053.73,-111.97,HALF_RISK_SL,bear,4,17211.01
2024-08-10T08:00:00+00:00,2024-08-10T16:00:00+00:00,SHORT,60892.4,60989.1,-35.82,TIME_EXIT_LOSS,bear,1,17175.19
2024-08-10T16:00:00+00:00,2024-08-11T00:00:00+00:00,SHORT,60989.1,61054.8,-28.16,TIME_EXIT_LOSS,neutral,1,17147.03
2024-08-11T00:00:00+00:00,2024-08-11T08:00:00+00:00,SHORT,61054.8,61868.66,-211.95,SL,neutral,2,16935.08
2024-08-11T08:00:00+00:00,2024-08-11T16:00:00+00:00,SHORT,60637.6,59598.0,245.17,TRAIL_TP,bear,2,17180.25
2024-08-11T16:00:00+00:00,2024-08-12T00:00:00+00:00,SHORT,59598.0,58488.6,267.22,TRAIL_TP,bear,2,17447.47
2024-08-12T00:00:00+00:00,2024-08-12T08:00:00+00:00,SHORT,58488.6,59268.25,-211.95,SL,bear,2,17235.52
2024-08-12T08:00:00+00:00,2024-08-12T16:00:00+00:00,SHORT,59809.2,59025.9,184.45,TRAIL_TP,bear,2,17419.97
2024-08-12T16:00:00+00:00,2024-08-13T00:00:00+00:00,SHORT,59025.9,59812.72,-211.95,SL,bear,2,17208.02
2024-08-13T00:00:00+00:00,2024-08-13T08:00:00+00:00,SHORT,59014.0,58385.5,147.75,TP,bear,2,17355.77
2024-08-13T08:00:00+00:00,2024-08-13T16:00:00+00:00,SHORT,58803.0,59586.84,-211.95,SL,bear,2,17143.82
2024-08-13T16:00:00+00:00,2024-08-14T00:00:00+00:00,SHORT,60792.1,60920.0,-43.56,TIME_EXIT_LOSS,neutral,1,17100.26
2024-08-14T00:00:00+00:00,2024-08-14T08:00:00+00:00,SHORT,60920.0,61260.7,-95.89,TIME_EXIT_LOSS,neutral,1,17004.37
2024-08-14T08:00:00+00:00,2024-08-14T16:00:00+00:00,SHORT,61260.7,58854.0,577.29,TRAIL_TP,neutral,2,17581.66
2024-08-14T16:00:00+00:00,2024-08-15T00:00:00+00:00,SHORT,58854.0,58227.2,147.75,TP,bear,2,17729.41
2024-08-15T00:00:00+00:00,2024-08-15T08:00:00+00:00,SHORT,58420.0,58712.1,-87.0,TIME_EXIT_LOSS,bear,1,17642.41
2024-08-15T08:00:00+00:00,2024-08-15T16:00:00+00:00,SHORT,58712.1,59494.73,-211.95,SL,bear,2,17430.46
2024-08-15T16:00:00+00:00,2024-08-16T00:00:00+00:00,SHORT,57002.4,57762.24,-211.95,SL,bear,2,17218.51
2024-08-16T00:00:00+00:00,2024-08-16T08:00:00+00:00,SHORT,57858.1,58629.35,-211.95,SL,bear,2,17006.56
2024-08-16T08:00:00+00:00,2024-08-16T16:00:00+00:00,SHORT,58369.3,59147.36,-211.95,SL,bear,2,16794.61
2024-08-16T16:00:00+00:00,2024-08-17T00:00:00+00:00,SHORT,59649.2,59013.94,147.75,TP,bear,2,16942.36
2024-08-17T00:00:00+00:00,2024-08-17T12:00:00+00:00,SHORT,59128.2,59522.29,-111.98,HALF_RISK_SL,neutral,3,16830.38
2024-08-17T12:00:00+00:00,2024-08-17T20:00:00+00:00,SHORT,59357.6,59468.5,-40.03,TIME_EXIT_LOSS,neutral,1,16790.35
2024-08-17T20:00:00+00:00,2024-08-18T04:00:00+00:00,SHORT,59468.5,59545.4,-31.4,TIME_EXIT_LOSS,neutral,1,16758.95
2024-08-18T04:00:00+00:00,2024-08-18T12:00:00+00:00,SHORT,59545.4,59828.8,-83.39,TIME_EXIT_LOSS,neutral,1,16675.56
2024-08-18T12:00:00+00:00,2024-08-18T20:00:00+00:00,SHORT,59828.8,58390.0,348.73,TRAIL_TP,neutral,2,17024.29
2024-08-18T20:00:00+00:00,2024-08-19T04:00:00+00:00,SHORT,58390.0,58475.5,-33.96,TIME_EXIT_LOSS,bear,1,16990.33
2024-08-19T04:00:00+00:00,2024-08-19T12:00:00+00:00,SHORT,58475.5,58505.0,-19.57,TIME_EXIT_LOSS,bear,1,16970.76
2024-08-19T12:00:00+00:00,2024-08-19T20:00:00+00:00,SHORT,58505.0,59284.87,-211.95,SL,bear,2,16758.81
2024-08-19T20:00:00+00:00,2024-08-20T04:00:00+00:00,SHORT,59398.5,60190.28,-211.95,SL,bear,2,16546.86
2024-08-20T04:00:00+00:00,2024-08-20T12:00:00+00:00,LONG,60899.9,60088.1,-211.95,SL,bull,2,16334.91
2024-08-20T12:00:00+00:00,2024-08-20T20:00:00+00:00,SHORT,58783.7,59567.29,-211.95,SL,neutral,2,16122.96
2024-08-20T20:00:00+00:00,2024-08-21T04:00:00+00:00,SHORT,58982.9,59689.2,-191.62,TIME_EXIT_LOSS,neutral,1,15931.34
2024-08-21T04:00:00+00:00,2024-08-21T12:00:00+00:00,LONG,59689.2,58893.54,-211.95,SL,bull,2,15719.39
2024-08-21T12:00:00+00:00,2024-08-21T20:00:00+00:00,LONG,59486.0,61120.0,400.03,TRAIL_TP,bull,2,16119.42
2024-08-21T20:00:00+00:00,2024-08-22T04:00:00+00:00,LONG,61120.0,60946.0,-54.7,TIME_EXIT_LOSS,bull,1,16064.72
2024-08-22T04:00:00+00:00,2024-08-22T12:00:00+00:00,LONG,60946.0,60133.59,-211.95,SL,bull,2,15852.77
2024-08-22T12:00:00+00:00,2024-08-22T20:00:00+00:00,LONG,60370.9,60349.9,-17.22,TIME_EXIT_LOSS,bull,1,15835.55
2024-08-22T20:00:00+00:00,2024-08-23T04:00:00+00:00,LONG,60349.9,61045.0,160.77,TRAIL_TP,bull,2,15996.32
2024-08-23T04:00:00+00:00,2024-08-23T12:00:00+00:00,LONG,61045.0,61695.13,147.75,TP,bull,2,16144.07
2024-08-23T12:00:00+00:00,2024-08-23T20:00:00+00:00,LONG,61499.0,64019.9,602.86,TRAIL_TP,bull,2,16746.93
2024-08-23T20:00:00+00:00,2024-08-24T20:00:00+00:00,LONG,64019.9,63593.21,-111.98,HALF_RISK_SL,bull,6,16634.95
2024-08-24T20:00:00+00:00,2024-08-25T04:00:00+00:00,LONG,64116.5,63835.4,-77.76,TIME_EXIT_LOSS,bull,1,16557.19
2024-08-25T04:00:00+00:00,2024-08-25T20:00:00+00:00,LONG,63835.4,64515.25,147.75,TP,bull,4,16704.94
2024-08-25T20:00:00+00:00,2024-08-26T04:00:00+00:00,LONG,64190.2,63603.2,-149.17,TIME_EXIT_LOSS,bull,1,16555.77
2024-08-26T04:00:00+00:00,2024-08-26T12:00:00+00:00,LONG,63603.2,63493.0,-37.99,TIME_EXIT_LOSS,bull,1,16517.78
2024-08-26T12:00:00+00:00,2024-08-26T20:00:00+00:00,LONG,63493.0,62807.6,-173.92,TIME_EXIT_LOSS,bull,1,16343.86
2024-08-26T20:00:00+00:00,2024-08-27T08:00:00+00:00,LONG,62807.6,62388.99,-111.97,HALF_RISK_SL,bull,3,16231.89
2024-08-27T08:00:00+00:00,2024-08-27T16:00:00+00:00,LONG,62392.5,61560.81,-211.95,SL,bull,2,16019.94
2024-08-27T16:00:00+00:00,2024-08-28T00:00:00+00:00,LONG,62071.8,61244.38,-211.95,SL,bull,2,15807.99
2024-08-28T00:00:00+00:00,2024-08-28T08:00:00+00:00,SHORT,59597.3,58962.59,147.75,TP,bear,2,15955.74
2024-08-28T08:00:00+00:00,2024-08-28T16:00:00+00:00,SHORT,59900.1,58871.1,245.68,TRAIL_TP,bear,2,16201.42
2024-08-28T16:00:00+00:00,2024-08-29T00:00:00+00:00,SHORT,58871.1,59113.0,-73.63,TIME_EXIT_LOSS,bear,1,16127.79
2024-08-29T00:00:00+00:00,2024-08-29T08:00:00+00:00,SHORT,59113.0,59900.98,-211.95,SL,bear,2,15915.84
2024-08-29T08:00:00+00:00,2024-08-29T16:00:00+00:00,SHORT,60040.0,60840.33,-211.95,SL,bear,2,15703.89
2024-08-29T16:00:00+00:00,2024-08-30T08:00:00+00:00,SHORT,59237.0,59631.81,-111.97,HALF_RISK_SL,bear,4,15591.92
2024-08-30T08:00:00+00:00,2024-08-30T16:00:00+00:00,SHORT,59367.0,58670.1,164.08,TRAIL_TP,bear,2,15756.0
2024-08-30T16:00:00+00:00,2024-08-31T00:00:00+00:00,SHORT,58670.1,59199.9,-147.45,TIME_EXIT_LOSS,bear,1,15608.55
2024-08-31T00:00:00+00:00,2024-09-01T00:00:00+00:00,SHORT,59199.9,58501.6,164.93,TRAIL_TP,bear,6,15773.48
2024-09-01T00:00:00+00:00,2024-09-01T08:00:00+00:00,SHORT,58501.6,57878.56,147.75,TP,bear,2,15921.23
2024-09-01T08:00:00+00:00,2024-09-01T16:00:00+00:00,SHORT,58208.0,58480.8,-82.3,TIME_EXIT_LOSS,bear,1,15838.93
2024-09-01T16:00:00+00:00,2024-09-02T00:00:00+00:00,SHORT,58480.8,57708.7,186.04,TRAIL_TP,bear,2,16024.97
2024-09-02T00:00:00+00:00,2024-09-02T08:00:00+00:00,SHORT,57708.7,58477.96,-211.95,SL,bear,2,15813.02
2024-09-02T08:00:00+00:00,2024-09-02T16:00:00+00:00,SHORT,58396.0,58418.8,-17.86,TIME_EXIT_LOSS,bear,1,15795.16
2024-09-02T16:00:00+00:00,2024-09-03T00:00:00+00:00,SHORT,58418.8,59197.52,-211.95,SL,bear,2,15583.21
2024-09-03T00:00:00+00:00,2024-09-03T12:00:00+00:00,SHORT,59087.9,57695.1,341.57,TRAIL_TP,bear,3,15924.78
2024-09-03T12:00:00+00:00,2024-09-04T00:00:00+00:00,SHORT,57695.1,56632.9,264.16,TRAIL_TP,bear,3,16188.94
2024-09-04T00:00:00+00:00,2024-09-04T12:00:00+00:00,SHORT,56632.9,57010.36,-111.98,HALF_RISK_SL,bear,3,16076.96
2024-09-04T12:00:00+00:00,2024-09-05T00:00:00+00:00,SHORT,58096.2,57104.1,244.15,TRAIL_TP,bear,3,16321.11
2024-09-05T00:00:00+00:00,2024-09-05T12:00:00+00:00,SHORT,57104.1,55947.0,291.94,TRAIL_TP,bear,3,16613.05
2024-09-05T12:00:00+00:00,2024-09-05T20:00:00+00:00,SHORT,55947.0,56145.7,-65.27,TIME_EXIT_LOSS,bear,1,16547.78
2024-09-05T20:00:00+00:00,2024-09-06T04:00:00+00:00,SHORT,56145.7,55547.75,147.75,TP,bear,2,16695.53
2024-09-06T04:00:00+00:00,2024-09-06T12:00:00+00:00,SHORT,55766.3,56509.66,-211.95,SL,bear,2,16483.58
2024-09-06T12:00:00+00:00,2024-09-06T20:00:00+00:00,SHORT,54022.1,53446.76,147.75,TP,bear,2,16631.33
2024-09-06T20:00:00+00:00,2024-09-07T04:00:00+00:00,SHORT,53927.7,54258.1,-103.9,TIME_EXIT_LOSS,bear,1,16527.43
2024-09-07T04:00:00+00:00,2024-09-07T12:00:00+00:00,SHORT,54258.1,54746.6,-147.05,TIME_EXIT_LOSS,bear,1,16380.38
2024-09-07T12:00:00+00:00,2024-09-07T20:00:00+00:00,SHORT,54746.6,54134.9,155.6,TRAIL_TP,bear,2,16535.98
2024-09-07T20:00:00+00:00,2024-09-08T04:00:00+00:00,SHORT,54134.9,54411.5,-88.64,TIME_EXIT_LOSS,bear,1,16447.34
