entry_time,exit_time,side,entry_price,exit_price,initial_sl,final_sl,tp,pnl_usd,equity,exit_type,gate,fgi,regime,bcd_conf,breakeven_locked,holding_candles,notional,leverage,actual_move_pct
2024-01-01T00:00:00+00:00,2024-01-01T16:00:00+00:00,SHORT,42369.8,42934.59,42934.59,42934.59,42068.97,-211.95,9788.05,SL,ACTIVE,65.0,bear,1.0,False,4,15000.0,15.0,-1.333
2024-01-01T16:00:00+00:00,2024-01-02T00:00:00+00:00,SHORT,43556.2,44136.8,44136.8,44136.8,43246.95,-211.95,9576.1,SL,ACTIVE,65.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2024-01-02T00:00:00+00:00,2024-01-02T08:00:00+00:00,LONG,45435.0,45757.59,44829.35,44829.35,45757.59,94.5,9670.6,TP,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,0.71
2024-01-02T08:00:00+00:00,2024-01-02T16:00:00+00:00,LONG,45486.8,44880.46,44880.46,44880.46,45809.76,-211.95,9458.65,SL,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-02T16:00:00+00:00,2024-01-03T00:00:00+00:00,LONG,45073.2,45393.22,44472.37,44472.37,45393.22,94.5,9553.15,TP,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,0.71
2024-01-03T00:00:00+00:00,2024-01-03T08:00:00+00:00,LONG,45297.8,44693.98,44693.98,44693.98,45619.41,-211.95,9341.2,SL,ACTIVE,70.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-03T08:00:00+00:00,2024-01-03T16:00:00+00:00,SHORT,43728.9,42600.4,44311.81,44311.81,43418.42,375.1,9716.3,TRAIL_TP,ADVISORY,70.0,neutral,1.0,False,2,15000.0,15.0,2.5807
2024-01-04T16:00:00+00:00,2024-01-05T00:00:00+00:00,LONG,43950.0,43364.15,43364.15,43364.15,44262.05,-211.95,9504.35,SL,ADVISORY,68.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-07T16:00:00+00:00,2024-01-08T00:00:00+00:00,LONG,44238.8,43649.1,43649.1,43649.1,44552.9,-211.95,9292.4,SL,ACTIVE,71.0,bull,1.0,False,2,15000.0,15.0,-1.333
2024-01-08T08:00:00+00:00,2024-01-08T16:00:00+00:00,LONG,44637.2,47006.7,44042.19,44042.19,44954.12,784.25,10076.65,TRAIL_TP,ADVISORY,71.0,bull,1.0,False,2,15000.0,15.0,5.3084
2024-01-08T16:00:00+00:00,2024-01-09T00:00:00+00:00,LONG,47006.7,46380.1,46380.1,46380.1,47340.45,-211.95,9864.7,SL,ADVISORY,71.0,bull,1.0,False,2,15000.0,15.0,-1.333
