entry_time,exit_time,side,entry_price,exit_price,initial_sl,final_sl,tp,pnl_usd,equity,exit_type,gate,fgi,regime,bcd_conf,breakeven_locked,holding_candles,notional,leverage,actual_move_pct
2025-01-01T00:00:00+00:00,2025-01-01T08:00:00+00:00,SHORT,93810.0,93143.95,95060.49,95060.49,93143.95,94.5,10094.5,TP,ADVISORY,66.0,bear,1.0,False,2,15000.0,15.0,0.71
2025-01-01T08:00:00+00:00,2025-01-01T16:00:00+00:00,SHORT,93420.1,94665.39,94665.39,94665.39,92756.82,-211.95,9882.55,SL,ACTIVE,66.0,bear,1.0,False,2,15000.0,15.0,-1.333
2025-01-01T16:00:00+00:00,2025-01-02T04:00:00+00:00,SHORT,94612.1,95873.28,95873.28,95873.28,93940.35,-211.95,9670.6,SL,ACTIVE,66.0,neutral,1.0,False,3,15000.0,15.0,-1.333
2025-01-02T04:00:00+00:00,2025-01-02T12:00:00+00:00,SHORT,95815.3,97092.52,97092.52,97092.52,95135.01,-211.95,9458.65,SL,ACTIVE,70.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2025-01-02T12:00:00+00:00,2025-01-02T20:00:00+00:00,SHORT,96428.5,97713.89,97713.89,97713.89,95743.86,-211.95,9246.7,SL,ACTIVE,70.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2025-01-02T20:00:00+00:00,2025-01-03T04:00:00+00:00,SHORT,96967.5,96275.0,98260.08,98260.08,96279.03,95.12,9341.82,TRAIL_TP,ACTIVE,70.0,neutral,1.0,False,2,15000.0,15.0,0.7142
2025-01-03T08:00:00+00:00,2025-01-03T16:00:00+00:00,LONG,96710.5,98545.5,95421.35,95421.35,97397.14,272.61,9614.43,TRAIL_TP,ACTIVE,74.0,bull,1.0,False,2,15000.0,15.0,1.8974
2025-01-03T16:00:00+00:00,2025-01-04T16:00:00+00:00,LONG,98545.5,98120.3,97231.89,97231.89,99245.17,-76.72,9537.71,TIME_EXIT,ACTIVE,74.0,bull,1.0,False,6,15000.0,15.0,-0.4315
2025-01-04T16:00:00+00:00,2025-01-05T16:00:00+00:00,LONG,98120.3,98050.0,96812.36,96812.36,98816.95,-22.75,9514.96,TIME_EXIT,ACTIVE,73.0,bull,1.0,False,6,15000.0,15.0,-0.0716
2025-01-05T16:00:00+00:00,2025-01-06T00:00:00+00:00,LONG,98050.0,99005.0,96742.99,96742.99,98746.16,134.1,9649.06,TRAIL_TP,ACTIVE,72.0,bull,1.0,False,2,15000.0,15.0,0.974
2025-01-06T00:00:00+00:00,2025-01-06T12:00:00+00:00,LONG,99005.0,102104.5,97685.26,97685.26,99707.94,457.6,10106.66,TRAIL_TP,ACTIVE,76.0,bull,1.0,False,3,15000.0,15.0,3.1306
2025-01-06T12:00:00+00:00,2025-01-07T08:00:00+00:00,LONG,102104.5,100743.45,100743.45,100743.45,102829.44,-211.95,9894.71,SL,ACTIVE,76.0,bull,1.0,False,5,15000.0,15.0,-1.333
2025-01-07T08:00:00+00:00,2025-01-07T16:00:00+00:00,LONG,100787.0,99443.51,99443.51,99443.51,101502.59,-211.95,9682.76,SL,ACTIVE,78.0,bull,1.0,False,2,15000.0,15.0,-1.333
2025-01-07T16:00:00+00:00,2025-01-08T04:00:00+00:00,SHORT,96433.3,95628.4,97718.76,97718.76,95748.62,113.2,9795.96,TRAIL_TP,ACTIVE,78.0,neutral,1.0,False,3,15000.0,15.0,0.8347
2025-01-08T04:00:00+00:00,2025-01-08T16:00:00+00:00,LONG,95628.4,94353.67,94353.67,94353.67,96307.36,-211.95,9584.01,SL,ADVISORY,70.0,bull,1.0,False,3,15000.0,15.0,-1.333
2025-01-08T20:00:00+00:00,2025-01-09T04:00:00+00:00,SHORT,95014.1,93176.4,96280.64,96280.64,94339.5,278.12,9862.13,TRAIL_TP,ADVISORY,70.0,neutral,1.0,False,2,15000.0,15.0,1.9341
2025-01-09T04:00:00+00:00,2025-01-09T12:00:00+00:00,SHORT,93176.4,94418.44,94418.44,94418.44,92514.85,-211.95,9650.18,SL,ADVISORY,69.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2025-01-09T12:00:00+00:00,2025-01-09T20:00:00+00:00,SHORT,94195.2,92505.9,95450.82,95450.82,93526.41,257.01,9907.19,TRAIL_TP,ADVISORY,69.0,neutral,1.0,False,2,15000.0,15.0,1.7934
2025-01-09T20:00:00+00:00,2025-01-10T04:00:00+00:00,SHORT,92505.9,93739.0,93739.0,93739.0,91849.11,-211.95,9695.24,SL,ADVISORY,69.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2025-01-10T04:00:00+00:00,2025-01-10T12:00:00+00:00,SHORT,94457.0,93704.0,95716.11,95716.11,93786.36,107.58,9802.82,TRAIL_TP,ADVISORY,50.0,neutral,1.0,False,2,15000.0,15.0,0.7972
2025-01-10T12:00:00+00:00,2025-01-10T20:00:00+00:00,SHORT,93704.0,94953.07,94953.07,94953.07,93038.7,-211.95,9590.87,SL,ADVISORY,50.0,neutral,1.0,False,2,15000.0,15.0,-1.333
2025-01-11T04:00:00+00:00,2025-01-12T04:00:00+00:00,SHORT,94210.3,94291.3,95466.12,95466.12,93541.41,-24.9,9565.97,TIME_EXIT,ADVISORY,69.0,neutral,1.0,False,6,15000.0,15.0,-0.086
2025-01-12T04:00:00+00:00,2025-01-13T00:00:00+00:00,SHORT,94291.3,95548.2,95548.2,95548.2,93621.83,-211.95,9354.02,SL,ACTIVE,62.0,neutral,1.0,False,5,15000.0,15.0,-1.333
2025-01-13T00:00:00+00:00,2025-01-13T08:00:00+00:00,SHORT,94215.4,90827.5,95471.29,95471.29,93546.47,527.39,9881.41,TRAIL_TP,ACTIVE,61.0,neutral,1.0,False,2,15000.0,15.0,3.5959
2025-01-13T08:00:00+00:00,2025-01-13T16:00:00+00:00,SHORT,90827.5,92038.23,92038.23,92038.23,90182.62,-211.95,9669.46,SL,ACTIVE,61.0,bear,1.0,False,2,15000.0,15.0,-1.333
2025-01-13T16:00:00+00:00,2025-01-14T00:00:00+00:00,SHORT,92274.8,93504.82,93504.82,93504.82,91619.65,-211.95,9457.51,SL,ADVISORY,61.0,bear,1.0,False,2,15000.0,15.0,-1.333
