entry_i,exit_i,side,entry,exit,exit_type,pnl_pct,regime,duration
487,504,LONG,63723.3,63558.4,REGIME_FLIP,-0.3388,Bullish Trend,17
556,557,SHORT,62613.8,61045.357196874655,TP,2.4249,Bearish Trend,1
557,562,SHORT,61739.7,60034.28882566932,TP,2.6823,Bearish Trend,5
562,567,SHORT,61833.9,59904.34155171439,TP,3.0406,Bearish Trend,5
567,574,SHORT,60733.0,62206.74581268927,SL,-2.5066,Bearish Trend,7
574,588,SHORT,61843.1,63217.63462564968,SL,-2.3026,Bearish Trend,14
588,591,SHORT,62789.3,63704.66466812873,SL,-1.5378,Bearish Trend,3
591,603,SHORT,63114.1,61700.47457863326,TP,2.1598,Bearish Trend,12
603,605,SHORT,62177.8,60692.31636404816,TP,2.3091,Bearish Trend,2
605,608,SHORT,61013.7,60871.0,REGIME_FLIP,0.1539,Bearish Trend,3
608,610,LONG,60871.0,59769.03806546184,SL,-1.8903,Bullish Trend,2
610,611,LONG,60769.9,59656.03384215843,SL,-1.9129,Bullish Trend,1
611,615,LONG,59696.9,61462.92600519405,TP,2.8783,Bullish Trend,4
615,616,LONG,61140.0,62772.62779894698,TP,2.5903,Bullish Trend,1
616,630,LONG,62218.0,63935.13152759362,TP,2.6799,Bullish Trend,14
630,631,LONG,62839.8,64252.36291030727,TP,2.1679,Bullish Trend,1
631,633,LONG,64281.6,65886.90555957102,TP,2.4173,Bullish Trend,2
633,639,LONG,64899.4,66549.4575998342,TP,2.4625,Bullish Trend,6
639,640,LONG,65385.3,67080.75477451972,TP,2.513,Bullish Trend,1
640,644,LONG,65994.6,68046.25086205403,TP,3.0288,Bullish Trend,4
644,658,LONG,66948.8,68984.55216839664,TP,2.9608,Bullish Trend,14
658,660,LONG,68710.0,68407.8,REGIME_FLIP,-0.5198,Bullish Trend,2
712,717,LONG,67759.9,69178.15051452153,TP,2.0131,Bullish Trend,5
717,719,LONG,68731.1,70148.7485303524,TP,1.9826,Bullish Trend,2
719,720,LONG,69566.1,71133.00056953855,TP,2.1724,Bullish Trend,1
720,722,LONG,69940.0,71522.58410028579,TP,2.1828,Bullish Trend,2
722,724,LONG,71004.2,72710.93149463418,TP,2.3237,Bullish Trend,2
724,735,LONG,72374.9,71091.70166693449,SL,-1.853,Bullish Trend,11
735,736,LONG,72213.3,71004.19179079898,SL,-1.7544,Bullish Trend,1
736,738,LONG,70638.7,69321.28880574192,SL,-1.945,Bullish Trend,2
738,742,LONG,70321.9,68995.81330699175,SL,-1.9657,Bullish Trend,4
742,753,LONG,69381.0,67820.51176231235,SL,-2.3292,Bullish Trend,11
753,761,LONG,68345.4,67091.43655074714,SL,-1.9147,Bullish Trend,8
761,765,LONG,67845.7,69804.977138669,TP,2.8078,Bullish Trend,4
765,768,LONG,68788.4,70687.52052888185,TP,2.6808,Bullish Trend,3
768,769,LONG,69353.1,71514.26243146992,TP,3.0362,Bullish Trend,1
769,792,LONG,74367.1,77331.40368636492,TP,3.906,Bullish Trend,23
792,793,LONG,76675.1,78688.28283751094,TP,2.5456,Bullish Trend,1
793,794,LONG,77204.0,79229.68406340301,TP,2.5438,Bullish Trend,1
794,796,LONG,78858.2,81151.6173445885,TP,2.8283,Bullish Trend,2
796,800,LONG,79735.1,82046.43061854826,TP,2.8188,Bullish Trend,4
800,801,LONG,81147.9,83923.47162058404,TP,3.3404,Bullish Trend,1
801,802,LONG,82168.7,84952.98650482803,TP,3.3085,Bullish Trend,1
802,803,LONG,84114.2,87133.43889734033,TP,3.5095,Bullish Trend,1
803,804,LONG,86181.0,89445.64897610173,TP,3.7081,Bullish Trend,1
804,806,LONG,88728.9,86169.61802605497,SL,-2.9644,Bullish Trend,2
806,807,LONG,89095.4,86350.44156328209,SL,-3.1609,Bullish Trend,1
807,813,LONG,87229.5,91411.47596773328,TP,4.7142,Bullish Trend,6
813,814,LONG,87710.7,92007.6012265349,TP,4.8189,Bullish Trend,1
814,815,LONG,92608.1,89194.8644926044,SL,-3.7657,Bullish Trend,1
815,858,LONG,90218.8,95168.30115961428,TP,5.4061,Bullish Trend,43
858,859,LONG,94288.0,97511.76102780193,TP,3.3391,Bullish Trend,1
859,862,LONG,95790.2,99081.09738295893,TP,3.3555,Bullish Trend,3
862,887,LONG,96684.0,94154.30187672825,SL,-2.6965,Bullish Trend,25
887,890,LONG,94723.6,92533.7107188587,SL,-2.3919,Bullish Trend,3
890,893,LONG,93842.1,91458.24684742441,SL,-2.6203,Bullish Trend,3
893,897,LONG,91760.0,95447.71399296357,TP,3.9389,Bullish Trend,4
897,899,LONG,93423.8,96817.02969890235,TP,3.5521,Bullish Trend,2
899,933,LONG,96670.0,94126.0015338393,SL,-2.7116,Bullish Trend,34
933,941,LONG,95045.8,97714.78432127635,TP,2.7281,Bullish Trend,8
941,942,LONG,97283.4,100176.66520907235,TP,2.8941,Bullish Trend,1
942,943,LONG,98669.8,101642.99340842433,TP,2.9333,Bullish Trend,1
1035,1036,LONG,92715.1,97480.41522860155,TP,5.0597,Bullish Trend,1
1036,1053,LONG,96961.3,93234.6603075602,SL,-3.9234,Bullish Trend,17
1053,1054,LONG,95899.4,93102.45687267557,SL,-2.9965,Bullish Trend,1
1054,1059,LONG,93217.6,97351.16106552175,TP,4.3543,Bullish Trend,5
1059,1060,LONG,94369.0,98180.72832711216,TP,3.9592,Bullish Trend,1
1060,1069,LONG,98243.5,98957.7,REGIME_FLIP,0.647,Bullish Trend,9
1069,1070,SHORT,98957.7,95418.43123396796,TP,3.4965,Bearish Trend,1
1070,1077,SHORT,97669.6,94186.56114582739,TP,3.4861,Bearish Trend,7
1077,1078,SHORT,96900.3,93460.73755701537,TP,3.4696,Bearish Trend,1
1078,1103,SHORT,94539.9,94155.8,EOD,0.3263,Bearish Trend,25
0,6,LONG,93548.9,95513.42689999999,TP,2.02,Bullish Trend,6
6,8,LONG,94580.9,96567.0989,TP,2.02,Bullish Trend,2
8,16,LONG,95815.3,97827.4213,TP,2.02,Bullish Trend,8
16,20,LONG,97479.5,98244.2,REGIME_FLIP,0.7045,Bullish Trend,4
25,33,LONG,98160.1,99980.91282206381,TP,1.7749,Bullish Trend,8
33,34,LONG,99219.3,101062.8537586263,TP,1.7781,Bullish Trend,1
34,38,LONG,102104.5,100477.38832336011,SL,-1.6736,Bullish Trend,4
38,39,LONG,101649.3,100087.18679986172,SL,-1.6168,Bullish Trend,1
39,40,LONG,100787.0,99171.71274272875,SL,-1.6827,Bullish Trend,1
40,43,SHORT,97915.3,95243.29656554737,TP,2.6489,Bearish Trend,3
43,45,SHORT,96504.1,95093.9,REGIME_FLIP,1.3813,Bearish Trend,2
79,87,LONG,94821.2,98115.82209515666,TP,3.3946,Bullish Trend,8
87,88,LONG,96725.4,99731.14916924841,TP,3.0275,Bullish Trend,1
88,98,LONG,98943.4,102221.44280001638,TP,3.233,Bullish Trend,10
98,100,LONG,101406.9,104556.14544438977,TP,3.0256,Bullish Trend,2
100,113,LONG,103946.2,101669.42288592612,SL,-2.2703,Bullish Trend,13
113,114,LONG,106247.9,103908.91992216592,SL,-2.2814,Bullish Trend,1
114,115,SHORT,101311.5,104217.33864370307,SL,-2.9482,Bearish Trend,1
115,116,SHORT,101874.5,104872.67159772429,SL,-3.023,Bearish Trend,1
116,118,SHORT,107178.8,102009.10192295843,TP,4.7434,Bearish Trend,2
118,124,SHORT,105008.7,103929.1,REGIME_FLIP,0.9481,Bearish Trend,6
124,126,LONG,103929.1,106114.5,REGIME_FLIP,2.0228,Bullish Trend,2
126,134,SHORT,106114.5,102668.4,REGIME_FLIP,3.1675,Bearish Trend,8
187,193,SHORT,102203.9,99102.04774503996,TP,2.955,Bearish Trend,6
193,197,SHORT,99160.8,96294.12273087859,TP,2.8109,Bearish Trend,4
197,198,SHORT,98232.0,95161.8757519425,TP,3.0454,Bearish Trend,1
198,199,SHORT,97664.5,94428.87534108947,TP,3.233,Bearish Trend,1
199,201,SHORT,94001.6,96856.71686560393,SL,-3.1173,Bearish Trend,2
201,202,SHORT,95070.8,97934.86862391359,SL,-3.0926,Bearish Trend,1
202,203,SHORT,98802.7,102039.73515077689,SL,-3.3563,Bearish Trend,1
203,209,SHORT,101831.9,97047.94930399003,TP,4.6179,Bearish Trend,6
209,240,SHORT,98811.8,96423.6,REGIME_FLIP,2.3369,Bearish Trend,31
293,294,SHORT,94062.1,95582.13759604737,SL,-1.696,Bearish Trend,1
294,300,SHORT,95622.0,97242.27419632969,SL,-1.7745,Bearish Trend,6
300,304,SHORT,96598.0,98152.728260747,SL,-1.6895,Bearish Trend,4
304,305,SHORT,96870.5,98354.52200008316,SL,-1.612,Bearish Trend,1
305,310,SHORT,98370.0,96194.48639989189,TP,2.1316,Bearish Trend,5
310,311,SHORT,98057.6,95904.83301646089,TP,2.1154,Bearish Trend,1
311,329,SHORT,95247.5,92720.68208671367,TP,2.5729,Bearish Trend,18
329,330,SHORT,93916.1,91838.69354771914,TP,2.132,Bearish Trend,1
330,331,SHORT,91514.5,89097.81472288205,TP,2.5608,Bearish Trend,1
331,332,SHORT,92125.3,89633.73509981905,TP,2.6245,Bearish Trend,1
332,333,SHORT,89262.9,86325.99402126054,TP,3.2102,Bearish Trend,1
333,339,SHORT,89186.8,85986.87301974194,TP,3.5079,Bearish Trend,6
339,340,SHORT,88570.0,85259.06402472046,TP,3.6582,Bearish Trend,1
340,341,SHORT,87536.4,83972.38945152613,TP,3.9915,Bearish Trend,1
341,343,SHORT,83832.0,86680.08454745715,SL,-3.4774,Bearish Trend,2
343,348,SHORT,85174.0,81086.2472248553,TP,4.7193,Bearish Trend,5
348,349,SHORT,84668.1,80565.0701481864,TP,4.766,Bearish Trend,1
349,352,LONG,80429.2,85042.94629096979,TP,5.6564,Bullish Trend,3
352,364,LONG,83948.1,88935.32259885591,TP,5.8608,Bullish Trend,12
364,365,LONG,87390.1,91182.43097120631,TP,4.2595,Bullish Trend,1
365,370,SHORT,93467.3,88785.59981245128,TP,4.9289,Bearish Trend,5
370,371,SHORT,90009.5,85174.27090061893,TP,5.2919,Bearish Trend,1
371,377,SHORT,85552.0,88165.3,REGIME_FLIP,-3.1346,Bearish Trend,6
377,379,LONG,88165.3,86813.6,REGIME_FLIP,-1.6131,Bullish Trend,2
379,381,SHORT,86813.6,90879.7949119723,SL,-4.7638,Bearish Trend,2
381,405,SHORT,89777.6,84269.27185626203,TP,6.0555,Bearish Trend,24
405,407,SHORT,84990.1,81234.06269608879,TP,4.3394,Bearish Trend,2
407,412,SHORT,82604.9,78798.12956958674,TP,4.5284,Bearish Trend,5
412,418,SHORT,80009.7,83260.36428260576,SL,-4.1428,Bearish Trend,6
418,435,SHORT,81190.7,84514.61701166048,SL,-4.174,Bearish Trend,17
435,436,SHORT,83202.8,84692.2,REGIME_FLIP,-1.8701,Bearish Trend,1
436,449,LONG,84692.2,82050.40502428175,SL,-3.1993,Bullish Trend,13
449,459,LONG,83064.3,81117.63346232039,SL,-2.4236,Bullish Trend,10
459,466,LONG,82550.0,85100.85675912684,TP,3.0101,Bullish Trend,7
466,468,LONG,84693.3,87108.57358227951,TP,2.7718,Bullish Trend,2
468,470,LONG,86809.8,84887.03405464564,SL,-2.2949,Bullish Trend,2
470,472,LONG,85764.7,83852.70487364853,SL,-2.3093,Bullish Trend,2
472,493,LONG,84642.1,86502.6,REGIME_FLIP,2.1181,Bullish Trend,21
552,574,SHORT,82485.1,79228.61239864214,TP,3.868,Bearish Trend,22
574,575,SHORT,82497.4,80187.12721485607,TP,2.7204,Bearish Trend,1
575,577,SHORT,79572.6,76843.86169950922,TP,3.3492,Bearish Trend,2
577,579,SHORT,77669.6,79837.90788186205,SL,-2.8717,Bearish Trend,2
579,580,SHORT,76655.9,79140.76955119736,SL,-3.3216,Bearish Trend,1
580,592,SHORT,78444.6,81334.67529754042,SL,-3.7642,Bearish Trend,12
592,593,SHORT,77237.6,80221.09313781606,SL,-3.9427,Bearish Trend,1
593,597,LONG,82291.4,78892.79208631367,SL,-4.21,Bullish Trend,4
597,598,LONG,81839.2,78868.15474742827,SL,-3.7103,Bullish Trend,1
598,603,LONG,78731.7,83183.40882834324,TP,5.5743,Bullish Trend,5
603,627,LONG,82096.6,86143.15045078324,TP,4.849,Bullish Trend,24
627,629,LONG,85549.3,83619.29281435655,SL,-2.336,Bullish Trend,2
629,660,LONG,83954.6,86729.75938838389,TP,3.2255,Bullish Trend,31
660,661,LONG,85138.8,86539.15237901855,TP,1.5648,Bullish Trend,1
661,666,LONG,87166.6,88845.19720908866,TP,1.8457,Bullish Trend,5
666,669,LONG,87466.0,89433.61562259057,TP,2.1696,Bullish Trend,3
669,670,LONG,88572.7,90528.86241721263,TP,2.1285,Bullish Trend,1
670,671,LONG,90881.2,93138.65153026888,TP,2.404,Bullish Trend,1
671,672,LONG,91356.4,93621.33999239253,TP,2.3992,Bullish Trend,1
672,693,LONG,93404.9,94095.6,REGIME_FLIP,0.6595,Bullish Trend,21
743,744,LONG,95533.9,94400.57627734604,SL,-1.2663,Bullish Trend,1
744,755,LONG,94230.2,95941.06083945013,TP,1.7356,Bullish Trend,11
755,756,LONG,94910.8,96803.31825652058,TP,1.914,Bullish Trend,1
756,762,LONG,96798.9,98928.16338105481,TP,2.1197,Bullish Trend,6
762,763,LONG,96988.4,99097.98154843085,TP,2.0951,Bullish Trend,1
763,765,LONG,99097.9,101412.05715211436,TP,2.2552,Bullish Trend,2
765,766,LONG,99369.8,101566.57734034352,TP,2.1307,Bullish Trend,1
766,767,LONG,100730.8,103137.12967317611,TP,2.3089,Bullish Trend,1
767,769,LONG,101254.2,103659.15398223496,TP,2.2952,Bullish Trend,2
769,786,LONG,102419.5,105056.2978724373,TP,2.4945,Bullish Trend,17
786,790,LONG,104072.7,102302.04637173374,SL,-1.7814,Bullish Trend,4
790,825,LONG,102481.7,105287.37368356095,TP,2.6577,Bullish Trend,35
825,826,LONG,103769.0,105551.89018056799,TP,1.6381,Bullish Trend,1
826,827,LONG,105484.2,104086.89222717429,SL,-1.4047,Bullish Trend,1
827,828,LONG,103834.0,105980.45510467343,TP,1.9872,Bullish Trend,1
828,829,LONG,106407.6,104618.29508363498,SL,-1.7616,Bullish Trend,1
829,834,LONG,103569.4,106437.28139127453,TP,2.689,Bullish Trend,5
834,843,LONG,105531.6,108417.27454079867,TP,2.6544,Bullish Trend,9
893,934,SHORT,105699.2,102921.20846021375,TP,2.5482,Bearish Trend,41
934,935,SHORT,104490.5,102409.41011536322,TP,1.9117,Bearish Trend,1
935,938,SHORT,101872.9,103579.77543368765,SL,-1.7555,Bearish Trend,3
938,939,SHORT,103096.8,104898.74811509176,SL,-1.8278,Bearish Trend,1
939,943,SHORT,103866.0,104822.4,REGIME_FLIP,-1.0008,Bearish Trend,4
993,997,SHORT,104924.5,106420.42211368185,SL,-1.5057,Bearish Trend,4
997,999,SHORT,105865.6,107349.07068119709,SL,-1.4813,Bearish Trend,2
999,1000,SHORT,106842.5,108334.85762817504,SL,-1.4768,Bearish Trend,1
1000,1005,SHORT,107374.9,105237.85508337244,TP,1.9103,Bearish Trend,5
1005,1024,SHORT,105592.9,103078.83555971955,TP,2.3009,Bearish Trend,19
1024,1031,SHORT,104168.5,101789.88209358335,TP,2.2034,Bearish Trend,7
1031,1035,SHORT,102207.5,100027.71809020427,TP,2.0527,Bearish Trend,4
1035,1036,SHORT,102693.7,100413.0372632321,TP,2.1408,Bearish Trend,1
1036,1037,SHORT,98849.9,100791.45589683585,SL,-2.0441,Bearish Trend,1
1037,1038,SHORT,98829.7,100818.98047563329,SL,-2.0928,Bearish Trend,1
1038,1042,SHORT,100904.7,103060.25687023092,SL,-2.2162,Bearish Trend,4
1042,1043,SHORT,101369.7,103480.53208222265,SL,-2.1623,Bearish Trend,1
1043,1050,LONG,103114.2,106417.19670688943,TP,3.1232,Bullish Trend,7
1050,1096,LONG,106034.9,109012.71229495658,TP,2.7283,Bullish Trend,46
1096,1108,LONG,108695.3,107302.92371160148,SL,-1.361,Bullish Trend,12
1108,1121,LONG,107534.7,109485.39415231782,TP,1.734,Bullish Trend,13
1121,1126,LONG,108493.8,107503.11192153713,SL,-0.9931,Bullish Trend,5
1126,1138,LONG,108249.0,109748.1057075612,TP,1.3049,Bullish Trend,12
1138,1139,LONG,109020.0,110660.61453631695,TP,1.4249,Bullish Trend,1
1139,1144,LONG,111718.8,113701.36278372289,TP,1.6946,Bullish Trend,5
1144,1145,LONG,111350.0,113247.65730035628,TP,1.6242,Bullish Trend,1
1145,1146,LONG,113246.1,115382.05535033085,TP,1.8061,Bullish Trend,1
1146,1148,LONG,115979.2,118606.32711102148,TP,2.1852,Bullish Trend,2
1148,1164,LONG,117522.7,120327.94944776854,TP,2.307,Bullish Trend,16
1164,1165,LONG,119038.3,121223.15395598343,TP,1.7554,Bullish Trend,1
1165,1170,LONG,120733.2,118969.34074348037,SL,-1.541,Bullish Trend,5
1170,1171,LONG,119816.5,117792.96928887343,SL,-1.7689,Bullish Trend,1
1171,1187,LONG,117209.2,120297.19992446454,TP,2.5546,Bullish Trend,16
1187,1193,LONG,118948.8,117361.6,REGIME_FLIP,-1.4144,Bullish Trend,6
1243,1248,SHORT,118162.0,119766.70634426743,SL,-1.4381,Bearish Trend,5
1248,1257,SHORT,119423.4,117386.31107967491,TP,1.6258,Bearish Trend,9
1257,1264,SHORT,118560.0,116528.20834190158,TP,1.6337,Bearish Trend,7
1264,1271,SHORT,117950.0,115767.71383123934,TP,1.7702,Bearish Trend,7
1271,1272,SHORT,116718.9,114401.8550785751,TP,1.9051,Bearish Trend,1
1272,1276,SHORT,115697.3,113312.67328724831,TP,1.9811,Bearish Trend,4
1276,1277,SHORT,115305.3,112668.74590944136,TP,2.2066,Bearish Trend,1
1277,1293,SHORT,113278.5,115293.2812845542,SL,-1.8586,Bearish Trend,16
1293,1299,LONG,114450.0,112973.41703728883,SL,-1.3702,Bullish Trend,6
1299,1300,LONG,114782.0,113304.98366797624,SL,-1.3668,Bullish Trend,1
1300,1305,LONG,112871.8,115133.5762316309,TP,1.9238,Bullish Trend,5
1305,1310,LONG,114188.0,116323.8404696907,TP,1.7905,Bullish Trend,5
1310,1312,LONG,114751.1,116812.45612548506,TP,1.7164,Bullish Trend,2
1312,1329,LONG,116634.6,118814.73094493354,TP,1.7892,Bullish Trend,17
1329,1332,LONG,118295.9,120365.05989736668,TP,1.6691,Bullish Trend,3
1332,1333,LONG,119255.3,121293.50579975023,TP,1.6291,Bullish Trend,1
1333,1335,LONG,121700.1,120003.72166343099,SL,-1.4739,Bullish Trend,2
1335,1336,LONG,120545.0,118814.61995469304,SL,-1.5155,Bullish Trend,1
1336,1337,LONG,120271.2,118524.06138650067,SL,-1.5327,Bullish Trend,1
1337,1343,LONG,119035.3,119600.3,REGIME_FLIP,0.3946,Bullish Trend,6
1343,1347,SHORT,119600.3,121357.67532192763,SL,-1.5494,Bearish Trend,4
1347,1348,SHORT,120538.5,122256.37080303974,SL,-1.5052,Bearish Trend,1
1348,1349,SHORT,120897.2,122722.95860282262,SL,-1.5902,Bearish Trend,1
1349,1353,SHORT,122719.9,120056.32881633058,TP,2.0904,Bearish Trend,4
1353,1354,SHORT,120947.9,118123.89613346569,TP,2.2549,Bearish Trend,1
1354,1374,SHORT,118185.9,115001.905695361,TP,2.6141,Bearish Trend,20
1374,1375,SHORT,117353.8,115437.53943287852,TP,1.5529,Bearish Trend,1
1375,1379,SHORT,115264.9,116809.00700880506,SL,-1.4196,Bearish Trend,4
1379,1383,SHORT,116273.4,114127.64313671715,TP,1.7654,Bearish Trend,4
1383,1384,SHORT,115461.0,113206.32661827828,TP,1.8728,Bearish Trend,1
1384,1401,SHORT,113730.0,115476.31091644807,SL,-1.6155,Bearish Trend,17
1401,1402,SHORT,112272.8,113840.59915091384,SL,-1.4764,Bearish Trend,1
1402,1414,SHORT,116319.3,113435.01110381202,TP,2.3996,Bearish Trend,12
1414,1415,SHORT,114372.6,112350.13745446836,TP,1.6883,Bearish Trend,1
1415,1421,SHORT,112556.4,110013.77906486347,TP,2.179,Bearish Trend,6
1421,1435,SHORT,110650.4,112771.07867124835,SL,-1.9966,Bearish Trend,14
1435,1443,SHORT,111954.1,109163.83360296347,TP,2.4123,Bearish Trend,8
1443,1446,SHORT,110047.8,107408.30548512925,TP,2.3185,Bearish Trend,3
1446,1451,SHORT,108332.4,108769.4,REGIME_FLIP,-0.4834,Bearish Trend,5
1451,1467,LONG,108769.4,111120.19640927495,TP,2.0813,Bullish Trend,16
1467,1473,LONG,109698.6,112143.5370977334,TP,2.1488,Bullish Trend,6
1473,1479,LONG,111391.6,109638.18807706996,SL,-1.6541,Bullish Trend,6
1479,1485,LONG,110763.9,113068.17398369282,TP,2.0003,Bullish Trend,6
1485,1486,LONG,112299.6,110493.543638955,SL,-1.6882,Bullish Trend,1
1486,1515,LONG,110674.1,113487.61826935851,TP,2.4622,Bullish Trend,29
1515,1518,LONG,112266.4,114222.5763893225,TP,1.6624,Bullish Trend,3
1518,1524,LONG,113896.8,115935.31209815653,TP,1.7098,Bullish Trend,6
1524,1549,LONG,115427.0,115250.9,REGIME_FLIP,-0.2326,Bullish Trend,25
1549,1552,SHORT,115250.9,116393.20049771118,SL,-1.0711,Bearish Trend,3
1552,1555,SHORT,115877.9,117110.14872211059,SL,-1.1434,Bearish Trend,3
1555,1560,SHORT,116320.1,117543.44354682107,SL,-1.1317,Bearish Trend,5
1560,1584,SHORT,116402.5,114338.28142771285,TP,1.6933,Bearish Trend,24
1584,1585,SHORT,115183.9,113942.14457453122,TP,0.9981,Bearish Trend,1
1585,1586,SHORT,114602.9,113255.65139063614,TP,1.0956,Bearish Trend,1
1586,1598,SHORT,112454.4,112544.7,REGIME_FLIP,-0.1603,Bearish Trend,12
1598,1605,LONG,112544.7,111070.45541517081,SL,-1.3899,Bullish Trend,7
1605,1606,LONG,111316.1,109859.98018154665,SL,-1.3881,Bullish Trend,1
1606,1607,LONG,111538.4,110065.4744542933,SL,-1.4006,Bullish Trend,1
1607,1625,LONG,109320.5,111694.6782094187,TP,2.0918,Bullish Trend,18
1625,1626,LONG,110281.6,111764.14366384166,TP,1.2643,Bullish Trend,1
1626,1629,LONG,112119.6,113805.75768785297,TP,1.4239,Bullish Trend,3
1629,1630,LONG,112052.0,113634.28702631668,TP,1.3321,Bullish Trend,1
1630,1640,LONG,113752.0,115572.82152443692,TP,1.5207,Bullish Trend,10
1640,1641,LONG,114480.8,116327.8579859094,TP,1.5334,Bullish Trend,1
1641,1644,LONG,116736.8,118800.58527263015,TP,1.6879,Bullish Trend,3
1644,1647,LONG,118552.4,118716.0,REGIME_FLIP,0.058,Bullish Trend,3
1698,1735,SHORT,112714.9,107035.44814882167,TP,4.9588,Bearish Trend,37
1735,1736,SHORT,109121.8,105334.00872126005,TP,3.3912,Bearish Trend,1
1736,1749,SHORT,105578.3,108489.77125630711,SL,-2.8376,Bearish Trend,13
1749,1752,SHORT,107730.6,109901.19645938875,SL,-2.0948,Bearish Trend,3
1752,1753,SHORT,108586.2,110667.01283574237,SL,-1.9963,Bearish Trend,1
1753,1761,SHORT,110100.4,112356.9154903322,SL,-2.1295,Bearish Trend,8
1761,1762,SHORT,108519.4,110649.20115297775,SL,-2.0426,Bearish Trend,1
1762,1763,LONG,113355.2,110755.77750080636,SL,-2.3732,Bullish Trend,1
1763,1764,LONG,111720.7,109019.36839360591,SL,-2.4979,Bullish Trend,1
1764,1790,LONG,108253.7,112327.58608831231,TP,3.6833,Bullish Trend,26
1790,1791,LONG,111672.8,113903.22699921814,TP,1.9173,Bullish Trend,1
1791,1795,LONG,113235.2,115575.14078498827,TP,1.9864,Bullish Trend,4
1795,1805,LONG,114927.7,113178.64199161714,SL,-1.6019,Bullish Trend,10
1805,1809,LONG,113629.0,111826.26681163628,SL,-1.6665,Bullish Trend,4
1809,1810,LONG,113084.5,111325.26196395105,SL,-1.6357,Bullish Trend,1
1810,1813,SHORT,111460.6,108833.61555313638,TP,2.2769,Bearish Trend,3
1813,1815,SHORT,110694.5,107731.6896611664,TP,2.5966,Bearish Trend,2
1815,1816,SHORT,109666.0,106325.10690172,TP,2.9664,Bearish Trend,1
1816,1819,SHORT,107670.6,110152.44848355306,SL,-2.385,Bearish Trend,3
1819,1839,SHORT,109186.2,105594.91565389486,TP,3.2091,Bearish Trend,20
1839,1843,SHORT,107737.4,105125.36737878682,TP,2.3444,Bearish Trend,4
1843,1844,SHORT,107097.2,104089.79612936096,TP,2.7281,Bearish Trend,1
1844,1846,SHORT,104442.9,101181.93569154946,TP,3.0422,Bearish Trend,2
1846,1847,SHORT,103157.7,99902.40016261152,TP,3.0757,Bearish Trend,1
1847,1851,SHORT,100507.0,103040.49530030868,SL,-2.6007,Bearish Trend,4
1851,1876,SHORT,102019.4,104664.5107460984,SL,-2.6728,Bearish Trend,25
1876,1878,SHORT,103715.8,105693.2806516043,SL,-1.9866,Bearish Trend,2
1878,1884,SHORT,104670.6,106678.17209245474,SL,-1.998,Bearish Trend,6
1884,1887,SHORT,105966.3,103140.21247442298,TP,2.587,Bearish Trend,3
1887,1893,SHORT,105256.2,102361.0305963219,TP,2.6706,Bearish Trend,6
1893,1894,SHORT,104979.9,102180.37989321278,TP,2.5867,Bearish Trend,1
1894,1900,SHORT,102124.9,99015.79561512616,TP,2.9644,Bearish Trend,6
1900,1901,SHORT,101338.0,98043.43766659613,TP,3.1711,Bearish Trend,1
1901,1905,SHORT,98643.1,95074.50854755355,TP,3.5377,Bearish Trend,4
1905,1924,SHORT,96134.6,92272.54985335997,TP,3.9373,Bearish Trend,19
1924,1926,SHORT,93915.7,90705.33778047915,TP,3.3383,Bearish Trend,2
1926,1936,SHORT,92169.7,88838.18155561724,TP,3.5345,Bearish Trend,10
1936,1938,SHORT,89901.0,92337.64242393231,SL,-2.7904,Bearish Trend,2
1938,1942,SHORT,91508.9,87895.74414539599,TP,3.8684,Bearish Trend,4
1942,1944,SHORT,89835.4,86219.40967348643,TP,3.9451,Bearish Trend,2
1944,1945,SHORT,86601.3,82663.12471846535,TP,4.4675,Bearish Trend,1
1945,1946,SHORT,85782.5,81799.01295286068,TP,4.5637,Bearish Trend,1
1946,1954,SHORT,84006.7,84239.9,REGIME_FLIP,-0.3576,Bearish Trend,8
1954,1966,LONG,84239.9,88628.60026471529,TP,5.1298,Bullish Trend,12
1966,1978,LONG,86571.0,90034.15328272221,TP,3.9204,Bullish Trend,12
1978,1979,LONG,86926.2,90004.25848676276,TP,3.461,Bullish Trend,1
1979,2004,LONG,89923.3,87512.25916694307,SL,-2.7612,Bullish Trend,25
2004,2005,LONG,90320.6,88857.10983110518,SL,-1.7003,Bullish Trend,1
2005,2007,LONG,86319.2,84502.64841459766,SL,-2.1845,Bullish Trend,2
2007,2008,LONG,86100.1,84352.9022044235,SL,-2.1093,Bullish Trend,1
2008,2010,LONG,84650.0,87347.20713424946,TP,3.1063,Bullish Trend,2
2010,2013,LONG,86241.6,89056.17701881714,TP,3.1836,Bullish Trend,3
2013,2014,LONG,87326.9,90005.14737621765,TP,2.9869,Bullish Trend,1
2014,2017,LONG,90809.2,93927.0889922021,TP,3.3535,Bullish Trend,3
2017,2031,LONG,92589.2,90252.00737821011,SL,-2.6043,Bullish Trend,14
2031,2032,LONG,91307.9,89270.40984950656,SL,-2.3115,Bullish Trend,1
2032,2043,LONG,90414.0,88352.52343168468,SL,-2.36,Bullish Trend,11
2043,2044,LONG,89109.4,91254.4046127461,TP,2.3272,Bullish Trend,1
2044,2047,LONG,89505.0,91798.58999754996,TP,2.4825,Bullish Trend,3
2047,2056,LONG,91039.4,93855.7412334611,TP,3.0135,Bullish Trend,9
2056,2058,LONG,92676.9,92638.4,REGIME_FLIP,-0.1215,Bullish Trend,2
