date,pnl,n_trades
2025-01-02,-400.32,1
2025-01-06,1104.619981536955,2
2025-01-07,-839.8747797821597,2
2025-01-08,-1487.226643161056,4
2025-01-13,231.03094296214914,4
2025-01-14,-675.4140737277302,2
2025-01-15,-317.5664672068168,1
2025-01-17,876.2746431423598,2
2025-01-19,-666.2571610499692,2
2025-01-20,-1179.7894459545107,4
2025-01-27,-437.54164601815654,4
2025-01-28,-248.51606796086628,1
2025-01-30,-238.5674727282569,1
2025-02-02,1015.3171349184198,3
2025-02-03,-181.10034463348012,3
2025-02-04,-262.412506208686,1
2025-02-18,86.18100246893982,2
2025-02-24,734.0026871593956,2
2025-02-25,1262.3623806665023,3
2025-02-26,1486.4021212720968,3
2025-02-27,135.0594932537682,2
2025-02-28,136.90919906121422,2
2025-03-02,1166.0542013768036,2
2025-03-03,-886.5850083870173,2
2025-03-06,-416.8549041894679,1
2025-03-10,-400.1673686649552,1
2025-03-11,-384.1478685625596,1
2025-03-19,-368.76966108826326,1
2025-03-21,-354.0070740155779,1
2025-03-23,475.11768544140557,1
2025-03-24,631.3495036251302,3
2025-03-26,-384.12955734129787,1
2025-03-28,-1062.5615462728347,3
2025-03-31,-326.215619081417,1
2025-04-06,798.0111166381123,2
2025-04-07,-231.76463583936925,3
2025-04-09,-658.2053413087574,2
2025-04-20,432.67164411823245,1
2025-04-21,456.88741069624103,1
2025-04-22,2097.9769871795343,4
2025-05-01,1233.3300979688731,2
2025-05-04,-478.4449716294068,1
2025-05-07,642.1274720675153,1
2025-05-08,2948.579075927048,4
2025-05-09,843.0921361456772,1
2025-05-11,890.2783168214844,1
2025-05-12,-672.425313027638,1
2025-05-18,220.83660721614206,2
2025-05-19,-654.3473139565923,1
2025-05-21,1805.5683399817262,2
2025-05-23,-700.4329940704305,1
2025-05-29,-672.3932604518031,1
2025-06-05,1855.36328673521,2
2025-06-06,-1410.6868044288722,2
2025-06-07,-663.2773023890838,1
2025-06-09,890.1934448435749,1
2025-06-12,-1317.80645487279,2
2025-06-16,-1785.4010058658478,3
2025-06-17,766.3354764019558,1
2025-06-20,809.2257403452204,1
2025-06-22,421.06776950173605,4
2025-06-23,-1230.9827154244595,2
2025-06-29,630.4333096562254,1
2025-07-01,-604.0214661013354,1
2025-07-02,198.3715494869573,2
2025-07-04,-587.7824886394285,1
2025-07-07,-564.2523800542149,1
2025-07-09,1556.965561644853,2
2025-07-10,2469.7172598574525,3
2025-07-11,982.6561404520178,1
2025-07-13,1037.653439320844,1
2025-07-14,268.12718202603855,2
2025-07-15,-794.4710959345983,1
2025-07-17,1066.2704108391144,1
2025-07-18,-805.351766108856,1
2025-07-22,-773.1119242079862,1
2025-07-24,-742.1627076580921,1
2025-07-25,-712.4524501451235,1
2025-07-27,-683.9315536609139,1
2025-07-28,-656.5524057047602,1
2025-08-01,1811.6529433144342,2
2025-08-04,-702.7933904263506,1
2025-08-07,-1322.3103751314802,2
2025-08-09,869.2214543642733,1
2025-08-10,917.8700407221394,1
2025-08-11,-1140.211460080021,4
2025-08-13,1861.5269567190298,2
2025-08-14,-2080.8539867698196,3
2025-08-17,-638.8402383779223,1
2025-08-18,209.80666263338378,2
2025-08-19,1786.9211281494431,2
2025-08-22,-1358.648235662387,2
2025-08-24,-638.8097867057587,1
2025-08-28,-613.2369533243537,1
2025-09-01,201.39808179135605,2
2025-09-02,-1169.611334446496,2
2025-09-04,-549.9283386785827,1
2025-09-05,180.60639029036724,2
2025-09-10,1538.2227172289527,2
2025-09-11,834.2656939849428,1
2025-09-17,880.9578763459022,1
2025-09-21,-665.3856042242993,1
2025-09-24,-638.7488877159922,1
2025-09-25,2718.445575130208,3
2025-09-28,-1415.1033746870776,2
2025-09-29,-1304.0723276093358,2
2025-10-01,209.76666197892052,2
2025-10-02,868.9728843047058,1
2025-10-03,1886.5717772319015,2
2025-10-05,1023.1952079215865,1
2025-10-06,1080.461397318539,1
2025-10-07,-1599.471454069689,2
2025-10-09,-752.0401466668568,1
2025-10-10,-1384.6090463725154,4
2025-10-17,1915.8115520936697,2
2025-10-19,-743.1995742245185,1
2025-10-20,777.1142509366978,1
2025-10-21,-2145.44659102827,3
2025-10-23,-658.6707286306166,1
2025-10-26,1817.4981217498103,2
2025-10-27,985.732634731503,1
2025-10-28,-744.5217556655358,1
2025-10-29,-1400.822568109813,2
2025-10-30,-1290.9120136658612,2
2025-10-31,-606.9615419650893,1
2025-11-03,814.6113005575417,1
2025-11-04,3740.605939353299,4
2025-11-05,-765.0181140652536,1
2025-11-09,-1439.3866009159815,2
2025-11-10,-676.7713845151249,1
2025-11-11,908.3040351042607,1
2025-11-12,1971.961137941189,2
2025-11-13,2198.8715845169236,2
2025-11-14,1192.573161151508,1
2025-11-17,2589.11976282536,2
2025-11-19,343.61733116780056,2
2025-11-20,2926.5851777787148,2
2025-11-21,3263.3427014716144,2
2025-11-23,-1265.9464881250528,1
2025-11-24,-1215.2681183124307,1
2025-11-26,-1166.6185050001475,1
2025-11-30,1565.7344854763865,1
2025-12-01,53.96579809908599,2
2025-12-02,-2322.084386328955,2
2025-12-03,1189.228188691205,1
2025-12-05,-2233.198858909417,2
2025-12-08,-2057.978862919823,2
2025-12-09,-1896.5068799529413,2
2025-12-10,-1747.7042211239495,2
2025-12-11,-821.7362900976623,1
2025-12-14,-788.8405429324728,1
2025-12-15,1058.713569446708,1
2025-12-17,-799.6440999298906,1
2025-12-18,528.8317809951262,4
2025-12-19,-1546.0285230153381,2
2025-12-22,-726.9123273449438,1
2025-12-23,-697.8125730566711,1
2025-12-25,-669.8777401320664,1
2025-12-29,-1260.3793631424128,2
2026-01-02,828.5110694774983,1
2026-01-03,874.8811770140109,1
2026-01-04,923.8465267291328,1
2026-01-05,2005.7044532700893,2
2026-01-06,-1524.9955768991795,2
2026-01-08,-717.0230480822313,1
2026-01-13,3051.571861510927,3
2026-01-14,2329.651699149957,2
2026-01-16,-903.7403230017801,1
2026-01-18,-1700.393347189798,2
2026-01-19,-799.4916439166707,1
2026-01-20,-1504.2487735130794,2
2026-01-21,-707.268307526123,1
2026-01-25,1194.514272495102,3
2026-01-26,-1424.453269712076,2
2026-01-27,-669.7500247026472,1
2026-01-28,-1260.1390657240167,2
2026-01-29,2626.7378774481604,3
2026-01-30,975.3663753620011,1
2026-01-31,2117.555920851605,2
2026-02-03,2093.31693314087,2
2026-02-04,986.0452861541485,1
2026-02-05,2715.557064641587,2
2026-02-22,1472.801092919848,1
2026-02-23,380.5683012894326,2
2026-02-24,-1127.6384330702513,1
2026-02-25,-3119.221664099174,3
2026-02-26,-718.2210972452735,1
2026-02-28,639.9144788866962,4
2026-03-02,-954.4933591142341,1
