model,entry_time,exit_time,side,entry_price,exit_price,sl,tp,sl_pct,tp_pct,notional,leverage,pnl_usd,equity,exit_type,gate,regime,bcd_conf,holding_candles,actual_move_pct,vol_regime,heston_sl_mult,heston_tp_mult
GOLDEN,2026-01-22T12:00:00+00:00,2026-01-23T12:00:00+00:00,SHORT,88953.6,89711.2,90139.35,88322.03,0.01333,0.0071,15000.0,15.0,-139.75,9990.5,TIME_EXIT,ACTIVE,bear,1.0,6,-0.8517,N/A,,
GOLDEN,2026-01-23T08:00:00+00:00,2026-01-23T16:00:00+00:00,SHORT,89171.2,90359.85,90359.85,88538.08,0.01333,0.0071,15000.0,15.0,-211.95,9778.55,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-23T12:00:00+00:00,2026-01-24T12:00:00+00:00,SHORT,89711.2,89235.0,90907.05,89074.25,0.01333,0.0071,15000.0,15.0,67.62,9846.17,TIME_EXIT,ACTIVE,bear,1.0,6,0.5308,N/A,,
GOLDEN,2026-01-24T08:00:00+00:00,2026-01-25T00:00:00+00:00,SHORT,89548.5,88912.71,90742.18,88912.71,0.01333,0.0071,15000.0,15.0,94.5,9940.67,TP,ACTIVE,bear,1.0,4,0.71,N/A,,
GOLDEN,2026-01-24T20:00:00+00:00,2026-01-25T08:00:00+00:00,SHORT,89180.7,88531.0,90369.48,88547.52,0.01333,0.0071,15000.0,15.0,97.28,10037.95,TRAIL_TP,ACTIVE,bear,1.0,3,0.7285,N/A,,
GOLDEN,2026-01-25T04:00:00+00:00,2026-01-25T16:00:00+00:00,SHORT,88630.3,86459.4,89811.74,88001.02,0.01333,0.0071,15000.0,15.0,355.41,10393.36,TRAIL_TP,ACTIVE,bear,1.0,3,2.4494,N/A,,
GOLDEN,2026-01-25T12:00:00+00:00,2026-01-25T20:00:00+00:00,SHORT,88406.0,86628.9,89584.45,87778.32,0.01333,0.0071,15000.0,15.0,289.52,10682.88,TRAIL_TP,ACTIVE,bear,1.0,2,2.0102,N/A,,
GOLDEN,2026-01-25T16:00:00+00:00,2026-01-26T00:00:00+00:00,SHORT,86459.4,87611.9,87611.9,85845.54,0.01333,0.0071,15000.0,15.0,-211.95,10470.93,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-25T20:00:00+00:00,2026-01-26T04:00:00+00:00,SHORT,86628.9,87783.66,87783.66,86013.83,0.01333,0.0071,15000.0,15.0,-211.95,10258.98,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-26T00:00:00+00:00,2026-01-26T12:00:00+00:00,SHORT,87233.1,88395.92,88395.92,86613.74,0.01333,0.0071,15000.0,15.0,-211.95,10047.03,SL,ACTIVE,bear,1.0,3,-1.333,N/A,,
GOLDEN,2026-01-26T08:00:00+00:00,2026-01-26T16:00:00+00:00,SHORT,87810.0,87186.55,88980.51,87186.55,0.01333,0.0071,15000.0,15.0,94.5,10141.53,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
GOLDEN,2026-01-26T12:00:00+00:00,2026-01-27T00:00:00+00:00,SHORT,87609.5,88777.33,88777.33,86987.47,0.01333,0.0071,15000.0,15.0,-211.95,9929.58,SL,ACTIVE,bear,1.0,3,-1.333,N/A,,
GOLDEN,2026-01-26T20:00:00+00:00,2026-01-27T12:00:00+00:00,SHORT,88300.6,87673.67,89477.65,87673.67,0.01333,0.0071,15000.0,15.0,94.5,10024.08,TP,ACTIVE,bear,1.0,4,0.71,N/A,,
GOLDEN,2026-01-27T08:00:00+00:00,2026-01-27T16:00:00+00:00,SHORT,87947.5,87323.07,89119.84,87323.07,0.01333,0.0071,15000.0,15.0,94.5,10118.58,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
GOLDEN,2026-01-27T12:00:00+00:00,2026-01-27T20:00:00+00:00,SHORT,88000.1,89173.14,89173.14,87375.3,0.01333,0.0071,15000.0,15.0,-211.95,9906.63,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-27T16:00:00+00:00,2026-01-28T08:00:00+00:00,SHORT,88378.1,89556.18,89556.18,87750.62,0.01333,0.0071,15000.0,15.0,-211.95,9694.68,SL,ACTIVE,bear,1.0,4,-1.333,N/A,,
GOLDEN,2026-01-28T04:00:00+00:00,2026-01-28T12:00:00+00:00,SHORT,89106.8,90294.59,90294.59,88474.14,0.01333,0.0071,15000.0,15.0,-211.95,9482.73,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-28T08:00:00+00:00,2026-01-28T16:00:00+00:00,SHORT,90036.9,89363.6,91237.09,89397.64,0.01333,0.0071,15000.0,15.0,100.17,9582.9,TRAIL_TP,ACTIVE,bear,1.0,2,0.7478,N/A,,
GOLDEN,2026-01-28T12:00:00+00:00,2026-01-29T00:00:00+00:00,SHORT,89444.4,88003.2,90636.69,88809.34,0.01333,0.0071,15000.0,15.0,229.69,9812.59,TRAIL_TP,ACTIVE,bear,1.0,3,1.6113,N/A,,
GOLDEN,2026-01-28T20:00:00+00:00,2026-01-29T04:00:00+00:00,SHORT,89261.7,88310.9,90451.56,88627.94,0.01333,0.0071,15000.0,15.0,147.78,9960.37,TRAIL_TP,ACTIVE,bear,1.0,2,1.0652,N/A,,
GOLDEN,2026-01-29T00:00:00+00:00,2026-01-29T12:00:00+00:00,SHORT,88003.2,84898.0,89176.28,87378.38,0.01333,0.0071,15000.0,15.0,517.28,10477.65,TRAIL_TP,ACTIVE,bear,1.0,3,3.5285,N/A,,
GOLDEN,2026-01-29T08:00:00+00:00,2026-01-29T16:00:00+00:00,SHORT,87795.2,83979.4,88965.51,87171.85,0.01333,0.0071,15000.0,15.0,639.94,11117.59,TRAIL_TP,ACTIVE,bear,1.0,2,4.3463,N/A,,
GOLDEN,2026-01-29T12:00:00+00:00,2026-01-29T20:00:00+00:00,SHORT,84898.0,84295.22,86029.69,84295.22,0.01333,0.0071,15000.0,15.0,94.5,11212.09,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
GOLDEN,2026-01-29T16:00:00+00:00,2026-01-30T00:00:00+00:00,SHORT,83979.4,82640.9,85098.85,83383.15,0.01333,0.0071,15000.0,15.0,227.08,11439.17,TRAIL_TP,ADVISORY,bear,1.0,2,1.5938,N/A,,
GOLDEN,2026-01-29T20:00:00+00:00,2026-01-30T04:00:00+00:00,SHORT,84604.7,82770.1,85732.48,84004.01,0.01333,0.0071,15000.0,15.0,313.27,11752.44,TRAIL_TP,ADVISORY,bear,1.0,2,2.1684,N/A,,
GOLDEN,2026-01-30T00:00:00+00:00,2026-01-30T12:00:00+00:00,SHORT,82640.9,83742.5,83742.5,82054.15,0.01333,0.0071,15000.0,15.0,-211.95,11540.49,SL,ADVISORY,bear,1.0,3,-1.333,N/A,,
GOLDEN,2026-01-30T08:00:00+00:00,2026-01-30T16:00:00+00:00,SHORT,83104.8,84212.59,84212.59,82514.76,0.01333,0.0071,15000.0,15.0,-211.95,11328.54,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-30T12:00:00+00:00,2026-01-30T20:00:00+00:00,SHORT,82850.2,83954.59,83954.59,82261.96,0.01333,0.0071,15000.0,15.0,-211.95,11116.59,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-01-30T16:00:00+00:00,2026-01-31T04:00:00+00:00,SHORT,84200.0,83514.4,85322.39,83602.18,0.01333,0.0071,15000.0,15.0,110.14,11226.73,TRAIL_TP,ADVISORY,bear,1.0,3,0.8143,N/A,,
GOLDEN,2026-01-31T00:00:00+00:00,2026-01-31T08:00:00+00:00,SHORT,83987.5,82983.2,85107.05,83391.19,0.01333,0.0071,15000.0,15.0,167.37,11394.1,TRAIL_TP,ADVISORY,bear,1.0,2,1.1958,N/A,,
GOLDEN,2026-01-31T04:00:00+00:00,2026-01-31T12:00:00+00:00,SHORT,83514.4,81268.6,84627.65,82921.45,0.01333,0.0071,15000.0,15.0,391.37,11785.47,TRAIL_TP,ADVISORY,bear,1.0,2,2.6891,N/A,,
GOLDEN,2026-01-31T08:00:00+00:00,2026-01-31T16:00:00+00:00,SHORT,82983.2,77707.9,84089.37,82394.02,0.01333,0.0071,15000.0,15.0,941.56,12727.03,TRAIL_TP,ADVISORY,bear,1.0,2,6.3571,N/A,,
GOLDEN,2026-01-31T12:00:00+00:00,2026-01-31T20:00:00+00:00,SHORT,81268.6,78706.8,82351.91,80691.59,0.01333,0.0071,15000.0,15.0,460.84,13187.87,TRAIL_TP,ADVISORY,bear,1.0,2,3.1523,N/A,,
GOLDEN,2026-02-14T00:00:00+00:00,2026-02-14T08:00:00+00:00,SHORT,68947.7,69866.77,69866.77,68458.17,0.01333,0.0071,15000.0,15.0,-211.95,12975.92,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-02-15T16:00:00+00:00,2026-02-16T12:00:00+00:00,SHORT,68263.6,69173.55,69173.55,67778.93,0.01333,0.0071,15000.0,15.0,-211.95,12763.97,SL,ADVISORY,bear,1.0,5,-1.333,N/A,,
GOLDEN,2026-02-16T08:00:00+00:00,2026-02-16T16:00:00+00:00,SHORT,68769.4,67883.6,69686.1,68281.14,0.01333,0.0071,15000.0,15.0,181.21,12945.18,TRAIL_TP,ADVISORY,bear,1.0,2,1.2881,N/A,,
GOLDEN,2026-02-16T12:00:00+00:00,2026-02-16T20:00:00+00:00,SHORT,67505.5,68405.35,68405.35,67026.21,0.01333,0.0071,15000.0,15.0,-211.95,12733.23,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-02-16T16:00:00+00:00,2026-02-17T00:00:00+00:00,SHORT,67883.6,68788.49,68788.49,67401.63,0.01333,0.0071,15000.0,15.0,-211.95,12521.28,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-02-18T08:00:00+00:00,2026-02-18T16:00:00+00:00,SHORT,67345.4,66138.2,68243.11,66867.25,0.01333,0.0071,15000.0,15.0,256.88,12778.16,TRAIL_TP,ADVISORY,bear,1.0,2,1.7926,N/A,,
GOLDEN,2026-02-18T12:00:00+00:00,2026-02-18T20:00:00+00:00,SHORT,67671.0,66422.8,68573.05,67190.54,0.01333,0.0071,15000.0,15.0,264.68,13042.84,TRAIL_TP,ADVISORY,bear,1.0,2,1.8445,N/A,,
GOLDEN,2026-02-18T16:00:00+00:00,2026-02-19T04:00:00+00:00,SHORT,66138.2,67019.82,67019.82,65668.62,0.01333,0.0071,15000.0,15.0,-211.95,12830.89,SL,ADVISORY,bear,1.0,3,-1.333,N/A,,
GOLDEN,2026-02-19T00:00:00+00:00,2026-02-19T08:00:00+00:00,SHORT,66950.4,66468.9,67842.85,66475.05,0.01333,0.0071,15000.0,15.0,95.88,12926.77,TRAIL_TP,ADVISORY,bear,1.0,2,0.7192,N/A,,
GOLDEN,2026-02-19T04:00:00+00:00,2026-02-19T12:00:00+00:00,SHORT,67180.4,66362.7,68075.91,66703.42,0.01333,0.0071,15000.0,15.0,170.58,13097.35,TRAIL_TP,ADVISORY,bear,1.0,2,1.2172,N/A,,
GOLDEN,2026-02-19T08:00:00+00:00,2026-02-19T16:00:00+00:00,SHORT,66468.9,65996.97,67354.93,65996.97,0.01333,0.0071,15000.0,15.0,94.5,13191.85,TP,ADVISORY,bear,1.0,2,0.71,N/A,,
GOLDEN,2026-02-19T12:00:00+00:00,2026-02-20T00:00:00+00:00,SHORT,66362.7,67247.31,67247.31,65891.52,0.01333,0.0071,15000.0,15.0,-211.95,12979.9,SL,ADVISORY,bear,1.0,3,-1.333,N/A,,
GOLDEN,2026-02-19T20:00:00+00:00,2026-02-20T04:00:00+00:00,SHORT,66974.0,67866.76,67866.76,66498.48,0.01333,0.0071,15000.0,15.0,-211.95,12767.95,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-02-20T00:00:00+00:00,2026-02-20T08:00:00+00:00,SHORT,67327.2,68224.67,68224.67,66849.18,0.01333,0.0071,15000.0,15.0,-211.95,12556.0,SL,ACTIVE,bear,1.0,2,-1.333,N/A,,
GOLDEN,2026-02-20T04:00:00+00:00,2026-02-20T12:00:00+00:00,SHORT,67794.7,67313.36,68698.4,67313.36,0.01333,0.0071,15000.0,15.0,94.5,12650.5,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
