model,entry_time,exit_time,side,entry_price,exit_price,sl,tp,sl_pct,tp_pct,notional,leverage,pnl_usd,equity,exit_type,gate,regime,bcd_conf,holding_candles,actual_move_pct,vol_regime,heston_sl_mult,heston_tp_mult
GOLDEN,2019-11-18T16:00:00+00:00,2019-11-19T00:00:00+00:00,SHORT,8211.8,8151.95,8321.26,8153.5,0.01333,0.0071,15000.0,15.0,97.32,10097.32,TRAIL_TP,ACTIVE,bear,1.0,2,0.7288,N/A,,
GOLDEN,2019-11-18T20:00:00+00:00,2019-11-19T04:00:00+00:00,SHORT,8183.26,8124.36,8292.34,8125.16,0.01333,0.0071,15000.0,15.0,95.96,10193.28,TRAIL_TP,ACTIVE,bear,1.0,2,0.7198,N/A,,
GOLDEN,2019-11-19T00:00:00+00:00,2019-11-19T08:00:00+00:00,SHORT,8151.95,8071.93,8260.62,8094.07,0.01333,0.0071,15000.0,15.0,135.24,10328.52,TRAIL_TP,ACTIVE,bear,1.0,2,0.9816,N/A,,
GOLDEN,2019-11-19T04:00:00+00:00,2019-11-19T12:00:00+00:00,SHORT,8124.36,8066.68,8232.66,8066.68,0.01333,0.0071,15000.0,15.0,94.5,10423.02,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
GOLDEN,2019-11-19T08:00:00+00:00,2019-11-20T08:00:00+00:00,SHORT,8071.93,8088.44,8179.53,8014.62,0.01333,0.0071,15000.0,15.0,-42.68,10380.34,TIME_EXIT,ACTIVE,bear,1.0,6,-0.2045,N/A,,
GOLDEN,2019-11-20T04:00:00+00:00,2019-11-20T16:00:00+00:00,SHORT,8117.89,8226.1,8226.1,8060.25,0.01333,0.0071,15000.0,15.0,-211.95,10168.39,SL,ACTIVE,bear,1.0,3,-1.333,N/A,,
GOLDEN,2019-11-20T12:00:00+00:00,2019-11-20T20:00:00+00:00,SHORT,8126.41,8068.71,8234.74,8068.71,0.01333,0.0071,15000.0,15.0,94.5,10262.89,TP,ACTIVE,bear,1.0,2,0.71,N/A,,
GOLDEN,2019-11-20T16:00:00+00:00,2019-11-21T08:00:00+00:00,SHORT,8086.92,7871.42,8194.72,8029.5,0.01333,0.0071,15000.0,15.0,387.72,10650.61,TRAIL_TP,ACTIVE,bear,1.0,4,2.6648,N/A,,
GOLDEN,2019-11-21T04:00:00+00:00,2019-11-21T12:00:00+00:00,SHORT,8086.37,7625.58,8194.16,8028.96,0.01333,0.0071,15000.0,15.0,842.75,11493.36,TRAIL_TP,ACTIVE,bear,1.0,2,5.6984,N/A,,
GOLDEN,2019-11-21T08:00:00+00:00,2019-11-21T16:00:00+00:00,SHORT,7871.42,7625.71,7976.35,7815.53,0.01333,0.0071,15000.0,15.0,456.23,11949.59,TRAIL_TP,ACTIVE,bear,1.0,2,3.1215,N/A,,
GOLDEN,2019-11-21T12:00:00+00:00,2019-11-22T04:00:00+00:00,SHORT,7625.58,7547.75,7727.23,7571.44,0.01333,0.0071,15000.0,15.0,141.1,12090.69,TRAIL_TP,ADVISORY,bear,1.0,4,1.0206,N/A,,
GOLDEN,2019-11-22T00:00:00+00:00,2019-11-22T08:00:00+00:00,SHORT,7594.7,7695.94,7695.94,7540.78,0.01333,0.0071,15000.0,15.0,-211.95,11878.74,SL,ADVISORY,bear,1.0,2,-1.333,N/A,,
