model,entry_time,exit_time,side,entry_price,exit_price,sl,tp,sl_pct,tp_pct,notional,leverage,pnl_usd,equity,exit_type,gate,regime,bcd_conf,holding_candles,actual_move_pct,vol_regime,heston_sl_mult,heston_tp_mult
HESTON,2019-12-04T00:00:00+00:00,2019-12-04T12:00:00+00:00,SHORT,7145.99,7342.97,7342.97,6883.35,0.027565,0.036753,12034.72,1,-341.36,16245.46,SL,ADVISORY,bear,1.0,3,-2.7565,Normal,1.5,2.0
HESTON,2019-12-04T08:00:00+00:00,2019-12-04T16:00:00+00:00,SHORT,7194.24,7385.97,7385.97,6938.6,0.026651,0.035534,24382.76,2,-669.32,15576.14,SL,ADVISORY,bear,1.0,2,-2.6651,Normal,1.5,2.0
HESTON,2019-12-07T00:00:00+00:00,2019-12-08T00:00:00+00:00,SHORT,7524.65,7403.21,7746.41,7228.97,0.029471,0.039295,10570.38,1,162.14,15738.28,TIME_EXIT,ADVISORY,bear,1.0,6,1.6139,Normal,1.5,2.0
HESTON,2019-12-08T00:00:00+00:00,2019-12-09T00:00:00+00:00,SHORT,7403.21,7506.48,7587.42,7157.6,0.024883,0.033177,25300.12,2,-373.16,15365.12,TIME_EXIT,ADVISORY,bear,1.0,6,-1.3949,Normal,1.5,2.0
HESTON,2019-12-14T20:00:00+00:00,2019-12-15T04:00:00+00:00,SHORT,7061.34,7175.96,7175.96,6908.51,0.016232,0.021643,15365.12,1,-261.7,15103.42,SL,ACTIVE,bear,1.0,2,-1.6232,Normal,1.5,2.0
HESTON,2019-12-15T00:00:00+00:00,2019-12-15T08:00:00+00:00,SHORT,7054.16,7167.58,7167.58,6902.93,0.016079,0.021438,15103.42,1,-254.92,14848.5,SL,ACTIVE,bear,1.0,2,-1.6079,Normal,1.5,2.0
HESTON,2019-12-16T04:00:00+00:00,2019-12-16T16:00:00+00:00,SHORT,7063.54,6900.0,7177.22,6911.97,0.016094,0.021459,14848.5,1,331.9,15180.4,TRAIL_TP,ACTIVE,bear,1.0,3,2.3153,Normal,1.5,2.0
HESTON,2019-12-16T12:00:00+00:00,2019-12-16T20:00:00+00:00,SHORT,7085.96,6887.54,7199.12,6935.07,0.01597,0.021294,15180.4,1,412.94,15593.34,TRAIL_TP,ACTIVE,bear,1.0,2,2.8002,Normal,1.5,2.0
HESTON,2019-12-16T16:00:00+00:00,2019-12-17T12:00:00+00:00,SHORT,6900.0,6688.53,7035.08,6719.89,0.019577,0.026103,31186.68,2,930.85,16524.19,TRAIL_TP,ACTIVE,bear,1.0,5,3.0648,Normal,1.5,2.0
HESTON,2019-12-17T08:00:00+00:00,2019-12-17T16:00:00+00:00,SHORT,6931.24,6614.8,7056.79,6763.84,0.018113,0.024151,33048.38,2,1482.36,18006.55,TRAIL_TP,ACTIVE,bear,1.0,2,4.5654,Normal,1.5,2.0
HESTON,2019-12-17T12:00:00+00:00,2019-12-18T12:00:00+00:00,SHORT,6688.53,6834.8,6834.8,6493.51,0.021868,0.029158,32936.39,2,-746.61,17259.94,SL,ACTIVE,bear,1.0,6,-2.1868,Normal,1.5,2.0
HESTON,2019-12-18T08:00:00+00:00,2019-12-18T16:00:00+00:00,SHORT,6611.05,6767.3,6767.3,6402.72,0.023634,0.031512,29211.68,2,-713.77,16546.17,SL,ADVISORY,bear,1.0,2,-2.3634,Normal,1.5,2.0
HESTON,2019-12-18T12:00:00+00:00,2019-12-18T20:00:00+00:00,SHORT,6818.63,7011.0,7011.0,6562.14,0.028212,0.037616,11729.83,1,-340.31,16205.86,SL,ADVISORY,bear,1.0,2,-2.8212,Normal,1.5,2.0
HESTON,2019-12-22T16:00:00+00:00,2019-12-23T00:00:00+00:00,LONG,7396.84,7590.4,7251.77,7590.26,0.019612,0.02615,16205.86,1,411.11,16616.97,TRAIL_TP,ACTIVE,bull,1.0,2,2.6168,Normal,1.5,2.0
HESTON,2019-12-22T20:00:00+00:00,2019-12-23T16:00:00+00:00,LONG,7502.92,7352.93,7352.93,7702.9,0.01999,0.026654,16616.97,1,-345.47,16271.5,SL,ACTIVE,bull,1.0,5,-1.999,Normal,1.5,2.0
HESTON,2019-12-23T12:00:00+00:00,2019-12-23T20:00:00+00:00,LONG,7586.7,7427.43,7427.43,7799.06,0.020993,0.027991,15501.66,1,-337.83,15933.67,SL,ACTIVE,bull,1.0,2,-2.0993,Normal,1.5,2.0
HESTON,2019-12-23T16:00:00+00:00,2019-12-24T04:00:00+00:00,LONG,7431.53,7246.27,7246.27,7678.54,0.024928,0.033238,12783.57,1,-328.9,15604.77,SL,ADVISORY,bull,1.0,3,-2.4928,Normal,1.5,2.0
HESTON,2019-12-24T08:00:00+00:00,2019-12-24T16:00:00+00:00,LONG,7371.17,7183.44,7183.44,7621.48,0.025469,0.033958,12254.15,1,-321.9,15282.87,SL,ADVISORY,bull,1.0,2,-2.5469,Normal,1.5,2.0
HESTON,2019-12-26T00:00:00+00:00,2019-12-26T16:00:00+00:00,LONG,7180.56,7394.33,7020.23,7394.33,0.022328,0.029771,13689.19,1,396.59,15679.46,TP,ADVISORY,bull,1.0,4,2.9771,Normal,1.5,2.0
HESTON,2019-12-26T12:00:00+00:00,2019-12-27T08:00:00+00:00,LONG,7228.79,7084.81,7084.81,7420.77,0.019918,0.026557,15679.46,1,-324.85,15354.61,SL,ACTIVE,bull,1.0,5,-1.9918,Normal,1.5,2.0
HESTON,2019-12-27T08:00:00+00:00,2019-12-28T04:00:00+00:00,LONG,7132.01,7344.16,6972.9,7344.16,0.022309,0.029746,13765.31,1,398.44,15753.05,TP,ADVISORY,bull,1.0,5,2.9746,Normal,1.5,2.0
HESTON,2019-12-28T00:00:00+00:00,2019-12-29T00:00:00+00:00,LONG,7284.59,7303.45,7127.59,7493.93,0.021553,0.028737,14618.17,1,26.15,15779.2,TIME_EXIT,ACTIVE,bull,1.0,6,0.2589,Normal,1.5,2.0
HESTON,2019-12-28T20:00:00+00:00,2019-12-29T20:00:00+00:00,LONG,7311.48,7499.88,7170.18,7499.88,0.019326,0.025768,31558.4,2,787.94,16567.14,TP,ACTIVE,bull,1.0,6,2.5768,Normal,1.5,2.0
HESTON,2019-12-29T16:00:00+00:00,2019-12-30T00:00:00+00:00,LONG,7465.92,7338.4,7338.4,7635.95,0.01708,0.022774,33134.28,2,-592.45,15974.69,SL,ACTIVE,bull,1.0,2,-1.708,Normal,1.5,2.0
