config,entry_time,exit_time,side,size,entry_price,exit_price,pnl_pct,exit_type,holding_minutes,l1_regime,l4_volatility_bucket,exhaustion_bucket
c_exec_aligned_partial_veto,2026-01-20 20:00:00+00:00,2026-01-21 00:00:00+00:00,1.0,1.0,88390.6,88884.64752,0.005589367195154127,TRAIL,153.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-21 04:00:00+00:00,2026-01-21 08:00:00+00:00,-1.0,1.0,89171.3,88757.1,0.004644992278905802,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-21 12:00:00+00:00,2026-01-21 16:00:00+00:00,-1.0,1.0,90237.1,89486.68968000001,0.008315984445422031,TRAIL,65.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-24 00:00:00+00:00,2026-01-24 04:00:00+00:00,1.0,1.0,89738.4,89581.2,-0.0017517584445454482,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-24 04:00:00+00:00,2026-01-24 08:00:00+00:00,1.0,1.0,89581.2,89548.5,-0.0003650319486677711,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-24 08:00:00+00:00,2026-01-24 12:00:00+00:00,1.0,1.0,89548.5,89235.0,-0.0035008961624147794,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-24 20:00:00+00:00,2026-01-25 00:00:00+00:00,1.0,1.0,89180.7,88920.0,-0.002923278242938143,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-25 08:00:00+00:00,2026-01-25 12:00:00+00:00,-1.0,1.0,88531.0,88318.5256,0.0024000000000000687,TRAIL,142.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-25 12:00:00+00:00,2026-01-25 16:00:00+00:00,-1.0,1.0,88406.0,86459.4,0.022018867497681227,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-29 00:00:00+00:00,2026-01-29 04:00:00+00:00,-1.0,1.0,88003.2,89176.282656,-0.013330000000000064,SL,1.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-29 08:00:00+00:00,2026-01-29 12:00:00+00:00,-1.0,1.0,87795.2,84898.0,0.032999526169995574,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-01-29 16:00:00+00:00,2026-01-29 20:00:00+00:00,1.0,1.0,83979.4,84551.05648,0.00680710364684689,TRAIL,99.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-30 00:00:00+00:00,2026-01-30 04:00:00+00:00,1.0,1.0,82640.9,83394.02728,0.009113251186761095,TRAIL,61.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-30 04:00:00+00:00,2026-01-30 08:00:00+00:00,1.0,1.0,82770.1,82968.74824000002,0.0024000000000001798,TRAIL,126.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-30 08:00:00+00:00,2026-01-30 12:00:00+00:00,1.0,1.0,83104.8,82850.2,-0.0030636016210857653,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-30 12:00:00+00:00,2026-01-30 16:00:00+00:00,1.0,1.0,82850.2,83049.04048,0.0023999999999999577,TRAIL,15.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-31 04:00:00+00:00,2026-01-31 08:00:00+00:00,-1.0,1.0,83514.4,82983.2,0.006360579732357485,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2026-01-31 16:00:00+00:00,2026-01-31 20:00:00+00:00,1.0,0.5,77707.9,79107.37367999999,0.009004706599972434,TRAIL,9.0,bear,low,mid
