config,entry_time,exit_time,side,size,entry_price,exit_price,pnl_pct,exit_type,holding_minutes,l1_regime,l4_volatility_bucket,exhaustion_bucket
baseline,2025-12-04 08:00:00+00:00,2025-12-04 12:00:00+00:00,-1.0,1.0,92894.9,92933.5,-0.0004155233495057864,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-04 12:00:00+00:00,2025-12-04 16:00:00+00:00,-1.0,1.0,92933.5,92273.67215,0.007099999999999995,TP,171.0,bull,low,low
baseline,2025-12-04 16:00:00+00:00,2025-12-04 20:00:00+00:00,-1.0,1.0,91941.5,91288.71535,0.007099999999999995,TP,193.0,bear,low,low
baseline,2025-12-05 00:00:00+00:00,2025-12-05 04:00:00+00:00,-1.0,1.0,92104.9,92227.5,-0.0013310909625872114,TIME_EXIT,240.0,bear,low,low
baseline,2025-12-05 04:00:00+00:00,2025-12-05 08:00:00+00:00,-1.0,1.0,92227.5,91307.9,0.009970995635791957,TIME_EXIT,240.0,bear,low,low
baseline,2025-12-05 08:00:00+00:00,2025-12-05 12:00:00+00:00,-1.0,1.0,91307.9,90414.0,0.009789952457563866,TIME_EXIT,240.0,bear,low,low
baseline,2025-12-05 20:00:00+00:00,2025-12-06 00:00:00+00:00,-1.0,1.0,89288.5,89636.5,-0.003897478398674048,TIME_EXIT,240.0,bear,low,low
baseline,2025-12-07 16:00:00+00:00,2025-12-07 20:00:00+00:00,-1.0,1.0,91379.7,90730.90413,0.007099999999999995,TP,1.0,bull,low,low
baseline,2025-12-08 00:00:00+00:00,2025-12-08 04:00:00+00:00,-1.0,1.0,91039.4,90393.02025999999,0.007099999999999995,TP,1.0,bull,low,low
baseline,2025-12-08 04:00:00+00:00,2025-12-08 08:00:00+00:00,-1.0,1.0,91519.8,91923.5,-0.004411067331877794,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-08 12:00:00+00:00,2025-12-08 16:00:00+00:00,-1.0,0.5,89912.6,91111.13495800001,-0.006665000000000032,SL,1.0,bull,low,mid
baseline,2025-12-08 16:00:00+00:00,2025-12-08 20:00:00+00:00,-1.0,1.0,90073.6,90610.8,-0.005964011652692891,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-08 20:00:00+00:00,2025-12-09 00:00:00+00:00,-1.0,1.0,90610.8,90364.0,0.0027237371262587295,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-09 00:00:00+00:00,2025-12-09 04:00:00+00:00,-1.0,1.0,90364.0,90449.9,-0.0009505997963790147,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-09 04:00:00+00:00,2025-12-09 08:00:00+00:00,1.0,1.0,90449.9,90341.9,-0.001194031170847043,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-09 12:00:00+00:00,2025-12-09 16:00:00+00:00,-1.0,0.5,92676.9,92018.89400999999,0.003550000000000053,TP,1.0,bull,low,mid
baseline,2025-12-09 16:00:00+00:00,2025-12-09 20:00:00+00:00,-1.0,0.5,93761.9,93096.19051,0.003549999999999942,TP,1.0,bull,low,mid
baseline,2025-12-10 08:00:00+00:00,2025-12-10 12:00:00+00:00,-1.0,1.0,92085.5,92021.8,0.0006917484294486353,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-10 16:00:00+00:00,2025-12-10 20:00:00+00:00,-1.0,1.0,92913.8,92254.11202,0.007099999999999995,TP,1.0,bull,low,low
baseline,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0,1.0,89833.1,91030.575223,-0.013330000000000064,SL,1.0,bull,low,low
baseline,2025-12-11 08:00:00+00:00,2025-12-11 12:00:00+00:00,1.0,1.0,90195.3,89830.1,-0.004048991466295893,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-11 16:00:00+00:00,2025-12-11 20:00:00+00:00,-1.0,1.0,90793.5,90148.86615,0.007099999999999995,TP,1.0,bull,low,low
baseline,2025-12-11 20:00:00+00:00,2025-12-12 00:00:00+00:00,-1.0,1.0,92477.5,91820.90975,0.007099999999999884,TP,1.0,bull,low,low
baseline,2025-12-12 00:00:00+00:00,2025-12-12 04:00:00+00:00,-1.0,1.0,92234.3,91579.43647,0.007099999999999995,TP,59.0,bull,low,low
baseline,2025-12-12 04:00:00+00:00,2025-12-12 08:00:00+00:00,-1.0,1.0,92389.5,92381.5,8.658992634447138e-05,TIME_EXIT,240.0,bull,low,low
baseline,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0,1.0,89895.0,91093.30035,-0.013330000000000064,SL,1.0,bull,low,low
baseline,2025-12-15 00:00:00+00:00,2025-12-15 04:00:00+00:00,-1.0,1.0,89239.9,88606.29671,0.007099999999999995,TP,1.0,bull,low,low
