config,trade_count,win_rate,rr,ev,sharpe,max_drawdown,profit_factor,avg_winner,avg_loser,avg_holding_minutes,wr_l1_bear,wr_l1_bull,wr_l4_low,wr_exhaust_high,wr_exhaust_low,wr_exhaust_mid
baseline,408,0.6887254901960784,0.8116645710700642,0.0021504240302153074,4.678313561622205,-0.06770078687130242,1.7958877517377012,0.0070453944827857575,-0.008680179884527186,102.875,0.7073170731707317,0.6840490797546013,0.6887254901960784,0.6666666666666666,0.6815642458100558,0.75
a_exec_aligned_fixed,293,0.6416382252559727,0.8680922610669405,0.0014462875053957403,3.338565842916279,-0.06597353506040814,1.5542985245769985,0.006320553584616166,-0.007280969855494166,146.59044368600684,0.6363636363636364,0.6431718061674009,0.6416382252559727,0.6,0.6283524904214559,0.7777777777777778
c_exec_aligned_partial_veto,288,0.7395833333333334,0.5247106873572086,0.0010058999763025932,2.8070654548581877,-0.0985427299885362,1.4901783520944725,0.004134774268134506,-0.007880103012500039,148.97569444444446,0.796875,0.7232142857142857,0.7395833333333334,,0.7318007662835249,0.8148148148148148
b_exec_aligned_partial,293,0.7372013651877133,0.5262505144454271,0.0009822761209283548,2.748806918279254,-0.08820031248982174,1.4762352093534061,0.004130299210044031,-0.007848541895292244,146.87713310580205,0.7727272727272727,0.7268722466960352,0.7372013651877133,0.6,0.7318007662835249,0.8148148148148148
d_exec_aligned_trailing,293,0.48464163822525597,1.135150605007209,0.0002109193883977218,0.45762140500978715,-0.16313858796038055,1.0674926219273093,0.0068834214617380495,-0.006063883885869341,179.92832764505118,0.42424242424242425,0.5022026431718062,0.48464163822525597,0.4,0.4789272030651341,0.5555555555555556
e_1h_fixed,15,0.4,0.42088549984913226,-0.0034301240388189863,-7.067709743133649,-0.06009887249408238,0.2805903332327549,0.0033446160495967194,-0.007946617431096124,234.33333333333334,0.6666666666666666,0.3333333333333333,0.4,,0.4,
