date,pnl,n_trades
2026-01-01,-200.16,1
2026-01-03,493.75513856000185,1
2026-01-05,518.632497461208,1
2026-01-06,-428.66942266682236,3
2026-01-07,-208.0001127330959,2
2026-01-08,-203.67397094203577,1
2026-01-12,-78.85918115725437,2
2026-01-13,498.4501690063315,1
2026-01-14,305.0886576973511,2
2026-01-16,-214.10242052491725,1
2026-01-18,-415.4341969507236,2
2026-01-19,-201.50161558952482,1
2026-01-20,86.3810995703247,3
2026-01-21,-0.15923050626769347,1
2026-01-23,-199.19417618307108,1
2026-01-26,194.8950238490694,1
2026-01-27,-199.10812434995364,1
2026-01-28,-386.33997477885254,2
2026-01-29,967.1559137875091,2
2026-01-31,520.4241996097072,1
2026-02-01,546.6452524828409,1
2026-02-16,-0.3646762993868038,2
2026-02-20,-0.182333773589479,1
2026-02-23,574.1598663284202,1
2026-02-24,-239.77596905360522,2
2026-02-25,-464.87832330297977,2
2026-02-28,-4.866556642794421,2
