date,pnl,n_trades
2026-01-01,-200.16,1
2026-01-02,370.2771545600007,1
2026-01-03,-0.16272187447296002,1
2026-01-04,384.2615582845893,1
2026-01-05,398.78049700281804,1
2026-01-06,-434.2504467191261,3
2026-01-07,-210.7081520068641,2
2026-01-08,-206.32568639116687,1
2026-01-12,-79.88588136844648,2
2026-01-13,771.6368379478188,2
2026-01-14,183.61532405313076,2
2026-01-16,-219.71720292550148,1
2026-01-18,-426.32885480616017,2
2026-01-19,-206.78594503394456,1
2026-01-20,94.65751552888077,4
2026-01-21,257.18525813160824,2
2026-01-23,-0.1676174280701307,1
2026-01-25,580.7692361890083,3
2026-01-26,-438.19169357177555,2
2026-01-27,-212.53987957831976,1
2026-01-28,-412.4023164994851,2
2026-01-29,1176.1300645498968,3
2026-01-31,1314.5474399671548,3
2026-02-16,-0.39949230765234156,2
2026-02-20,-0.1997413599312628,1
2026-02-22,471.6816744501336,1
2026-02-23,60.42252359008518,2
2026-02-24,221.42005601339122,2
2026-02-25,-524.6066304660158,2
2026-02-27,320.15293167782994,1
2026-02-28,-261.0669889758642,2
