entry_time,exit_time,side,entry_price,exit_price,initial_sl,sl,tp,risk_usd,pnl_usd,equity,exit_type,gate,fgi,regime,trail_count,final_sl,tp_extension_factor,holding_duration
2026-01-01T00:00:00+00:00,2026-01-02T00:00:00+00:00,SHORT,87824.6,89039.41,89039.41,89039.41,84763.27,200.0,-200.16,9799.84,SL,ACTIVE,20.0,neutral,0,89039.41,2.0,5
2026-01-01T20:00:00+00:00,2026-01-04T00:00:00+00:00,LONG,88800.0,91485.48,87734.33,89155.22,91485.48,196.0,493.76,10293.6,TP,ACTIVE,20.0,bull,2,89155.22,2.0,12
2026-01-03T20:00:00+00:00,2026-01-05T12:00:00+00:00,LONG,90595.8,93557.42,89420.55,91771.05,93557.42,205.87,518.63,10812.23,TP,ACTIVE,29.0,bull,3,91771.05,2.0,9
2026-01-05T08:00:00+00:00,2026-01-06T04:00:00+00:00,LONG,93093.3,93093.3,91887.86,93093.3,96131.01,216.24,-0.17,10812.05,TRAIL_SL,ACTIVE,26.0,bull,1,93093.3,2.0,4
2026-01-06T00:00:00+00:00,2026-01-06T16:00:00+00:00,LONG,93725.8,92401.95,92401.95,92401.95,97061.9,216.24,-216.41,10595.64,SL,ACTIVE,44.0,bull,0,92401.95,2.0,3
2026-01-06T12:00:00+00:00,2026-01-06T20:00:00+00:00,LONG,93608.2,92273.6,92273.6,92273.6,96971.38,211.91,-212.08,10383.56,SL,ACTIVE,44.0,bull,0,92273.6,2.0,1
2026-01-06T16:00:00+00:00,2026-01-07T08:00:00+00:00,LONG,92062.2,92062.2,90552.94,92062.2,95865.53,207.67,-0.17,10383.39,TRAIL_SL,ACTIVE,44.0,bull,1,92062.2,2.0,3
2026-01-07T04:00:00+00:00,2026-01-07T12:00:00+00:00,LONG,92848.1,91280.48,91280.48,91280.48,96798.5,207.67,-207.83,10175.56,SL,ACTIVE,42.0,bull,0,91280.48,2.0,1
2026-01-07T08:00:00+00:00,2026-01-08T04:00:00+00:00,LONG,92041.9,90438.6,90438.6,90438.6,96082.22,203.51,-203.67,9971.88,SL,ACTIVE,42.0,bull,0,90438.6,2.0,4
2026-01-08T00:00:00+00:00,2026-01-12T00:00:00+00:00,LONG,90780.1,91766.2,89185.91,89185.91,94797.47,199.44,123.2,10095.09,TIME_EXIT,ACTIVE,28.0,bull,0,89185.91,2.0,24
2026-01-12T04:00:00+00:00,2026-01-12T12:00:00+00:00,LONG,91369.2,90181.42,90181.42,90181.42,94362.4,201.9,-202.06,9893.02,SL,ACTIVE,27.0,bull,0,90181.42,2.0,1
2026-01-12T08:00:00+00:00,2026-01-13T16:00:00+00:00,LONG,90573.9,93695.42,89335.2,91812.6,93695.42,197.86,498.45,10391.48,TP,ACTIVE,27.0,bull,2,91812.6,2.0,7
2026-01-13T12:00:00+00:00,2026-01-14T12:00:00+00:00,LONG,93407.9,97015.11,91976.47,93885.04,97015.11,207.83,523.56,10915.04,TP,ACTIVE,26.0,bull,1,93885.04,2.0,5
2026-01-14T08:00:00+00:00,2026-01-14T16:00:00+00:00,SHORT,94763.6,96341.19,96341.19,96341.19,90788.07,218.3,-218.48,10696.56,SL,ADVISORY,48.0,neutral,0,96341.19,2.0,1
2026-01-14T12:00:00+00:00,2026-01-16T12:00:00+00:00,LONG,96691.9,94963.74,94963.74,94963.74,101046.86,213.93,-214.1,10482.46,SL,ACTIVE,48.0,bull,0,94963.74,2.0,11
2026-01-16T08:00:00+00:00,2026-01-18T20:00:00+00:00,LONG,95382.6,93752.25,93752.25,93752.25,99491.09,209.65,-209.82,10272.64,SL,ACTIVE,49.0,bull,0,93752.25,2.0,14
2026-01-18T16:00:00+00:00,2026-01-19T00:00:00+00:00,LONG,95335.6,94304.17,94304.17,94304.17,97934.81,205.45,-205.62,10067.03,SL,ACTIVE,49.0,bull,0,94304.17,2.0,1
2026-01-18T20:00:00+00:00,2026-01-19T04:00:00+00:00,LONG,93614.0,92448.41,92448.41,92448.41,96551.28,201.34,-201.5,9865.53,SL,ACTIVE,49.0,bull,0,92448.41,2.0,1
2026-01-19T00:00:00+00:00,2026-01-20T04:00:00+00:00,LONG,92656.6,91379.9,91379.9,91379.9,95873.88,197.31,-197.47,9668.06,SL,ACTIVE,44.0,bull,0,91379.9,2.0,6
2026-01-20T00:00:00+00:00,2026-01-20T08:00:00+00:00,LONG,92397.0,91211.39,91211.39,91211.39,95384.74,193.36,-193.52,9474.54,SL,ACTIVE,32.0,bull,0,91211.39,2.0,1
2026-01-20T04:00:00+00:00,2026-01-20T20:00:00+00:00,SHORT,91136.1,87898.23,92420.97,91136.1,87898.23,189.49,477.37,9951.91,TP,ACTIVE,32.0,neutral,1,91136.1,2.0,3
2026-01-20T16:00:00+00:00,2026-01-21T04:00:00+00:00,SHORT,89694.1,89694.1,91129.42,89694.1,86077.09,199.04,-0.16,9951.75,TRAIL_SL,ACTIVE,32.0,neutral,1,89694.1,2.0,2
2026-01-21T00:00:00+00:00,2026-01-23T16:00:00+00:00,SHORT,89396.0,90980.91,90980.91,90980.91,85402.02,199.03,-199.19,9752.55,SL,ACTIVE,24.0,neutral,0,90980.91,2.0,15
2026-01-23T12:00:00+00:00,2026-01-26T08:00:00+00:00,SHORT,89711.2,88086.28,91336.12,88086.28,85616.4,195.05,194.9,9947.45,TRAIL_SL,ACTIVE,24.0,bear,2,88086.28,2.0,16
2026-01-26T04:00:00+00:00,2026-01-27T20:00:00+00:00,SHORT,87968.9,89343.46,89343.46,89343.46,84505.02,198.95,-199.11,9748.34,SL,ACTIVE,20.0,bear,0,89343.46,2.0,9
2026-01-27T16:00:00+00:00,2026-01-28T08:00:00+00:00,SHORT,88378.1,89858.93,89858.93,89858.93,84646.41,194.97,-195.12,9553.22,SL,ACTIVE,29.0,bear,0,89858.93,2.0,3
2026-01-28T04:00:00+00:00,2026-01-28T16:00:00+00:00,SHORT,89106.8,90513.99,90513.99,90513.99,85560.68,191.06,-191.22,9362.0,SL,ACTIVE,29.0,bear,0,90513.99,2.0,2
2026-01-28T12:00:00+00:00,2026-01-29T12:00:00+00:00,SHORT,89444.4,85633.44,90956.69,89444.4,85633.44,187.24,471.7,9833.7,TP,ACTIVE,29.0,bear,1,89444.4,2.0,5
2026-01-29T08:00:00+00:00,2026-01-29T16:00:00+00:00,SHORT,87795.2,83888.35,89345.54,87278.42,83888.35,196.67,495.46,10329.16,TP,ACTIVE,26.0,bear,1,87278.42,2.0,1
2026-01-29T12:00:00+00:00,2026-01-31T16:00:00+00:00,SHORT,84898.0,80244.81,86744.51,84282.5,80244.81,206.58,520.42,10849.58,TP,ACTIVE,26.0,bear,2,84282.5,2.0,12
2026-01-31T12:00:00+00:00,2026-02-01T20:00:00+00:00,SHORT,81268.6,75934.2,83385.43,80562.99,75934.2,216.99,546.65,11396.23,TP,ADVISORY,20.0,bear,1,80562.99,2.0,7
2026-02-14T12:00:00+00:00,2026-02-16T12:00:00+00:00,SHORT,69754.2,69754.2,71687.02,69754.2,64883.49,227.92,-0.18,11396.04,TRAIL_SL,ADVISORY,9.0,neutral,1,69754.2,2.0,11
2026-02-16T08:00:00+00:00,2026-02-16T20:00:00+00:00,SHORT,68769.4,68769.4,70374.52,68769.4,64724.5,227.92,-0.18,11395.86,TRAIL_SL,ADVISORY,12.0,bear,1,68769.4,2.0,2
2026-02-16T16:00:00+00:00,2026-02-20T04:00:00+00:00,SHORT,67883.6,67883.6,69632.24,67883.6,63477.03,227.92,-0.18,11395.68,TRAIL_SL,ADVISORY,12.0,bear,1,67883.6,2.0,20
2026-02-20T00:00:00+00:00,2026-02-24T00:00:00+00:00,SHORT,67327.2,63531.43,68833.46,65820.94,63531.43,227.91,574.16,11969.84,TP,ACTIVE,7.0,bear,2,65820.94,2.0,23
2026-02-23T20:00:00+00:00,2026-02-24T16:00:00+00:00,SHORT,64625.8,64625.8,66167.49,64625.8,60740.73,239.4,-0.19,11969.65,TRAIL_SL,ADVISORY,5.0,bear,1,64625.8,2.0,4
2026-02-24T12:00:00+00:00,2026-02-25T00:00:00+00:00,SHORT,63933.4,65534.74,65534.74,65534.74,59898.02,239.39,-239.58,11730.06,SL,ADVISORY,8.0,bear,0,65534.74,2.0,2
2026-02-24T20:00:00+00:00,2026-02-25T04:00:00+00:00,SHORT,64031.3,65602.36,65602.36,65602.36,60072.22,234.6,-234.79,11495.27,SL,ADVISORY,8.0,bear,0,65602.36,2.0,1
2026-02-25T04:00:00+00:00,2026-02-25T12:00:00+00:00,SHORT,65001.1,66692.41,66692.41,66692.41,60738.99,229.91,-230.09,11265.18,SL,ADVISORY,11.0,bear,0,66692.41,2.0,1
2026-02-25T20:00:00+00:00,2026-02-28T16:00:00+00:00,SHORT,67952.5,65943.45,69961.55,65943.45,62889.69,225.3,225.12,11490.31,TRAIL_SL,ADVISORY,11.0,neutral,2,65943.45,2.0,16
2026-02-28T12:00:00+00:00,2026-02-28T20:00:00+00:00,SHORT,64800.0,66682.7,66682.7,66682.7,60055.59,229.81,-229.99,11260.32,SL,ADVISORY,11.0,bear,0,66682.7,2.0,1
