entry_time,exit_time,side,entry_price,exit_price,initial_sl,sl,tp,risk_usd,pnl_usd,equity,exit_type,gate,fgi,regime,trail_count,final_sl,tp_extension_factor,holding_duration
2024-01-28T00:00:00+00:00,2024-01-30T00:00:00+00:00,LONG,42210.0,43588.23,41480.78,42453.07,43588.23,177.81,335.91,9226.26,TP,ACTIVE,54.0,bull,2,42453.07,1.5,11
2024-01-29T20:00:00+00:00,2024-01-31T08:00:00+00:00,LONG,43287.7,42502.48,42502.48,42502.48,44771.76,184.53,-184.67,9041.59,SL,ACTIVE,55.0,bull,0,42502.48,1.5,8
2024-02-01T04:00:00+00:00,2024-02-04T20:00:00+00:00,LONG,42182.2,42182.2,41256.48,42182.2,43931.81,180.83,-0.14,9041.44,TRAIL_SL,ACTIVE,63.0,bull,1,42182.2,1.5,21
2024-02-04T16:00:00+00:00,2024-02-05T12:00:00+00:00,LONG,42623.9,42623.9,42007.79,42623.9,43788.36,180.83,-0.14,9041.3,TRAIL_SL,ACTIVE,60.0,bull,1,42623.9,1.5,4
2024-02-05T08:00:00+00:00,2024-02-05T16:00:00+00:00,LONG,43180.8,42519.64,42519.64,42519.64,44430.39,180.83,-180.97,8860.33,SL,ACTIVE,60.0,bull,0,42519.64,1.5,1
2024-02-05T12:00:00+00:00,2024-02-07T20:00:00+00:00,LONG,42629.7,43992.53,41908.62,42870.06,43992.53,177.21,334.78,9195.11,TP,ACTIVE,60.0,bull,2,42870.06,1.5,13
2024-02-07T16:00:00+00:00,2024-02-08T08:00:00+00:00,LONG,43596.1,44881.87,42915.8,43822.87,44881.87,183.9,347.43,9542.54,TP,ACTIVE,62.0,bull,2,43822.87,1.5,3
2024-02-08T04:00:00+00:00,2024-02-09T00:00:00+00:00,LONG,44500.8,45803.64,43811.47,44500.8,45803.64,190.85,360.56,9903.09,TP,ACTIVE,66.0,bull,1,44500.8,1.5,4
2024-02-08T20:00:00+00:00,2024-02-09T08:00:00+00:00,LONG,45269.1,46648.13,44539.45,45269.1,46648.13,198.06,374.18,10277.27,TP,ACTIVE,66.0,bull,1,45269.1,1.5,2
2024-02-09T04:00:00+00:00,2024-02-09T16:00:00+00:00,LONG,46185.1,47725.02,45370.33,46185.1,47725.02,205.55,388.32,10665.59,TP,ACTIVE,72.0,bull,1,46185.1,1.5,2
2024-02-09T12:00:00+00:00,2024-02-12T12:00:00+00:00,LONG,47136.9,48887.6,46210.6,47445.67,48887.6,213.31,402.99,11068.57,TP,ACTIVE,72.0,bull,1,47445.67,1.5,17
2024-02-12T08:00:00+00:00,2024-02-12T16:00:00+00:00,LONG,47906.0,49626.82,46995.51,48816.49,49626.82,221.37,418.22,11486.79,TP,ACTIVE,70.0,bull,1,48816.49,1.5,1
2024-02-12T12:00:00+00:00,2024-02-13T12:00:00+00:00,LONG,49925.4,48745.11,48745.11,48745.11,51373.94,229.74,-229.92,11256.87,SL,ACTIVE,70.0,bull,0,48745.11,1.25,5
2024-02-13T08:00:00+00:00,2024-02-13T16:00:00+00:00,LONG,50004.0,48955.33,48955.33,48955.33,51985.99,225.14,-225.32,11031.55,SL,ACTIVE,79.0,bull,0,48955.33,1.5,1
2024-02-13T12:00:00+00:00,2024-02-14T08:00:00+00:00,LONG,48753.1,50928.31,47602.2,48753.1,50928.31,220.63,416.82,11448.37,TP,ADVISORY,79.0,bull,1,48753.1,1.5,4
2024-02-14T04:00:00+00:00,2024-02-14T12:00:00+00:00,LONG,49845.0,51967.89,48721.78,50219.41,51967.89,228.97,432.57,11880.93,TP,ADVISORY,74.0,bull,1,50219.41,1.5,1
2024-02-14T08:00:00+00:00,2024-02-18T08:00:00+00:00,LONG,51601.2,51861.1,50334.63,50334.63,53995.01,237.62,48.57,11929.5,TIME_EXIT,ADVISORY,74.0,bull,0,50334.63,1.5,24
2024-02-18T12:00:00+00:00,2024-02-20T16:00:00+00:00,LONG,51808.9,50828.55,50828.55,50828.55,53661.76,238.59,-238.78,11690.72,SL,ACTIVE,72.0,bull,0,50828.55,1.5,12
2024-02-20T12:00:00+00:00,2024-02-21T20:00:00+00:00,SHORT,51712.7,51712.7,52736.36,51712.7,50422.89,233.81,-0.19,11690.54,TRAIL_SL,ACTIVE,72.0,neutral,1,51712.7,1.0,7
2024-02-21T16:00:00+00:00,2024-02-25T16:00:00+00:00,SHORT,51082.0,51708.0,52191.41,52191.41,48985.22,233.81,-132.12,11558.42,TIME_EXIT,ACTIVE,78.0,bear,0,52191.41,1.5,24
2024-02-26T04:00:00+00:00,2024-02-26T12:00:00+00:00,SHORT,51327.5,52026.4,52026.4,52026.4,50006.59,231.17,-231.35,11327.06,SL,ACTIVE,72.0,bear,0,52026.4,1.5,1
