signal_time,entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,entry_mode,limit_px,miss_reason,execution_resolution
2022-11-18T16:00:00+00:00,2022-11-18T20:00:00+00:00,2022-11-19T00:00:00+00:00,SHORT,16697.94,16579.39,94.5,TP,1,0.9333,neutral,ADVISORY,pullback,16697.94,,4H_OHLC_APPROX
2022-11-19T04:00:00+00:00,2022-11-19T08:00:00+00:00,2022-11-20T08:00:00+00:00,SHORT,16641.98,16517.5,100.2,TRAIL_TP,6,0.9333,neutral,ADVISORY,pullback,16641.98,,4H_OHLC_APPROX
2022-11-20T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16620.01,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-20T16:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16631.75,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-20T20:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16321.42,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-21T00:00:00+00:00,2022-11-21T04:00:00+00:00,2022-11-21T08:00:00+00:00,SHORT,16115.4,16000.98,94.5,TP,1,0.9333,bear,ACTIVE,pullback,16115.4,,4H_OHLC_APPROX
2022-11-21T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,bear,ACTIVE,pullback,16171.07,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-24T16:00:00+00:00,2022-11-24T20:00:00+00:00,2022-11-25T00:00:00+00:00,SHORT,16618.71,16480.3,112.93,TRAIL_TP,1,0.9333,neutral,ADVISORY,pullback,16618.71,,4H_OHLC_APPROX
2022-11-25T04:00:00+00:00,2022-11-25T08:00:00+00:00,2022-11-26T08:00:00+00:00,SHORT,16503.16,16572.8,-75.3,TIME_EXIT,6,0.9333,neutral,ACTIVE,pullback,16503.16,,4H_OHLC_APPROX
2022-11-26T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16555.92,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-26T16:00:00+00:00,2022-11-26T20:00:00+00:00,2022-11-27T20:00:00+00:00,SHORT,16530.14,16412.78,94.5,TP,6,0.9333,neutral,ACTIVE,pullback,16530.14,,4H_OHLC_APPROX
2022-11-28T00:00:00+00:00,2022-11-28T04:00:00+00:00,2022-11-28T12:00:00+00:00,SHORT,16217.41,16102.26,94.5,TP,2,0.9333,neutral,ACTIVE,pullback,16217.41,,4H_OHLC_APPROX
2022-11-28T16:00:00+00:00,2022-11-28T20:00:00+00:00,2022-11-29T00:00:00+00:00,SHORT,16263.75,16148.27,94.5,TP,1,0.9333,neutral,ACTIVE,pullback,16263.75,,4H_OHLC_APPROX
2022-11-29T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16406.53,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-29T08:00:00+00:00,2022-11-29T12:00:00+00:00,2022-11-30T00:00:00+00:00,LONG,16438.54,16836.7,351.32,TRAIL_TP,3,0.9333,bull,ACTIVE,pullback,16438.54,,4H_OHLC_APPROX
2022-11-30T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16823.48,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-30T08:00:00+00:00,2022-11-30T12:00:00+00:00,2022-11-30T16:00:00+00:00,LONG,16820.79,17051.5,193.74,TRAIL_TP,1,0.9333,bull,ACTIVE,pullback,16820.79,,4H_OHLC_APPROX
2022-11-30T20:00:00+00:00,2022-12-01T00:00:00+00:00,2022-12-01T12:00:00+00:00,LONG,17101.84,17223.26,94.5,TP,3,0.9333,bull,ACTIVE,pullback,17101.84,,4H_OHLC_APPROX
2022-12-01T16:00:00+00:00,2022-12-01T20:00:00+00:00,2022-12-02T00:00:00+00:00,LONG,16894.56,17014.52,94.5,TP,1,0.9333,bull,ACTIVE,pullback,16894.56,,4H_OHLC_APPROX
2022-12-02T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16896.26,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-02T08:00:00+00:00,2022-12-02T12:00:00+00:00,2022-12-02T20:00:00+00:00,LONG,16936.14,17083.0,118.07,TRAIL_TP,2,0.9333,bull,ACTIVE,pullback,16936.14,,4H_OHLC_APPROX
2022-12-03T00:00:00+00:00,2022-12-03T04:00:00+00:00,2022-12-04T04:00:00+00:00,LONG,16961.26,16987.9,11.56,TIME_EXIT,6,0.9333,bull,ACTIVE,pullback,16961.26,,4H_OHLC_APPROX
2022-12-04T12:00:00+00:00,2022-12-04T16:00:00+00:00,2022-12-04T20:00:00+00:00,LONG,16971.13,17099.5,101.46,TRAIL_TP,1,0.9333,bull,ACTIVE,pullback,16971.13,,4H_OHLC_APPROX
2022-12-05T00:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,17138.53,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-05T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,17251.79,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-05T08:00:00+00:00,2022-12-05T12:00:00+00:00,2022-12-05T16:00:00+00:00,LONG,17250.29,17020.35,-211.95,SL,1,0.9333,bull,ACTIVE,pullback,17250.29,,4H_OHLC_APPROX
2022-12-05T20:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16907.43,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-06T00:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16944.41,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-06T04:00:00+00:00,2022-12-06T08:00:00+00:00,2022-12-06T20:00:00+00:00,LONG,16942.62,17078.6,108.39,TRAIL_TP,3,0.9333,bull,ACTIVE,pullback,16942.62,,4H_OHLC_APPROX
