signal_time,entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,entry_mode,limit_px,miss_reason,execution_resolution
2022-11-18T16:00:00+00:00,2022-11-18T20:00:00+00:00,2022-11-19T04:00:00+00:00,SHORT,16681.3,16562.86,94.5,TP,2,0.9333,neutral,ADVISORY,pullback,16681.3,,4H_OHLC_APPROX
2022-11-19T08:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ADVISORY,pullback,16702.64,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-19T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16681.8,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-19T16:00:00+00:00,2022-11-19T20:00:00+00:00,2022-11-20T08:00:00+00:00,SHORT,16652.94,16517.5,110.0,TRAIL_TP,3,0.9333,neutral,ACTIVE,pullback,16652.94,,4H_OHLC_APPROX
2022-11-20T12:00:00+00:00,2022-11-20T16:00:00+00:00,2022-11-20T20:00:00+00:00,SHORT,16603.44,16272.6,286.89,TRAIL_TP,1,0.9333,neutral,ACTIVE,pullback,16603.44,,4H_OHLC_APPROX
2022-11-21T00:00:00+00:00,2022-11-21T04:00:00+00:00,2022-11-21T08:00:00+00:00,SHORT,16099.33,15985.03,94.5,TP,1,0.9333,bear,ACTIVE,pullback,16099.33,,4H_OHLC_APPROX
2022-11-21T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,bear,ACTIVE,pullback,16154.95,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-24T16:00:00+00:00,2022-11-24T20:00:00+00:00,2022-11-25T00:00:00+00:00,SHORT,16602.14,16480.3,98.08,TRAIL_TP,1,0.9333,neutral,ADVISORY,pullback,16602.14,,4H_OHLC_APPROX
2022-11-25T04:00:00+00:00,2022-11-25T08:00:00+00:00,2022-11-26T08:00:00+00:00,SHORT,16486.71,16572.8,-90.33,TIME_EXIT,6,0.9333,neutral,ACTIVE,pullback,16486.71,,4H_OHLC_APPROX
2022-11-26T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16539.41,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-26T16:00:00+00:00,2022-11-26T20:00:00+00:00,2022-11-27T20:00:00+00:00,SHORT,16513.66,16396.41,94.5,TP,6,0.9333,neutral,ACTIVE,pullback,16513.66,,4H_OHLC_APPROX
2022-11-28T00:00:00+00:00,2022-11-28T04:00:00+00:00,2022-11-28T16:00:00+00:00,SHORT,16201.24,16086.21,94.5,TP,3,0.9333,neutral,ACTIVE,pullback,16201.24,,4H_OHLC_APPROX
2022-11-28T20:00:00+00:00,2022-11-29T00:00:00+00:00,2022-11-29T04:00:00+00:00,SHORT,16236.91,16453.35,-211.95,SL,1,0.9333,neutral,ACTIVE,pullback,16236.91,,4H_OHLC_APPROX
2022-11-29T08:00:00+00:00,2022-11-29T12:00:00+00:00,2022-11-30T00:00:00+00:00,LONG,16455.02,16836.7,335.93,TRAIL_TP,3,0.9333,bull,ACTIVE,pullback,16455.02,,4H_OHLC_APPROX
2022-11-30T04:00:00+00:00,2022-11-30T08:00:00+00:00,2022-11-30T16:00:00+00:00,LONG,16840.35,17051.5,176.07,TRAIL_TP,2,0.9333,bull,ACTIVE,pullback,16840.35,,4H_OHLC_APPROX
2022-11-30T20:00:00+00:00,2022-12-01T00:00:00+00:00,2022-12-01T12:00:00+00:00,LONG,17118.99,16890.8,-211.95,SL,3,0.9333,bull,ACTIVE,pullback,17118.99,,4H_OHLC_APPROX
2022-12-01T16:00:00+00:00,2022-12-01T20:00:00+00:00,2022-12-02T00:00:00+00:00,LONG,16911.51,17031.58,94.5,TP,1,0.9333,bull,ACTIVE,pullback,16911.51,,4H_OHLC_APPROX
2022-12-02T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16913.21,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-02T08:00:00+00:00,2022-12-02T12:00:00+00:00,2022-12-02T20:00:00+00:00,LONG,16953.13,17083.0,102.91,TRAIL_TP,2,0.9333,bull,ACTIVE,pullback,16953.13,,4H_OHLC_APPROX
2022-12-03T00:00:00+00:00,2022-12-03T04:00:00+00:00,2022-12-04T04:00:00+00:00,LONG,16978.28,16987.9,-3.5,TIME_EXIT,6,0.9333,bull,ACTIVE,pullback,16978.28,,4H_OHLC_APPROX
2022-12-04T12:00:00+00:00,2022-12-04T16:00:00+00:00,2022-12-04T20:00:00+00:00,LONG,16988.16,17108.77,94.5,TP,1,0.9333,bull,ACTIVE,pullback,16988.16,,4H_OHLC_APPROX
2022-12-05T00:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,17155.72,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-05T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,17269.09,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-05T08:00:00+00:00,2022-12-05T12:00:00+00:00,2022-12-05T16:00:00+00:00,LONG,17267.6,17037.42,-211.95,SL,1,0.9333,bull,ACTIVE,pullback,17267.6,,4H_OHLC_APPROX
