signal_time,entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,entry_mode,limit_px,miss_reason,execution_resolution
2022-11-25T04:00:00+00:00,2022-11-25T08:00:00+00:00,2022-11-26T08:00:00+00:00,SHORT,16536.07,16572.8,-45.32,TIME_EXIT,6,0.9333,neutral,ACTIVE,pullback,16536.07,,4H_OHLC_APPROX
2022-11-26T12:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16588.93,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-26T16:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16563.1,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-26T20:00:00+00:00,2022-11-27T00:00:00+00:00,2022-11-27T20:00:00+00:00,SHORT,16531.45,16414.07,94.5,TP,5,0.9333,neutral,ACTIVE,pullback,16531.45,,4H_OHLC_APPROX
2022-11-28T00:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16249.74,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-28T04:00:00+00:00,,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,pullback,16296.18,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-28T08:00:00+00:00,2022-11-28T12:00:00+00:00,2022-11-28T16:00:00+00:00,SHORT,16286.02,16170.39,94.5,TP,1,0.9333,neutral,ACTIVE,pullback,16286.02,,4H_OHLC_APPROX
2022-11-28T20:00:00+00:00,2022-11-29T00:00:00+00:00,2022-11-29T04:00:00+00:00,SHORT,16285.52,16502.61,-211.95,SL,1,0.9333,neutral,ACTIVE,pullback,16285.52,,4H_OHLC_APPROX
2022-11-29T08:00:00+00:00,2022-11-29T12:00:00+00:00,2022-11-30T00:00:00+00:00,LONG,16405.56,16836.7,382.2,TRAIL_TP,3,0.9333,bull,ACTIVE,pullback,16405.56,,4H_OHLC_APPROX
2022-11-30T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16789.73,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-11-30T08:00:00+00:00,2022-11-30T12:00:00+00:00,2022-11-30T16:00:00+00:00,LONG,16787.04,17051.5,224.3,TRAIL_TP,1,0.9333,bull,ACTIVE,pullback,16787.04,,4H_OHLC_APPROX
2022-11-30T20:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,17067.53,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-01T00:00:00+00:00,2022-12-01T04:00:00+00:00,2022-12-01T12:00:00+00:00,LONG,17058.08,17179.19,94.5,TP,2,0.9333,bull,ACTIVE,pullback,17058.08,,4H_OHLC_APPROX
2022-12-01T16:00:00+00:00,2022-12-01T20:00:00+00:00,2022-12-02T00:00:00+00:00,LONG,16860.67,16980.38,94.5,TP,1,0.9333,bull,ACTIVE,pullback,16860.67,,4H_OHLC_APPROX
2022-12-02T04:00:00+00:00,,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,pullback,16862.36,NO_TOUCH_WITHIN_WAIT,4H_OHLC_APPROX
2022-12-02T08:00:00+00:00,2022-12-02T12:00:00+00:00,2022-12-02T20:00:00+00:00,LONG,16902.16,17083.0,148.48,TRAIL_TP,2,0.9333,bull,ACTIVE,pullback,16902.16,,4H_OHLC_APPROX
