date,pnl,n_trades
2022-11-19,94.5,1
2022-11-20,367.33,2
2022-11-21,94.5,1
2022-11-25,94.5,1
2022-11-26,-117.44999999999999,2
2022-11-27,55.81,1
2022-11-28,94.5,1
2022-11-29,-211.95,1
2022-11-30,481.43,2
2022-12-01,-211.95,1
2022-12-02,94.5,1
2022-12-04,-17.799999999999997,2
2022-12-05,-211.95,1
2022-12-06,-137.92,1
2022-12-07,-211.95,1
2022-12-08,94.5,1
2022-12-09,94.5,1
2022-12-12,-211.95,1
2022-12-13,264.62,1
2022-12-14,237.57,1
2022-12-15,-211.95,1
2022-12-16,-211.95,1
2022-12-17,171.0,1
2022-12-18,24.7,1
2022-12-19,245.5,2
2022-12-20,-211.95,1
2022-12-21,94.5,1
2022-12-22,106.16,1
2022-12-23,-211.95,1
2022-12-25,-39.53,1
2022-12-26,15.19,1
2022-12-27,94.5,1
2022-12-28,189.0,2
2022-12-30,94.5,1
2022-12-31,-84.71,1
2023-01-02,-103.03,1
2023-01-03,1.46,1
2023-01-04,-211.95,1
2023-01-06,-211.95,1
2023-01-08,3.99,1
2023-01-09,189.0,2
2023-01-10,194.01999999999998,2
2023-01-11,117.65,1
2023-01-12,731.5,2
2023-01-13,354.34,1
2023-01-14,748.26,1
2023-01-18,-211.95,1
2023-01-23,262.46000000000004,2
2023-01-24,-211.95,1
2023-01-25,-211.95,1
2023-01-27,-92.67999999999999,2
2023-01-29,306.1,2
2023-01-30,-423.9,2
2023-01-31,-211.95,1
2023-02-01,-211.95,1
2023-02-02,189.0,2
2023-02-03,94.5,1
2023-02-04,94.5,1
2023-02-05,92.67,2
2023-02-06,281.40999999999997,2
2023-02-07,-211.95,1
2023-02-08,-211.95,1
2023-02-09,663.0600000000001,2
2023-02-10,189.0,2
2023-02-12,-8.909999999999997,2
2023-02-13,143.89,1
2023-02-14,-211.95,1
2023-02-15,-423.9,2
2023-02-16,185.66,1
2023-02-19,-211.95,1
2023-02-21,-117.44999999999999,2
2023-02-26,-211.95,1
2023-02-27,-211.95,1
2023-02-28,94.5,1
2023-03-01,94.5,1
2023-03-02,-117.44999999999999,2
2023-03-03,-211.95,1
2023-03-04,94.5,1
2023-03-06,-1.5,1
2023-03-07,94.5,1
2023-03-08,360.39,2
2023-03-09,569.34,1
2023-03-22,-211.95,1
2023-04-01,94.5,1
2023-04-02,-34.61,1
2023-04-03,-423.9,2
2023-04-04,94.5,1
2023-04-05,197.56,1
2023-04-06,94.5,1
2023-04-07,100.91,1
2023-04-08,-17.7,1
2023-04-09,-117.44999999999999,2
2023-04-11,581.9200000000001,2
2023-04-12,189.0,2
2023-04-13,189.0,2
2023-04-14,-22.399999999999977,2
2023-04-16,-3.1200000000000045,2
2023-04-17,-211.95,1
2023-04-18,-0.339999999999975,2
2023-04-19,-117.44999999999999,2
2023-04-20,-19.22,2
2023-04-22,-211.95,1
2023-04-23,94.5,1
2023-04-24,-108.04999999999998,2
2023-04-25,-75.33999999999997,2
2023-04-26,-211.95,1
2023-04-30,-211.95,1
2023-05-02,-211.95,1
2023-05-03,121.82,1
2023-05-04,105.43,1
2023-05-07,220.4,1
2023-05-08,262.48,2
2023-05-09,145.79,1
2023-05-10,-115.76999999999998,2
2023-05-14,94.5,1
2023-05-15,-211.95,1
