date,pnl,n_trades
2022-11-19,94.5,1
2022-11-20,396.89,2
2022-11-21,94.5,1
2022-11-25,98.08,1
2022-11-26,-90.33,1
2022-11-27,94.5,1
2022-11-28,94.5,1
2022-11-29,-211.95,1
2022-11-30,512.0,2
2022-12-01,-211.95,1
2022-12-02,197.41,2
2022-12-04,91.0,2
2022-12-05,-211.95,1
2022-12-06,94.5,1
2022-12-07,-211.95,1
2022-12-08,94.5,1
2022-12-09,94.5,1
2022-12-12,-211.95,1
2022-12-13,279.93,1
2022-12-14,-117.44999999999999,2
2022-12-15,-211.95,1
2022-12-16,94.5,1
2022-12-17,185.79,1
2022-12-18,-23.42,1
2022-12-19,129.54,1
2022-12-20,-211.95,1
2022-12-21,94.5,1
2022-12-22,121.01,1
2022-12-23,-211.95,1
2022-12-25,69.97,2
2022-12-27,-20.94,1
2022-12-28,189.0,2
2022-12-30,62.75,2
2022-12-31,2.72,1
2023-01-02,-142.49,1
2023-01-04,-152.64,1
2023-01-06,-211.95,1
2023-01-09,94.5,1
2023-01-10,174.68,1
2023-01-11,114.47,1
2023-01-12,-211.95,1
2023-01-13,369.74,1
2023-01-14,764.05,1
2023-01-18,-211.95,1
2023-01-23,277.66999999999996,2
2023-01-24,-211.95,1
2023-01-25,-211.95,1
2023-01-27,-77.51999999999998,2
2023-01-29,321.36,2
2023-01-30,-423.9,2
2023-01-31,-211.95,1
2023-02-01,-211.95,1
2023-02-02,94.5,1
2023-02-03,94.5,1
2023-02-04,94.5,1
2023-02-05,122.49000000000001,2
2023-02-06,94.5,1
2023-02-07,-211.95,1
2023-02-08,-211.95,1
2023-02-09,345.3,2
2023-02-10,255.02,2
2023-02-12,6.150000000000006,2
2023-02-13,158.71,1
2023-02-14,-211.95,1
2023-02-15,-423.9,2
2023-02-16,200.89,1
2023-02-19,-211.95,1
2023-02-21,-117.44999999999999,2
2023-02-26,-211.95,1
2023-02-27,118.61,1
2023-02-28,283.15999999999997,2
2023-03-01,54.410000000000025,2
2023-03-02,168.72,1
2023-03-03,687.26,1
2023-03-04,94.5,1
2023-03-06,-10.41,1
2023-03-07,144.17,2
2023-03-08,199.8,1
2023-03-09,583.73,1
2023-03-22,-211.95,1
2023-04-01,189.0,2
2023-04-02,-211.95,1
2023-04-03,-117.44999999999999,2
2023-04-04,94.5,1
2023-04-05,212.8,1
2023-04-06,94.5,1
2023-04-07,115.76,1
2023-04-08,-2.73,1
2023-04-09,-211.95,1
2023-04-11,597.45,2
2023-04-12,189.0,2
2023-04-13,94.5,1
2023-04-14,-64.39999999999998,2
2023-04-16,11.829999999999998,2
2023-04-17,-211.95,1
2023-04-18,14.920000000000016,2
2023-04-19,-117.44999999999999,2
2023-04-20,-4.4599999999999795,2
2023-04-22,-211.95,1
2023-04-23,94.5,1
2023-04-24,-93.18999999999998,2
2023-04-25,-60.51999999999998,2
2023-04-26,-211.95,1
2023-04-30,-211.95,1
2023-05-02,-211.95,1
2023-05-03,-211.95,1
