timestamp,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_base_vol,taker_buy_quote_vol
2022-01-01 00:00:00+00:00,19.52,20.79,19.5,20.76,3459474.38,2022-01-01 23:59:59.999000+00:00,69230918.4038,106234,1705544.53,34136092.9064
2022-01-02 00:00:00+00:00,20.75,22.2,20.57,21.87,5108786.84,2022-01-02 23:59:59.999000+00:00,109522039.379,183268,2517166.58,53971926.8564
2022-01-03 00:00:00+00:00,21.86,23.75,21.25,23.72,7982877.02,2022-01-03 23:59:59.999000+00:00,180419192.4853,375035,3804929.93,86031424.5685
2022-01-04 00:00:00+00:00,23.72,24.49,22.71,23.42,10784755.22,2022-01-04 23:59:59.999000+00:00,255837161.1855,457881,5279901.69,125293303.1154
2022-01-05 00:00:00+00:00,23.43,27.48,22.29,25.24,24289357.8,2022-01-05 23:59:59.999000+00:00,618136964.5705,1248128,12144355.64,309293353.2624
2022-01-06 00:00:00+00:00,25.24,25.98,23.34,25.38,17086946.69,2022-01-06 23:59:59.999000+00:00,417934611.1043,678729,8539655.45,209001895.4696
2022-01-07 00:00:00+00:00,25.39,27.33,22.65,25.98,22033325.64,2022-01-07 23:59:59.999000+00:00,551175663.0047,1076986,11002738.87,275520043.1294
2022-01-08 00:00:00+00:00,25.98,27.33,23.51,25.32,15635153.07,2022-01-08 23:59:59.999000+00:00,399127842.1983,731327,7537664.99,192612270.2129
2022-01-09 00:00:00+00:00,25.31,28.68,25.08,27.54,18630446.63,2022-01-09 23:59:59.999000+00:00,506801131.9938,945787,9469269.4,257635908.9131
2022-01-10 00:00:00+00:00,27.54,28.51,25.07,27.98,18516507.58,2022-01-10 23:59:59.999000+00:00,500988361.4577,799653,9171532.32,248241265.1262
2022-01-11 00:00:00+00:00,27.98,28.71,25.84,26.59,13498246.97,2022-01-11 23:59:59.999000+00:00,365234104.8324,593405,6745901.7,182430172.4803
2022-01-12 00:00:00+00:00,26.6,27.25,25.61,26.75,10319762.43,2022-01-12 23:59:59.999000+00:00,273364207.6394,382680,5007717.34,132736156.2113
2022-01-13 00:00:00+00:00,26.76,26.76,24.43,24.86,7890385.69,2022-01-13 23:59:59.999000+00:00,202251622.0303,302406,3738775.99,95878104.6262
2022-01-14 00:00:00+00:00,24.86,25.89,23.91,25.72,6488595.95,2022-01-14 23:59:59.999000+00:00,160797497.4295,256847,3234928.46,80181547.6275
2022-01-15 00:00:00+00:00,25.72,26.22,25.11,25.17,4141482.21,2022-01-15 23:59:59.999000+00:00,106235389.3842,197270,1954754.51,50141396.0681
2022-01-16 00:00:00+00:00,25.17,26.34,24.65,25.5,4415951.38,2022-01-16 23:59:59.999000+00:00,113329790.2881,210237,2171063.07,55741182.5784
2022-01-17 00:00:00+00:00,25.51,25.62,23.27,23.79,4471877.32,2022-01-17 23:59:59.999000+00:00,109015495.323,210698,2023293.5,49370095.1799
2022-01-18 00:00:00+00:00,23.79,24.34,22.04,22.96,4910863.58,2022-01-18 23:59:59.999000+00:00,113153055.2759,205554,2320695.65,53480197.0257
2022-01-19 00:00:00+00:00,22.96,23.15,21.22,21.55,5688676.47,2022-01-19 23:59:59.999000+00:00,125193459.9224,196499,2775511.96,61080702.17
2022-01-20 00:00:00+00:00,21.54,22.98,20.04,20.17,5603272.17,2022-01-20 23:59:59.999000+00:00,121967570.9576,217345,2712593.48,59090867.4386
2022-01-21 00:00:00+00:00,20.18,20.51,17.1,17.42,14621190.27,2022-01-21 23:59:59.999000+00:00,275442573.2219,462961,7049830.99,132768880.0672
2022-01-22 00:00:00+00:00,17.41,17.82,14.24,15.85,18934134.953,2022-01-22 23:59:59.999000+00:00,299956002.600027,516129,9354467.97,148265099.0671
2022-01-23 00:00:00+00:00,15.86,16.88,15.15,16.64,9533639.18,2022-01-23 23:59:59.999000+00:00,152413055.6084,255366,4784636.79,76540220.2224
2022-01-24 00:00:00+00:00,16.63,16.65,13.48,15.58,14743580.999,2022-01-24 23:59:59.999000+00:00,216929048.321753,403806,7341946.0,108089958.9382
2022-01-25 00:00:00+00:00,15.58,16.03,14.59,15.49,7694012.53,2022-01-25 23:59:59.999000+00:00,117703286.302,216178,3942856.28,60318710.6383
2022-01-26 00:00:00+00:00,15.5,16.8,14.68,15.23,9794747.0,2022-01-26 23:59:59.999000+00:00,155159933.3695,298897,5021837.76,79642577.2493
2022-01-27 00:00:00+00:00,15.23,15.71,14.29,15.22,8536301.47,2022-01-27 23:59:59.999000+00:00,127973205.9005,212818,4303304.16,64497739.7435
2022-01-28 00:00:00+00:00,15.22,16.28,14.74,16.15,6246161.02,2022-01-28 23:59:59.999000+00:00,96104908.219,180736,3107156.87,47846578.4626
2022-01-29 00:00:00+00:00,16.14,16.75,15.96,16.23,3920458.64,2022-01-29 23:59:59.999000+00:00,64038684.7702,134889,1922559.88,31418630.957
2022-01-30 00:00:00+00:00,16.23,18.1,16.01,17.77,7593446.41,2022-01-30 23:59:59.999000+00:00,131395815.4636,294084,3824469.72,66251037.1617
2022-01-31 00:00:00+00:00,17.76,17.88,16.45,17.15,7695443.58,2022-01-31 23:59:59.999000+00:00,131452085.6335,223430,3982536.51,68077472.4084
2022-02-01 00:00:00+00:00,17.15,17.91,16.8,16.98,5923564.6,2022-02-01 23:59:59.999000+00:00,102234729.4359,181536,2967637.03,51260042.4389
2022-02-02 00:00:00+00:00,16.98,17.38,15.56,15.78,4741039.26,2022-02-02 23:59:59.999000+00:00,78422000.4434,160932,2268934.12,37546312.5657
2022-02-03 00:00:00+00:00,15.78,16.33,15.26,16.3,5327213.34,2022-02-03 23:59:59.999000+00:00,84010991.6284,144147,2636097.96,41570457.93
2022-02-04 00:00:00+00:00,16.31,17.55,16.0,17.5,5829149.36,2022-02-04 23:59:59.999000+00:00,97039293.2028,169564,3104855.67,51740462.6822
2022-02-05 00:00:00+00:00,17.5,18.32,17.42,17.76,5007027.59,2022-02-05 23:59:59.999000+00:00,89508285.2541,178681,2533541.12,45308301.6945
2022-02-06 00:00:00+00:00,17.75,18.17,17.17,18.07,3114467.57,2022-02-06 23:59:59.999000+00:00,55233444.7925,112194,1554287.77,27576821.3198
2022-02-07 00:00:00+00:00,18.06,19.4,17.65,18.88,6242937.28,2022-02-07 23:59:59.999000+00:00,117087736.9866,253129,3234516.51,60658697.1663
2022-02-08 00:00:00+00:00,18.89,19.54,17.72,18.38,6603587.99,2022-02-08 23:59:59.999000+00:00,121935156.5698,227706,3250064.7,60030132.82
2022-02-09 00:00:00+00:00,18.38,18.75,17.75,18.67,3742482.7,2022-02-09 23:59:59.999000+00:00,68516797.831,114150,1987212.16,36357183.6807
2022-02-10 00:00:00+00:00,18.67,18.75,17.35,17.5,5796638.84,2022-02-10 23:59:59.999000+00:00,104841441.4918,197796,2789881.56,50475647.9327
2022-02-11 00:00:00+00:00,17.51,17.81,15.89,16.21,4468507.35,2022-02-11 23:59:59.999000+00:00,76473743.4779,143141,2185483.31,37377832.0613
2022-02-12 00:00:00+00:00,16.2,16.38,15.56,15.95,4161869.44,2022-02-12 23:59:59.999000+00:00,66586538.0481,119423,2103520.09,33673384.4183
2022-02-13 00:00:00+00:00,15.96,16.33,15.52,15.6,2671296.28,2022-02-13 23:59:59.999000+00:00,42713256.3958,72135,1333337.96,21339974.395
2022-02-14 00:00:00+00:00,15.61,16.12,15.2,15.9,3638626.12,2022-02-14 23:59:59.999000+00:00,56833036.2866,101370,1822195.78,28465037.3553
2022-02-15 00:00:00+00:00,15.91,17.45,15.81,17.34,4132749.5,2022-02-15 23:59:59.999000+00:00,68875782.8101,117576,2127631.91,35456971.486
2022-02-16 00:00:00+00:00,17.34,17.41,16.49,17.12,3608928.92,2022-02-16 23:59:59.999000+00:00,61191862.8681,107095,1715551.43,29082429.9883
2022-02-17 00:00:00+00:00,17.13,17.45,15.45,15.59,4927491.83,2022-02-17 23:59:59.999000+00:00,80145149.8648,137654,2449096.02,39840455.2983
2022-02-18 00:00:00+00:00,15.6,16.06,15.03,15.19,3855947.82,2022-02-18 23:59:59.999000+00:00,59811086.8412,103162,1866017.56,28960737.3095
2022-02-19 00:00:00+00:00,15.18,15.68,14.84,15.51,3219793.29,2022-02-19 23:59:59.999000+00:00,49243295.152,80085,1682882.99,25742312.6741
2022-02-20 00:00:00+00:00,15.52,15.53,14.39,14.6,3837683.54,2022-02-20 23:59:59.999000+00:00,56555136.4965,102467,1849250.34,27254065.1985
2022-02-21 00:00:00+00:00,14.61,15.31,13.38,13.51,7372976.51,2022-02-21 23:59:59.999000+00:00,106352661.976895,175233,3640295.77,52549878.739
2022-02-22 00:00:00+00:00,13.5,14.2,13.02,13.99,5856340.62,2022-02-22 23:59:59.999000+00:00,80031788.126204,120418,2897101.48,39613517.273034
2022-02-23 00:00:00+00:00,13.98,14.66,13.3,13.35,5114288.86,2022-02-23 23:59:59.999000+00:00,72145875.2838,118113,2476932.73,34969765.9304
2022-02-24 00:00:00+00:00,13.34,13.95,11.4,13.27,15759305.0,2022-02-24 23:59:59.999000+00:00,194779955.280825,330438,7553107.202,93418568.68195
2022-02-25 00:00:00+00:00,13.27,14.49,13.08,14.36,6030934.14,2022-02-25 23:59:59.999000+00:00,82424455.8236,139311,3141008.86,42889206.7187
2022-02-26 00:00:00+00:00,14.36,15.05,14.09,14.72,5169319.32,2022-02-26 23:59:59.999000+00:00,75218312.1233,129330,2611084.79,37997815.1006
2022-02-27 00:00:00+00:00,14.71,14.86,13.47,13.64,6636801.7,2022-02-27 23:59:59.999000+00:00,94148021.37,154846,3108341.96,44095527.4735
2022-02-28 00:00:00+00:00,13.64,15.15,13.31,15.13,6565276.42,2022-02-28 23:59:59.999000+00:00,93550858.3643,151538,3417759.14,48779652.4528
2022-03-01 00:00:00+00:00,15.12,15.73,14.72,15.35,6417303.01,2022-03-01 23:59:59.999000+00:00,97490908.6031,167186,3280669.75,49836229.8688
2022-03-02 00:00:00+00:00,15.34,15.87,14.91,15.28,6289045.87,2022-03-02 23:59:59.999000+00:00,96972346.7457,170283,3057403.65,47168235.8527
2022-03-03 00:00:00+00:00,15.29,15.38,14.46,14.89,4619929.39,2022-03-03 23:59:59.999000+00:00,69108685.0394,104038,2262572.51,33858766.1497
2022-03-04 00:00:00+00:00,14.89,14.98,13.54,13.73,6010183.64,2022-03-04 23:59:59.999000+00:00,85251891.0681,133635,2893016.77,41043039.4445
2022-03-05 00:00:00+00:00,13.74,14.27,13.41,14.03,2774984.85,2022-03-05 23:59:59.999000+00:00,38502970.7803,66375,1404126.53,19489679.0709
2022-03-06 00:00:00+00:00,14.02,14.12,13.25,13.32,3535626.53,2022-03-06 23:59:59.999000+00:00,48376701.6897,76099,1679359.28,22991680.0181
2022-03-07 00:00:00+00:00,13.31,13.67,12.42,12.68,7302965.91,2022-03-07 23:59:59.999000+00:00,94927795.2518,143075,3602279.8,46864226.6429
2022-03-08 00:00:00+00:00,12.67,13.56,12.58,13.08,6877422.56,2022-03-08 23:59:59.999000+00:00,90221634.4376,122657,3439151.31,45137902.3748
2022-03-09 00:00:00+00:00,13.08,14.46,13.05,14.01,6462680.43,2022-03-09 23:59:59.999000+00:00,89907155.634,126685,3336205.14,46405588.0628
2022-03-10 00:00:00+00:00,14.0,14.11,12.96,13.17,5469282.04,2022-03-10 23:59:59.999000+00:00,72953590.5137,111990,2618068.08,34917943.9178
2022-03-11 00:00:00+00:00,13.18,13.65,12.8,13.05,4657580.01,2022-03-11 23:59:59.999000+00:00,61442961.8707,91763,2265626.03,29896719.1431
2022-03-12 00:00:00+00:00,13.04,13.46,13.02,13.15,2499460.74,2022-03-12 23:59:59.999000+00:00,33179306.4054,54939,1190671.86,15806738.9628
2022-03-13 00:00:00+00:00,13.15,13.43,12.59,12.7,2732503.8,2022-03-13 23:59:59.999000+00:00,35795294.9224,56917,1360474.02,17826722.3435
2022-03-14 00:00:00+00:00,12.71,13.44,12.6,13.41,4643719.7,2022-03-14 23:59:59.999000+00:00,60609653.0943,86786,2360133.56,30808603.142
2022-03-15 00:00:00+00:00,13.41,13.8,12.87,13.69,3454099.55,2022-03-15 23:59:59.999000+00:00,46015312.1289,95115,1677717.74,22362111.0858
2022-03-16 00:00:00+00:00,13.69,14.78,13.66,14.66,6546791.14,2022-03-16 23:59:59.999000+00:00,92216913.7764,165697,3285416.76,46311213.427
2022-03-17 00:00:00+00:00,14.66,14.93,14.23,14.4,4152174.08,2022-03-17 23:59:59.999000+00:00,60628137.1681,91907,2088574.11,30502822.9788
2022-03-18 00:00:00+00:00,14.41,15.27,14.12,15.01,4421110.43,2022-03-18 23:59:59.999000+00:00,65203270.6102,113682,2281597.13,33681303.7916
2022-03-19 00:00:00+00:00,15.0,15.4,14.83,15.01,3285256.26,2022-03-19 23:59:59.999000+00:00,49510365.2854,92700,1601519.87,24142724.857
2022-03-20 00:00:00+00:00,15.01,15.13,14.42,14.54,2883923.42,2022-03-20 23:59:59.999000+00:00,42574847.0582,72883,1373663.24,20283640.8315
2022-03-21 00:00:00+00:00,14.54,15.28,14.3,15.0,3719572.96,2022-03-21 23:59:59.999000+00:00,55353265.1045,98338,1871919.09,27858422.6262
2022-03-22 00:00:00+00:00,14.99,15.86,14.98,15.43,4500280.54,2022-03-22 23:59:59.999000+00:00,69966605.0453,122289,2303795.17,35815265.6079
2022-03-23 00:00:00+00:00,15.43,15.98,15.13,15.83,3827078.04,2022-03-23 23:59:59.999000+00:00,59400737.8182,105492,2018144.93,31341098.2216
2022-03-24 00:00:00+00:00,15.84,16.44,15.6,16.17,5204988.98,2022-03-24 23:59:59.999000+00:00,83473816.3395,146937,2588926.38,41527460.7396
2022-03-25 00:00:00+00:00,16.16,16.46,15.47,15.59,4654254.07,2022-03-25 23:59:59.999000+00:00,74390545.181,137398,2253876.67,36035079.6127
2022-03-26 00:00:00+00:00,15.6,15.96,15.49,15.83,2425031.02,2022-03-26 23:59:59.999000+00:00,38109551.5704,57852,1181738.62,18575658.3467
2022-03-27 00:00:00+00:00,15.83,16.91,15.63,16.87,3937478.83,2022-03-27 23:59:59.999000+00:00,63833184.4172,127580,2052426.82,33283305.4862
2022-03-28 00:00:00+00:00,16.86,17.37,16.34,16.5,5918598.6,2022-03-28 23:59:59.999000+00:00,100611693.976,179705,3049025.37,51848531.7017
2022-03-29 00:00:00+00:00,16.5,17.52,16.47,16.98,4496577.65,2022-03-29 23:59:59.999000+00:00,76536909.502,141595,2245178.54,38213878.7253
2022-03-30 00:00:00+00:00,16.98,17.58,16.53,17.22,4866676.4,2022-03-30 23:59:59.999000+00:00,83570486.8355,157683,2402127.78,41255340.1021
2022-03-31 00:00:00+00:00,17.21,18.05,16.64,16.91,5770687.14,2022-03-31 23:59:59.999000+00:00,99995868.4872,182635,2782569.98,48248562.8638
2022-04-01 00:00:00+00:00,16.91,17.37,16.16,17.34,4521915.84,2022-04-01 23:59:59.999000+00:00,76273213.6886,124231,2163957.72,36522302.9662
2022-04-02 00:00:00+00:00,17.34,17.87,17.1,17.4,3634084.25,2022-04-02 23:59:59.999000+00:00,63498083.4955,127433,1813217.0,31686222.5573
2022-04-03 00:00:00+00:00,17.4,18.32,17.15,18.08,3430897.49,2022-04-03 23:59:59.999000+00:00,61222535.4909,137165,1737913.49,31017745.4437
2022-04-04 00:00:00+00:00,18.07,18.08,16.82,17.5,3811139.33,2022-04-04 23:59:59.999000+00:00,66498861.6262,131638,1797271.03,31380769.6901
2022-04-05 00:00:00+00:00,17.51,17.66,16.66,16.74,2337093.84,2022-04-05 23:59:59.999000+00:00,40235806.3799,82105,1079964.95,18604089.0681
2022-04-06 00:00:00+00:00,16.75,16.79,15.27,15.41,4629748.58,2022-04-06 23:59:59.999000+00:00,73962946.5128,145790,2097290.55,33514947.2882
2022-04-07 00:00:00+00:00,15.41,15.88,15.1,15.75,2867861.76,2022-04-07 23:59:59.999000+00:00,44539243.1236,81407,1437981.6,22341278.2702
2022-04-08 00:00:00+00:00,15.74,15.91,15.01,15.13,2321153.06,2022-04-08 23:59:59.999000+00:00,36076432.846,63734,1138681.65,17705251.6259
2022-04-09 00:00:00+00:00,15.12,15.47,15.12,15.43,1366727.9,2022-04-09 23:59:59.999000+00:00,20934233.2204,34800,680527.01,10425329.1664
