entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,limit_px
2022-01-16T08:00:00+00:00,2022-01-16T12:00:00+00:00,SHORT,43174.8,42868.26,94.5,TP,1,0.9333,neutral,ADVISORY,43174.8
2022-01-17T12:00:00+00:00,2022-01-17T16:00:00+00:00,SHORT,42679.83,42221.15,149.2,TRAIL_TP,1,0.9333,neutral,ACTIVE,42679.83
2022-01-18T00:00:00+00:00,2022-01-18T04:00:00+00:00,SHORT,42387.22,42040.0,110.87,TRAIL_TP,1,0.9333,neutral,ADVISORY,42387.22
2022-01-18T08:00:00+00:00,,SHORT,,,,MISS,0,0.9333,neutral,ACTIVE,42051.61
2022-01-18T12:00:00+00:00,2022-01-18T16:00:00+00:00,SHORT,41781.96,41485.31,94.5,TP,1,0.9333,neutral,ACTIVE,41781.96
2022-01-18T20:00:00+00:00,2022-01-19T00:00:00+00:00,SHORT,42549.27,41690.59,290.71,TRAIL_TP,1,0.9333,neutral,ADVISORY,42549.27
2022-01-19T04:00:00+00:00,2022-01-19T08:00:00+00:00,SHORT,41477.57,42030.46,-211.95,SL,1,0.9333,neutral,ADVISORY,41477.57
2022-01-19T12:00:00+00:00,2022-01-19T16:00:00+00:00,SHORT,42181.17,41864.47,100.62,TRAIL_TP,1,0.9333,neutral,ADVISORY,42181.17
2022-01-19T20:00:00+00:00,2022-01-20T12:00:00+00:00,SHORT,41866.18,42424.26,-211.95,SL,4,0.9333,neutral,ADVISORY,41866.18
2022-02-01T20:00:00+00:00,2022-02-02T00:00:00+00:00,LONG,38487.11,38760.37,94.5,TP,1,0.9333,bull,ADVISORY,38487.11
2022-02-02T12:00:00+00:00,2022-02-02T16:00:00+00:00,LONG,38076.98,37569.41,-211.95,SL,1,0.9333,bull,ADVISORY,38076.98
2022-02-03T04:00:00+00:00,,SHORT,,,,MISS,0,0.9333,neutral,ADVISORY,37180.48
2022-02-03T08:00:00+00:00,2022-02-03T12:00:00+00:00,SHORT,36938.76,36676.5,94.5,TP,1,0.9333,neutral,ADVISORY,36938.76
2022-02-03T16:00:00+00:00,2022-02-03T20:00:00+00:00,SHORT,36721.45,37210.95,-211.95,SL,1,0.9333,neutral,ADVISORY,36721.45
2022-02-04T04:00:00+00:00,2022-02-04T08:00:00+00:00,SHORT,37469.22,37968.69,-211.95,SL,1,0.9333,neutral,ADVISORY,37469.22
2022-02-06T12:00:00+00:00,2022-02-06T16:00:00+00:00,LONG,41303.17,41692.8,129.5,TRAIL_TP,1,0.9333,bull,ADVISORY,41303.17
2022-02-14T12:00:00+00:00,2022-02-14T16:00:00+00:00,LONG,42352.18,41787.62,-211.95,SL,1,0.9333,bull,ADVISORY,42352.18
2022-02-14T20:00:00+00:00,2022-02-15T00:00:00+00:00,LONG,42312.51,43535.1,421.41,TRAIL_TP,1,0.9333,bull,ADVISORY,42312.51
2022-02-15T04:00:00+00:00,2022-02-15T08:00:00+00:00,LONG,43447.37,44214.4,252.81,TRAIL_TP,1,0.9333,bull,ADVISORY,43447.37
