entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,limit_px
2022-01-16T08:00:00+00:00,2022-01-16T12:00:00+00:00,SHORT,43002.96,42697.64,94.5,TP,1,0.9333,neutral,ADVISORY,43002.96
2022-01-17T12:00:00+00:00,2022-01-17T16:00:00+00:00,SHORT,42509.96,42208.14,94.5,TP,1,0.9333,neutral,ACTIVE,42509.96
2022-01-17T20:00:00+00:00,2022-01-18T04:00:00+00:00,SHORT,42218.52,41918.76,94.5,TP,2,0.9333,neutral,ADVISORY,42218.52
2022-01-18T08:00:00+00:00,2022-01-18T12:00:00+00:00,SHORT,41884.24,41574.09,99.07,TRAIL_TP,1,0.9333,neutral,ACTIVE,41884.24
2022-01-18T16:00:00+00:00,2022-01-18T20:00:00+00:00,SHORT,41722.61,42278.77,-211.95,SL,1,0.9333,neutral,ACTIVE,41722.61
2022-01-19T00:00:00+00:00,2022-01-19T04:00:00+00:00,SHORT,41732.28,41271.21,153.72,TRAIL_TP,1,0.9333,neutral,ADVISORY,41732.28
2022-01-19T08:00:00+00:00,2022-01-19T16:00:00+00:00,SHORT,42065.17,41766.51,94.5,TP,2,0.9333,neutral,ADVISORY,42065.17
2022-01-19T20:00:00+00:00,2022-01-20T12:00:00+00:00,SHORT,41699.55,42255.4,-211.95,SL,4,0.9333,neutral,ADVISORY,41699.55
2022-02-01T20:00:00+00:00,2022-02-02T12:00:00+00:00,LONG,38641.83,38126.73,-211.95,SL,4,0.9333,bull,ADVISORY,38641.83
2022-02-03T04:00:00+00:00,2022-02-03T08:00:00+00:00,SHORT,37032.5,36754.99,100.4,TRAIL_TP,1,0.9333,neutral,ADVISORY,37032.5
2022-02-03T16:00:00+00:00,2022-02-03T20:00:00+00:00,SHORT,36575.3,37062.85,-211.95,SL,1,0.9333,neutral,ADVISORY,36575.3
2022-02-04T00:00:00+00:00,2022-02-04T04:00:00+00:00,SHORT,37320.09,37817.57,-211.95,SL,1,0.9333,neutral,ADVISORY,37320.09
