entry_time,exit_time,side,entry_price,exit_price,pnl_usd,exit_type,holding_candles,bcd_conf,regime,gate,limit_px
2022-01-16T08:00:00+00:00,2022-01-16T12:00:00+00:00,SHORT,43088.88,42782.95,94.5,TP,1,0.9333,neutral,ADVISORY,43088.88
2022-01-17T12:00:00+00:00,2022-01-17T16:00:00+00:00,SHORT,42594.89,42221.15,119.62,TRAIL_TP,1,0.9333,neutral,ACTIVE,42594.89
2022-01-17T20:00:00+00:00,2022-01-18T00:00:00+00:00,SHORT,42302.87,42002.52,94.5,TP,1,0.9333,neutral,ADVISORY,42302.87
2022-01-18T04:00:00+00:00,2022-01-18T08:00:00+00:00,SHORT,42166.12,41842.4,103.16,TRAIL_TP,1,0.9333,neutral,ACTIVE,42166.12
2022-01-18T12:00:00+00:00,2022-01-18T16:00:00+00:00,SHORT,41698.81,41402.75,94.5,TP,1,0.9333,neutral,ACTIVE,41698.81
2022-01-18T20:00:00+00:00,2022-01-19T00:00:00+00:00,SHORT,42464.59,41690.59,261.41,TRAIL_TP,1,0.9333,neutral,ADVISORY,42464.59
2022-01-19T04:00:00+00:00,2022-01-19T08:00:00+00:00,SHORT,41395.02,41946.82,-211.95,SL,1,0.9333,neutral,ADVISORY,41395.02
2022-01-19T12:00:00+00:00,2022-01-19T16:00:00+00:00,SHORT,42097.22,41798.33,94.5,TP,1,0.9333,neutral,ADVISORY,42097.22
2022-01-19T20:00:00+00:00,2022-01-20T12:00:00+00:00,SHORT,41782.86,42339.83,-211.95,SL,4,0.9333,neutral,ADVISORY,41782.86
2022-02-01T20:00:00+00:00,2022-02-02T12:00:00+00:00,LONG,38564.47,38050.4,-211.95,SL,4,0.9333,bull,ADVISORY,38564.47
2022-02-03T04:00:00+00:00,,SHORT,,,,MISS,0,0.9333,neutral,ADVISORY,37106.49
2022-02-03T08:00:00+00:00,2022-02-03T12:00:00+00:00,SHORT,36865.25,36603.51,94.5,TP,1,0.9333,neutral,ADVISORY,36865.25
2022-02-03T16:00:00+00:00,2022-02-03T20:00:00+00:00,SHORT,36648.38,37136.9,-211.95,SL,1,0.9333,neutral,ADVISORY,36648.38
2022-02-04T00:00:00+00:00,2022-02-04T04:00:00+00:00,SHORT,37394.66,37893.13,-211.95,SL,1,0.9333,neutral,ADVISORY,37394.66
2022-02-06T12:00:00+00:00,2022-02-06T16:00:00+00:00,LONG,41386.19,41692.8,99.13,TRAIL_TP,1,0.9333,bull,ADVISORY,41386.19
2022-02-14T12:00:00+00:00,2022-02-14T16:00:00+00:00,LONG,42437.31,41871.62,-211.95,SL,1,0.9333,bull,ADVISORY,42437.31
2022-02-14T20:00:00+00:00,2022-02-15T00:00:00+00:00,LONG,42397.56,43535.1,390.45,TRAIL_TP,1,0.9333,bull,ADVISORY,42397.56
2022-02-15T04:00:00+00:00,2022-02-15T08:00:00+00:00,LONG,43534.7,44214.4,222.19,TRAIL_TP,1,0.9333,bull,ADVISORY,43534.7
2022-02-15T16:00:00+00:00,2022-02-15T20:00:00+00:00,LONG,43857.63,44529.6,217.82,TRAIL_TP,1,0.9333,bull,ADVISORY,43857.63
2022-02-16T04:00:00+00:00,2022-02-16T12:00:00+00:00,LONG,44033.0,43446.04,-211.95,SL,2,0.9333,bull,ADVISORY,44033.0
2022-03-14T16:00:00+00:00,2022-03-14T20:00:00+00:00,SHORT,38911.38,39430.07,-211.95,SL,1,0.9333,neutral,ADVISORY,38911.38
2022-03-19T04:00:00+00:00,,LONG,,,,MISS,0,0.9333,bull,ADVISORY,41480.28
2022-03-19T16:00:00+00:00,2022-03-19T20:00:00+00:00,LONG,41882.37,42188.2,97.53,TRAIL_TP,1,0.9333,bull,ADVISORY,41882.37
2022-03-20T00:00:00+00:00,2022-03-20T12:00:00+00:00,LONG,41796.43,41239.29,-211.95,SL,3,0.9333,bull,ADVISORY,41796.43
2022-03-20T16:00:00+00:00,2022-03-20T20:00:00+00:00,LONG,41240.41,41533.21,94.5,TP,1,0.9333,bull,ACTIVE,41240.41
2022-03-21T08:00:00+00:00,2022-03-21T12:00:00+00:00,LONG,41095.04,41386.82,94.5,TP,1,0.9333,bull,ADVISORY,41095.04
2022-03-22T00:00:00+00:00,2022-03-22T04:00:00+00:00,LONG,40859.05,42197.9,479.51,TRAIL_TP,1,0.9333,bull,ADVISORY,40859.05
2022-03-22T08:00:00+00:00,2022-03-22T12:00:00+00:00,LONG,42848.07,43152.29,94.5,TP,1,0.9333,bull,ADVISORY,42848.07
2022-03-23T00:00:00+00:00,2022-03-23T12:00:00+00:00,LONG,42141.4,42588.7,147.22,TRAIL_TP,3,0.9333,bull,ADVISORY,42141.4
2022-03-23T16:00:00+00:00,2022-03-23T20:00:00+00:00,LONG,42066.22,42867.9,273.86,TRAIL_TP,1,0.9333,bull,ADVISORY,42066.22
2022-03-24T00:00:00+00:00,,LONG,,,,MISS,0,0.9333,bull,ADVISORY,42568.31
2022-03-24T04:00:00+00:00,2022-03-24T12:00:00+00:00,LONG,42931.82,43967.0,349.68,TRAIL_TP,2,0.9333,bull,ADVISORY,42931.82
2022-03-24T16:00:00+00:00,2022-03-24T20:00:00+00:00,LONG,43759.43,44070.12,94.5,TP,1,0.9333,bull,ADVISORY,43759.43
2022-03-25T08:00:00+00:00,2022-03-25T12:00:00+00:00,LONG,43829.91,44320.2,155.79,TRAIL_TP,1,0.9333,bull,ADVISORY,43829.91
2022-03-25T16:00:00+00:00,2022-03-26T16:00:00+00:00,LONG,44295.51,44340.9,3.37,TIME_EXIT,6,0.9333,bull,ADVISORY,44295.51
2022-03-26T20:00:00+00:00,2022-03-27T00:00:00+00:00,LONG,44355.73,44691.0,101.38,TRAIL_TP,1,0.9333,bull,ACTIVE,44355.73
2022-03-27T04:00:00+00:00,2022-03-27T12:00:00+00:00,LONG,44585.74,44902.3,94.5,TP,2,0.9333,bull,ACTIVE,44585.74
2022-03-27T16:00:00+00:00,2022-03-27T20:00:00+00:00,LONG,44679.16,46820.8,707.01,TRAIL_TP,1,0.9333,bull,ACTIVE,44679.16
2022-03-28T00:00:00+00:00,2022-03-28T04:00:00+00:00,LONG,46901.67,47234.67,94.5,TP,1,0.9333,bull,ACTIVE,46901.67
2022-03-28T08:00:00+00:00,2022-03-28T12:00:00+00:00,LONG,47108.25,47442.72,94.5,TP,1,0.9333,bull,ACTIVE,47108.25
2022-03-28T16:00:00+00:00,2022-03-28T20:00:00+00:00,LONG,47779.23,47142.33,-211.95,SL,1,0.9333,bull,ACTIVE,47779.23
2022-03-29T04:00:00+00:00,,LONG,,,,MISS,0,0.9333,bull,ACTIVE,47188.11
2022-03-29T08:00:00+00:00,2022-03-29T12:00:00+00:00,LONG,47729.68,48068.56,94.5,TP,1,0.9333,bull,ACTIVE,47729.68
2022-03-29T16:00:00+00:00,2022-03-29T20:00:00+00:00,LONG,47560.89,46926.9,-211.95,SL,1,0.9333,bull,ACTIVE,47560.89
2022-03-30T04:00:00+00:00,2022-03-30T16:00:00+00:00,LONG,47229.49,47564.81,94.5,TP,3,0.9333,bull,ADVISORY,47229.49
2022-03-30T20:00:00+00:00,2022-03-31T00:00:00+00:00,LONG,46912.04,47245.12,94.5,TP,1,0.9333,bull,ACTIVE,46912.04
2022-03-31T04:00:00+00:00,2022-03-31T08:00:00+00:00,LONG,46998.58,47332.27,94.5,TP,1,0.9333,bull,ACTIVE,46998.58
2022-03-31T12:00:00+00:00,2022-03-31T16:00:00+00:00,LONG,46310.65,45693.33,-211.95,SL,1,0.9333,bull,ADVISORY,46310.65
2022-04-01T16:00:00+00:00,2022-04-02T00:00:00+00:00,LONG,46210.35,46587.5,110.42,TRAIL_TP,2,0.9333,bull,ADVISORY,46210.35
2022-04-02T04:00:00+00:00,2022-04-02T12:00:00+00:00,LONG,46438.27,46767.98,94.5,TP,2,0.9333,bull,ADVISORY,46438.27
2022-04-03T04:00:00+00:00,2022-04-03T12:00:00+00:00,LONG,46224.61,46552.8,94.5,TP,2,0.9333,bull,ADVISORY,46224.61
2022-04-03T16:00:00+00:00,2022-04-03T20:00:00+00:00,LONG,46248.84,46577.2,94.5,TP,1,0.9333,bull,ACTIVE,46248.84
2022-04-04T08:00:00+00:00,2022-04-04T12:00:00+00:00,LONG,46011.45,46338.13,94.5,TP,1,0.9333,bull,ADVISORY,46011.45
2022-04-04T20:00:00+00:00,2022-04-05T00:00:00+00:00,LONG,46441.16,46770.89,94.5,TP,1,0.9333,bull,ADVISORY,46441.16
2022-04-05T04:00:00+00:00,2022-04-05T12:00:00+00:00,LONG,46565.28,45944.57,-211.95,SL,2,0.9333,bull,ACTIVE,46565.28
2022-04-10T00:00:00+00:00,2022-04-10T08:00:00+00:00,SHORT,42855.88,42551.61,94.5,TP,2,0.9333,bear,ACTIVE,42855.88
