i,conf,label_enc,hour,dow,ret_1,ret_4,ret_8,atr_pct,vol_ratio,pred_bcd,actual,pred_lr,pred_dt
1848,0.9791666666666666,1,0,2,0.00635286440749816,-0.023303201834484977,-0.046152322564551485,0.021430712295966943,0.9123963218988224,0,1,0,0
1856,0.9791666666666666,1,8,3,0.00042661040580349585,-0.007382395382395379,0.01065480318292411,0.017946893593078116,0.8906107654613894,0,0,0,0
1864,0.9791666666666666,1,16,4,0.02572500446614656,0.014593058357507793,0.001622366561804034,0.01592653258690994,1.0911643071664832,0,0,0,0
1872,0.9791666666666666,1,0,6,-0.006320567364790919,-0.0017945967608855584,-0.016711175616836105,0.012544627525601272,0.9305796240562955,0,1,0,1
1880,0.9791666666666666,1,8,0,-0.002641477874451237,0.01310086184103132,0.04441616997743636,0.010299193949791355,0.7058682256050524,0,1,0,0
1888,0.9791666666666666,1,16,1,-0.0033224647350730274,-0.031329617422864775,-0.02885903637388043,0.014743209845059401,0.8865943335152541,0,1,0,1
1896,0.9791666666666666,1,0,3,0.004746776266709274,-0.02754622551555097,-0.009561129134909474,0.014537373671787968,0.7932168516394976,0,0,0,0
1904,0.9791666666666666,1,8,4,-0.009941307869523963,-0.025430060490799655,-0.05831727694021149,0.021297594355057542,0.725370480881331,0,1,0,1
1912,0.9791666666666666,1,16,5,-0.0026438832659025913,-0.00436566602862376,-0.0017361074992771064,0.020302292184915208,0.9217424404592268,0,0,0,1
1920,0.9791666666666666,1,0,0,0.013270828269920987,-0.0012124952922960563,-0.005164237550759121,0.013452321972297966,0.8055640997569798,0,0,0,0
