idx,datetime,close,l1_tag,l1_conf,l2_aligned,l3_bias,l3_conf,actual_direction,combined_pred
2056,2025-12-09 16:00:00+00:00,93761.9,bull,0.9333333061528367,True,NEUTRAL,73.1,DOWN,UP
2064,2025-12-11 00:00:00+00:00,89833.1,neutral,0.9333332533537158,False,NEUTRAL,56.6,UP,DOWN
2072,2025-12-12 08:00:00+00:00,92381.5,bull,0.9333333187897739,True,NEUTRAL,70.0,DOWN,UP
2080,2025-12-13 16:00:00+00:00,90150.9,neutral,0.9333333189976754,True,NEUTRAL,67.1,DOWN,UP
2088,2025-12-15 00:00:00+00:00,89239.9,neutral,0.9333333189245189,True,NEUTRAL,67.5,DOWN,UP
2096,2025-12-16 08:00:00+00:00,87216.6,bear,0.933333317674519,True,NEUTRAL,67.5,DOWN,DOWN
2104,2025-12-17 16:00:00+00:00,85982.7,bear,0.9333333169538611,True,NEUTRAL,61.0,UP,DOWN
2112,2025-12-19 00:00:00+00:00,86863.1,bear,0.9333332673767122,True,NEUTRAL,74.8,UP,DOWN
2120,2025-12-20 08:00:00+00:00,88243.6,neutral,0.9333333181881364,False,NEUTRAL,72.5,DOWN,DOWN
2128,2025-12-21 16:00:00+00:00,88448.2,neutral,0.9333333194020763,False,NEUTRAL,67.8,UP,DOWN
2136,2025-12-23 00:00:00+00:00,88128.2,neutral,0.9333333183744874,False,NEUTRAL,69.6,DOWN,DOWN
2144,2025-12-24 08:00:00+00:00,87162.6,neutral,0.9333333196161587,True,NEUTRAL,68.1,UP,UP
2152,2025-12-25 16:00:00+00:00,88112.3,neutral,0.9333333204757553,False,NEUTRAL,68.6,UP,DOWN
2160,2025-12-27 00:00:00+00:00,87473.4,neutral,0.9333333196934146,True,NEUTRAL,58.6,UP,UP
2168,2025-12-28 08:00:00+00:00,87850.8,neutral,0.9333333132891454,False,NEUTRAL,59.9,UP,DOWN
2176,2025-12-29 16:00:00+00:00,87328.9,neutral,0.9333333190371018,False,NEUTRAL,60.3,UP,DOWN
2184,2025-12-31 00:00:00+00:00,88411.5,neutral,0.9333333197535166,False,NEUTRAL,59.2,DOWN,DOWN
