candle,equity
2026-01-01T00:00:00+00:00,10000.0
2026-01-02T00:00:00+00:00,9799.84
2026-01-02T16:00:00+00:00,10046.64
2026-01-04T00:00:00+00:00,10299.65
2026-01-05T00:00:00+00:00,10559.04
2026-01-05T04:00:00+00:00,10824.96
2026-01-05T16:00:00+00:00,11097.57
2026-01-06T16:00:00+00:00,10875.45
2026-01-06T20:00:00+00:00,10657.76
2026-01-08T04:00:00+00:00,10444.44
2026-01-13T12:00:00+00:00,10707.47
2026-01-13T16:00:00+00:00,10977.13
2026-01-13T20:00:00+00:00,11253.57
2026-01-14T12:00:00+00:00,11536.98
2026-01-14T16:00:00+00:00,11306.06
2026-01-16T12:00:00+00:00,11079.76
2026-01-18T20:00:00+00:00,10857.99
2026-01-19T00:00:00+00:00,10640.65
2026-01-19T04:00:00+00:00,10427.67
2026-01-20T04:00:00+00:00,10218.95
2026-01-20T08:00:00+00:00,10014.41
2026-01-20T16:00:00+00:00,10266.61
2026-01-20T20:00:00+00:00,10525.16
2026-01-21T16:00:00+00:00,10790.23
2026-01-25T16:00:00+00:00,11061.97
2026-01-25T20:00:00+00:00,11340.56
2026-01-26T00:00:00+00:00,11113.56
2026-01-26T04:00:00+00:00,10891.11
2026-01-26T12:00:00+00:00,10673.12
2026-01-27T20:00:00+00:00,10459.48
2026-01-28T08:00:00+00:00,10250.13
2026-01-28T16:00:00+00:00,10044.96
2026-01-29T12:00:00+00:00,10297.93
2026-01-29T16:00:00+00:00,10557.28
2026-01-30T00:00:00+00:00,10823.15
2026-01-30T04:00:00+00:00,11095.72
2026-01-31T16:00:00+00:00,11375.15
2026-01-31T20:00:00+00:00,11661.63
2026-02-16T12:00:00+00:00,11955.31
2026-02-17T12:00:00+00:00,12256.4
2026-02-23T00:00:00+00:00,12565.06
2026-02-23T04:00:00+00:00,12881.5
2026-02-23T08:00:00+00:00,12623.66
2026-02-23T16:00:00+00:00,12941.58
2026-02-24T00:00:00+00:00,13267.5
2026-02-24T04:00:00+00:00,13601.63
2026-02-25T00:00:00+00:00,13329.38
2026-02-25T04:00:00+00:00,13062.58
2026-02-25T12:00:00+00:00,12801.12
2026-02-27T16:00:00+00:00,13123.5
2026-02-28T04:00:00+00:00,13454.0
2026-02-28T08:00:00+00:00,13792.83
2026-02-28T16:00:00+00:00,13516.75
2026-02-28T20:00:00+00:00,13246.2
