side,entry,sl,tp,initial_sl,entry_time,entry_idx,entry_atr,risk_usd,tp_extension_factor,trail_count,master_score,gate,regime,fgi,exit_time,exit_price,pnl_usd,equity,exit_type,holding_duration
SHORT,87603.7,88766.37095677463,86208.49485187043,88766.37095677463,2026-01-01T04:00:00+00:00,6839,775.11397118309,200.0,1.0,0,-6,LEVEL6,neutral,20.0,2026-01-01T20:00:00+00:00,88766.37095677463,-200.16,9799.84,SL,3
SHORT,90644.2,90644.2,89023.91827154357,91994.43477371368,2026-01-20T12:00:00+00:00,6955,900.1565158091271,195.9968,1.0,1,-5,LEVEL6,neutral,32.0,2026-01-20T20:00:00+00:00,89023.91827154357,235.03936255999957,10034.87936256,TP,1
SHORT,89938.3,89938.3,86883.5120904668,91635.40439418511,2026-01-23T16:00:00+00:00,6974,1131.402929456739,200.6975872512,1.5,1,-5,LEVEL6,bear,24.0,2026-01-25T16:00:00+00:00,86883.5120904668,361.0950989823597,10395.974461542359,TP,11
SHORT,87965.6,89460.41311738895,85274.9363886999,89460.41311738895,2026-01-26T16:00:00+00:00,6992,996.5420782592938,207.91948923084718,1.5,0,-5,LEVEL6,bear,20.0,2026-01-27T20:00:00+00:00,89460.41311738895,-208.08582482223184,10187.888636720127,SL,6
SHORT,88378.1,89858.9293405372,85712.60718703306,89858.9293405372,2026-01-27T16:00:00+00:00,6998,987.2195603581251,203.75777273440255,1.5,0,-6,LEVEL6,bear,29.0,2026-01-28T08:00:00+00:00,89858.9293405372,-203.92077895259007,9983.967857767537,SL,3
SHORT,89106.8,90513.99021908171,86573.85760565293,90513.99021908171,2026-01-28T04:00:00+00:00,7001,938.1268127211371,199.67935715535074,1.5,0,-5,LEVEL6,bear,29.0,2026-01-28T16:00:00+00:00,90513.99021908171,-199.83910064107502,9784.128757126462,SL,2
SHORT,89444.4,89444.4,86722.28298650686,90956.6872297184,2026-01-28T12:00:00+00:00,7003,1008.1914864789399,195.68257514252923,1.5,1,-6,LEVEL6,bear,29.0,2026-01-29T12:00:00+00:00,86722.28298650686,352.07208919643824,10136.2008463229,TP,5
SHORT,87795.2,87278.42101050787,85004.59345674253,89345.53696847637,2026-01-29T08:00:00+00:00,7008,1033.5579789842493,202.724016926458,1.5,1,-5,LEVEL6,bear,26.0,2026-01-29T16:00:00+00:00,85004.59345674253,364.7410512540825,10500.941897576982,TP,1
SHORT,82850.2,82850.2,79014.59519792111,84981.0915567105,2026-01-30T12:00:00+00:00,7015,1420.594371140331,210.01883795153964,1.5,1,-5,LEVEL6,bear,16.0,2026-01-31T16:00:00+00:00,79014.59519792111,377.86589324240896,10878.807790819392,TP,6
SHORT,81268.6,80562.99159496884,77458.31461283172,83385.4252150935,2026-01-31T12:00:00+00:00,7021,1411.216810062332,217.57615581638785,1.5,1,-6,LEVEL6,bear,20.0,2026-01-31T20:00:00+00:00,77458.31461283172,391.4630195448438,11270.270810364236,TP,1
SHORT,78320.8,78320.8,73657.26187674631,80911.65451291871,2026-02-01T04:00:00+00:00,7025,1727.2363419458109,225.40541620728473,1.5,1,-5,LEVEL6,bear,14.0,2026-02-02T12:00:00+00:00,78320.8,-0.18032433296582778,11270.090486031271,TRAIL_SL,7
SHORT,78800.6,81539.94842196465,73869.77284046364,81539.94842196465,2026-02-02T12:00:00+00:00,7033,1826.232281309762,225.40180972062544,1.5,0,-5,LEVEL6,bear,14.0,2026-02-03T16:00:00+00:00,73869.77284046364,405.5429360493488,11675.63342208062,TP,6
SHORT,78094.1,77287.21219751015,73736.9058665548,80514.76340746957,2026-02-03T12:00:00+00:00,7039,1613.7756049797079,233.51266844161242,1.5,2,-5,LEVEL6,bear,17.0,2026-02-04T16:00:00+00:00,73736.9058665548,420.13599306014936,12095.76941514077,TP,6
SHORT,70279.0,70279.0,65242.73710392179,73076.92383115456,2026-02-05T08:00:00+00:00,7050,1865.2825541030404,241.91538830281542,1.5,1,-5,LEVEL6,bear,12.0,2026-02-05T16:00:00+00:00,65242.73710392179,435.25416663442513,12531.023581775196,TP,1
SHORT,70675.5,70675.5,65994.48231381808,74576.34807181827,2026-02-06T16:00:00+00:00,7058,2600.5653812121745,250.62047163550395,1.0,1,-5,LEVEL6,neutral,9.0,2026-02-08T08:00:00+00:00,70675.5,-0.20049637730840317,12530.823085397888,TRAIL_SL,9
SHORT,70393.5,70393.5,67043.02418017143,73185.56318319048,2026-02-09T04:00:00+00:00,7073,1861.3754554603163,250.61646170795777,1.0,1,-5,LEVEL6,neutral,14.0,2026-02-11T04:00:00+00:00,67043.02418017143,300.53926088018295,12831.36234627807,TP,11
SHORT,68143.6,68143.6,63839.74293050649,70534.63170527418,2026-02-11T00:00:00+00:00,7084,1594.0211368494515,256.6272469255614,1.5,1,-5,LEVEL6,bear,11.0,2026-02-11T20:00:00+00:00,68143.6,-0.20530179754044914,12831.15704448053,TRAIL_SL,4
SHORT,67547.7,67547.7,63007.7849515357,70069.87502692461,2026-02-11T16:00:00+00:00,7088,1681.4500179497386,256.62314088961057,1.5,1,-5,LEVEL6,bear,11.0,2026-02-13T12:00:00+00:00,67547.7,-0.20529851271168847,12830.951745967817,TRAIL_SL,10
SHORT,67137.8,69299.33084209729,63247.04448422488,69299.33084209729,2026-02-13T08:00:00+00:00,7098,1441.0205613981914,256.61903491935635,1.5,0,-5,LEVEL6,bear,9.0,2026-02-13T16:00:00+00:00,69299.33084209729,-256.82433014729185,12574.127415820525,SL,1
SHORT,68652.0,70923.33935337605,64563.589163923105,70923.33935337605,2026-02-13T12:00:00+00:00,7099,1514.2262355840346,251.48254831641052,1.5,0,-5,LEVEL6,bear,9.0,2026-02-15T08:00:00+00:00,70923.33935337605,-251.68373435506365,12322.443681465462,SL,10
