side,entry,sl,tp,initial_sl,entry_time,entry_idx,entry_atr,risk_usd,tp_extension_factor,trail_count,master_score,gate,regime,fgi,exit_time,exit_price,pnl_usd,equity,exit_type,holding_duration
SHORT,87603.7,88766.37095677463,86208.49485187043,88766.37095677463,2026-01-01T04:00:00+00:00,6839,775.11397118309,200.0,1.0,0,-7,LEVEL6,neutral,20.0,2026-01-01T20:00:00+00:00,88766.37095677463,-200.16,9799.84,SL,3
SHORT,90644.2,90644.2,89023.91827154357,91994.43477371368,2026-01-20T12:00:00+00:00,6955,900.1565158091271,195.9968,1.0,1,-6,LEVEL6,neutral,32.0,2026-01-20T20:00:00+00:00,89023.91827154357,235.03936255999957,10034.87936256,TP,1
SHORT,88390.6,89941.62717733477,85598.75108079743,89941.62717733477,2026-01-20T20:00:00+00:00,6957,1034.0181182231763,200.6975872512,1.5,0,-6,LEVEL6,bear,32.0,2026-01-21T04:00:00+00:00,89941.62717733477,-200.85814532100096,9834.021217238998,SL,1
SHORT,89171.3,90754.75634168151,87271.15238998219,90754.75634168151,2026-01-21T04:00:00+00:00,6959,1055.6375611210042,196.68042434477996,1.0,0,-6,LEVEL6,neutral,24.0,2026-01-21T16:00:00+00:00,87271.15238998219,235.85916487426047,10069.880382113259,TP,2
SHORT,90237.1,90237.1,88178.91343830098,91952.25546808253,2026-01-21T12:00:00+00:00,6961,1143.436978721682,201.39760764226517,1.0,1,-6,LEVEL6,neutral,24.0,2026-01-23T16:00:00+00:00,90237.1,-0.16111808611381215,10069.719264027144,TRAIL_SL,12
SHORT,89711.2,89711.2,86786.34378973348,91336.12011681472,2026-01-23T12:00:00+00:00,6973,1083.2800778764881,201.39438528054288,1.5,1,-6,LEVEL6,bear,24.0,2026-01-25T16:00:00+00:00,86786.34378973348,362.3487779967538,10432.068042023899,TP,12
SHORT,88406.0,88024.61983788275,86346.54712456683,89550.14048635175,2026-01-25T12:00:00+00:00,6985,762.7603242345047,208.64136084047797,1.5,1,-6,LEVEL6,bear,25.0,2026-01-25T20:00:00+00:00,86346.54712456683,375.3875364241906,10807.455578448089,TP,1
SHORT,86459.4,87769.31616589805,84101.55090138348,87769.31616589805,2026-01-25T16:00:00+00:00,6986,873.27744393204,216.14911156896179,1.5,0,-7,LEVEL6,bear,25.0,2026-01-26T00:00:00+00:00,87769.31616589805,-216.32203085821695,10591.133547589872,SL,1
SHORT,87233.1,88612.85654100394,84749.53822619292,88612.85654100394,2026-01-26T00:00:00+00:00,6988,919.8376940026263,211.82267095179745,1.5,0,-6,LEVEL6,bear,20.0,2026-01-26T12:00:00+00:00,88612.85654100394,-211.9921290885589,10379.141418501313,SL,2
SHORT,87810.0,89173.22349709013,85356.19770523776,89173.22349709013,2026-01-26T08:00:00+00:00,6990,908.815664726755,207.58282837002625,1.5,0,-6,LEVEL6,bear,20.0,2026-01-27T20:00:00+00:00,89173.22349709013,-207.74889463272228,10171.39252386859,SL,8
SHORT,88378.1,89858.9293405372,85712.60718703306,89858.9293405372,2026-01-27T16:00:00+00:00,6998,987.2195603581251,203.4278504773718,1.5,0,-7,LEVEL6,bear,29.0,2026-01-28T08:00:00+00:00,89858.9293405372,-203.5905927577537,9967.801931110836,SL,3
SHORT,89106.8,90513.99021908171,86573.85760565293,90513.99021908171,2026-01-28T04:00:00+00:00,7001,938.1268127211371,199.35603862221674,1.5,0,-6,LEVEL6,bear,29.0,2026-01-28T16:00:00+00:00,90513.99021908171,-199.51552345311453,9768.286407657723,SL,2
SHORT,88310.9,89893.93211989762,85461.44218418426,89893.93211989762,2026-01-29T04:00:00+00:00,7007,1055.3547465984225,195.36572815315446,1.5,0,-6,LEVEL6,bear,26.0,2026-01-29T12:00:00+00:00,85461.44218418426,351.50201809315587,10119.788425750878,TP,1
